"reg";"tech";"year";"count";"share";"rank"
"AU";"Biotechnologie gericht op moleculen en cellen";2012;165;1,56;15
"AU";"Biotechnologie gericht op moleculen en cellen";2013;153;1,42;16
"AU";"Biotechnologie gericht op moleculen en cellen";2014;164;1,42;13
"AU";"Biotechnologie gericht op moleculen en cellen";2015;146;1,32;14
"AU";"Biotechnologie gericht op moleculen en cellen";2016;169;1,39;13
"AU";"Biotechnologie gericht op moleculen en cellen";2017;156;1,18;15
"AU";"Biotechnologie gericht op moleculen en cellen";2018;170;1,25;13
"AU";"Biotechnologie gericht op moleculen en cellen";2019;199;1,35;12
"AU";"Biotechnologie gericht op moleculen en cellen";2020;163;1,04;17
"AU";"Biotechnologie gericht op moleculen en cellen";2021;188;1,13;13
"AU";"Biotechnologie gericht op moleculen en cellen";2022;173;1,07;14
"AU";"Biotechnologie gericht op moleculen en cellen";2023;104;1,13;11
"AU";"Cybersecurity";2000;22;1,71;11
"AU";"Cybersecurity";2001;37;1,59;12
"AU";"Cybersecurity";2002;41;1,54;12
"AU";"Cybersecurity";2003;55;2,07;11
"AU";"Cybersecurity";2004;50;1,92;11
"AU";"Cybersecurity";2005;52;1,84;13
"AU";"Cybersecurity";2006;57;1,79;13
"AU";"Cybersecurity";2007;40;1,12;14
"AU";"Cybersecurity";2008;45;1,23;13
"AU";"Cybersecurity";2009;21;0,59;20
"AU";"Cybersecurity";2010;26;0,82;17
"AU";"Cybersecurity";2011;27;0,84;15
"AU";"Cybersecurity";2012;25;0,67;17
"AU";"Cybersecurity";2013;43;0,95;13
"AU";"Cybersecurity";2014;35;0,63;16
"AU";"Cybersecurity";2015;49;0,86;15
"AU";"Cybersecurity";2016;45;0,66;14
"AU";"Cybersecurity";2017;69;0,93;14
"AU";"Cybersecurity";2018;48;0,61;15
"AU";"Cybersecurity";2019;64;0,7;15
"AU";"Cybersecurity";2020;76;0,78;16
"AU";"Cybersecurity";2021;52;0,61;17
"AU";"Cybersecurity";2022;42;0,54;18
"AU";"Cybersecurity";2023;27;0,65;17
"AU";"Energiematerialen";2000;22;1,52;9
"AU";"Energiematerialen";2001;19;1,03;12
"AU";"Energiematerialen";2002;14;0,63;18
"AU";"Energiematerialen";2003;42;1,56;9
"AU";"Energiematerialen";2004;26;0,84;12
"AU";"Energiematerialen";2005;33;0,9;10
"AU";"Energiematerialen";2006;26;0,65;15
"AU";"Energiematerialen";2007;25;0,55;18
"AU";"Energiematerialen";2008;44;0,89;11
"AU";"Energiematerialen";2009;42;0,78;15
"AU";"Energiematerialen";2010;39;0,62;18
"AU";"Energiematerialen";2011;46;0,63;14
"AU";"Energiematerialen";2012;42;0,5;16
"AU";"Energiematerialen";2013;32;0,38;22
"AU";"Energiematerialen";2014;31;0,38;21
"AU";"Energiematerialen";2015;47;0,65;16
"AU";"Energiematerialen";2016;40;0,55;17
"AU";"Energiematerialen";2017;51;0,65;17
"AU";"Energiematerialen";2018;52;0,61;18
"AU";"Energiematerialen";2019;78;0,84;11
"AU";"Energiematerialen";2020;69;0,74;13
"AU";"Energiematerialen";2021;67;0,69;15
"AU";"Energiematerialen";2022;61;0,64;14
"AU";"Energiematerialen";2023;39;0,67;13
"AU";"Groene chemische productieprocessen";2000;1;0,54;18
"AU";"Groene chemische productieprocessen";2001;3;1,5;11
"AU";"Groene chemische productieprocessen";2002;1;0,45;19
"AU";"Groene chemische productieprocessen";2003;4;1,43;15
"AU";"Groene chemische productieprocessen";2004;4;1,31;13
"AU";"Groene chemische productieprocessen";2005;6;1,95;12
"AU";"Groene chemische productieprocessen";2006;1;0,25;24
"AU";"Groene chemische productieprocessen";2007;6;1,39;14
"AU";"Groene chemische productieprocessen";2008;14;2,42;10
"AU";"Groene chemische productieprocessen";2009;4;0,56;20
"AU";"Groene chemische productieprocessen";2010;16;1,91;11
"AU";"Groene chemische productieprocessen";2011;6;0,7;20
"AU";"Groene chemische productieprocessen";2012;7;0,81;20
"AU";"Groene chemische productieprocessen";2013;7;0,81;19
"AU";"Groene chemische productieprocessen";2014;4;0,44;21
"AU";"Groene chemische productieprocessen";2015;5;0,56;20
"AU";"Groene chemische productieprocessen";2016;6;0,73;20
"AU";"Groene chemische productieprocessen";2017;9;1,17;17
"AU";"Groene chemische productieprocessen";2018;4;0,63;23
"AU";"Groene chemische productieprocessen";2019;7;1,09;16
"AU";"Groene chemische productieprocessen";2020;6;0,87;21
"AU";"Groene chemische productieprocessen";2021;5;0,77;21
"AU";"Groene chemische productieprocessen";2022;6;1,03;17
"AU";"Groene chemische productieprocessen";2023;5;1,63;12
"AU";"Halfgeleiders";2000;8;0,34;16
"AU";"Halfgeleiders";2001;8;0,27;19
"AU";"Halfgeleiders";2002;28;0,82;9
"AU";"Halfgeleiders";2003;28;0,76;10
"AU";"Halfgeleiders";2004;17;0,41;16
"AU";"Halfgeleiders";2005;28;0,6;13
"AU";"Halfgeleiders";2006;17;0,31;21
"AU";"Halfgeleiders";2007;20;0,33;20
"AU";"Halfgeleiders";2008;22;0,36;20
"AU";"Halfgeleiders";2009;41;0,62;15
"AU";"Halfgeleiders";2010;31;0,46;18
"AU";"Halfgeleiders";2011;31;0,4;18
"AU";"Halfgeleiders";2012;23;0,28;23
"AU";"Halfgeleiders";2013;26;0,31;19
"AU";"Halfgeleiders";2014;23;0,27;20
"AU";"Halfgeleiders";2015;26;0,33;18
"AU";"Halfgeleiders";2016;23;0,28;21
"AU";"Halfgeleiders";2017;22;0,24;21
"AU";"Halfgeleiders";2018;16;0,17;25
"AU";"Halfgeleiders";2019;44;0,43;16
"AU";"Halfgeleiders";2020;31;0,29;18
"AU";"Halfgeleiders";2021;23;0,24;18
"AU";"Halfgeleiders";2022;25;0,26;18
"AU";"Halfgeleiders";2023;16;0,3;17
"AU";"Kunstmatige intelligentie en data";2000;4;1,76;10
"AU";"Kunstmatige intelligentie en data";2001;14;3,78;4
"AU";"Kunstmatige intelligentie en data";2002;10;2,11;8
"AU";"Kunstmatige intelligentie en data";2003;8;2,17;9
"AU";"Kunstmatige intelligentie en data";2004;9;2,45;7
"AU";"Kunstmatige intelligentie en data";2005;14;2,89;5
"AU";"Kunstmatige intelligentie en data";2006;11;2,08;8
"AU";"Kunstmatige intelligentie en data";2007;13;2,21;8
"AU";"Kunstmatige intelligentie en data";2008;11;1,78;9
"AU";"Kunstmatige intelligentie en data";2009;6;1,07;14
"AU";"Kunstmatige intelligentie en data";2010;20;3,16;8
"AU";"Kunstmatige intelligentie en data";2011;14;1,99;9
"AU";"Kunstmatige intelligentie en data";2012;9;1,17;13
"AU";"Kunstmatige intelligentie en data";2013;14;1,42;13
"AU";"Kunstmatige intelligentie en data";2014;10;0,71;15
"AU";"Kunstmatige intelligentie en data";2015;13;0,84;14
"AU";"Kunstmatige intelligentie en data";2016;20;1,15;13
"AU";"Kunstmatige intelligentie en data";2017;31;1,11;12
"AU";"Kunstmatige intelligentie en data";2018;38;0,87;13
"AU";"Kunstmatige intelligentie en data";2019;71;0,95;13
"AU";"Kunstmatige intelligentie en data";2020;90;0,85;14
"AU";"Kunstmatige intelligentie en data";2021;104;0,84;14
"AU";"Kunstmatige intelligentie en data";2022;96;0,8;14
"AU";"Kunstmatige intelligentie en data";2023;43;0,7;14
"AU";"Optica en geintegreerde fotonica";2000;36;1,68;8
"AU";"Optica en geintegreerde fotonica";2001;36;1,24;12
"AU";"Optica en geintegreerde fotonica";2002;60;1,62;10
"AU";"Optica en geintegreerde fotonica";2003;65;1,69;11
"AU";"Optica en geintegreerde fotonica";2004;38;1;13
"AU";"Optica en geintegreerde fotonica";2005;42;0,99;13
"AU";"Optica en geintegreerde fotonica";2006;50;1,06;11
"AU";"Optica en geintegreerde fotonica";2007;41;0,81;14
"AU";"Optica en geintegreerde fotonica";2008;40;0,71;15
"AU";"Optica en geintegreerde fotonica";2009;40;0,67;16
"AU";"Optica en geintegreerde fotonica";2010;43;0,69;15
"AU";"Optica en geintegreerde fotonica";2011;43;0,61;16
"AU";"Optica en geintegreerde fotonica";2012;37;0,46;16
"AU";"Optica en geintegreerde fotonica";2013;46;0,49;15
"AU";"Optica en geintegreerde fotonica";2014;44;0,46;15
"AU";"Optica en geintegreerde fotonica";2015;50;0,53;15
"AU";"Optica en geintegreerde fotonica";2016;63;0,59;14
"AU";"Optica en geintegreerde fotonica";2017;46;0,41;18
"AU";"Optica en geintegreerde fotonica";2018;45;0,38;19
"AU";"Optica en geintegreerde fotonica";2019;65;0,51;14
"AU";"Optica en geintegreerde fotonica";2020;53;0,41;16
"AU";"Optica en geintegreerde fotonica";2021;54;0,48;13
"AU";"Optica en geintegreerde fotonica";2022;40;0,41;16
"AU";"Optica en geintegreerde fotonica";2023;21;0,43;16
"AU";"Optomechatronica";2000;10;2,46;7
"AU";"Optomechatronica";2001;5;0,93;11
"AU";"Optomechatronica";2002;6;0,87;12
"AU";"Optomechatronica";2003;10;1,43;11
"AU";"Optomechatronica";2004;10;1,12;11
"AU";"Optomechatronica";2005;8;0,77;15
"AU";"Optomechatronica";2006;12;1,01;11
"AU";"Optomechatronica";2007;6;0,46;21
"AU";"Optomechatronica";2008;19;1,36;14
"AU";"Optomechatronica";2009;17;1,22;14
"AU";"Optomechatronica";2010;14;1,04;13
"AU";"Optomechatronica";2011;20;1,41;14
"AU";"Optomechatronica";2012;20;1,1;14
"AU";"Optomechatronica";2013;14;0,68;18
"AU";"Optomechatronica";2014;21;0,73;16
"AU";"Optomechatronica";2015;19;0,63;16
"AU";"Optomechatronica";2016;27;0,73;16
"AU";"Optomechatronica";2017;31;0,66;16
"AU";"Optomechatronica";2018;39;0,68;14
"AU";"Optomechatronica";2019;66;0,91;12
"AU";"Optomechatronica";2020;66;0,76;14
"AU";"Optomechatronica";2021;72;0,83;14
"AU";"Optomechatronica";2022;53;0,73;14
"AU";"Optomechatronica";2023;29;0,82;13
"AU";"Quantum";2000;3;1,92;8
"AU";"Quantum";2002;4;1,13;11
"AU";"Quantum";2003;6;1,27;10
"AU";"Quantum";2004;5;0,92;12
"AU";"Quantum";2005;10;1,49;10
"AU";"Quantum";2006;1;0,15;23
"AU";"Quantum";2007;1;0,17;21
"AU";"Quantum";2008;1;0,16;23
"AU";"Quantum";2009;3;0,53;17
"AU";"Quantum";2010;4;0,8;15
"AU";"Quantum";2011;2;0,41;17
"AU";"Quantum";2012;1;0,22;21
"AU";"Quantum";2013;2;0,53;15
"AU";"Quantum";2014;6;2,65;9
"AU";"Quantum";2015;2;1,8;8
"AU";"Quantum";2016;2;1,71;10
"AU";"Quantum";2017;3;1,4;9
"AU";"Quantum";2018;2;0,81;12
"AU";"Quantum";2019;5;1,36;9
"AU";"Quantum";2020;9;1,96;8
"AU";"Quantum";2021;5;1,03;12
"AU";"Quantum";2022;10;1,88;10
"AU";"Quantum";2023;9;2,58;9
"AZ";"Cybersecurity";2019;1;0,01;54
"AZ";"Energiematerialen";2009;1;0,02;42
"AZ";"Energiematerialen";2015;1;0,01;49
"AZ";"Halfgeleiders";2009;1;0,02;43
"AZ";"Halfgeleiders";2015;1;0,01;44
"AZ";"Optica en geintegreerde fotonica";2009;1;0,02;39
"AZ";"Optica en geintegreerde fotonica";2015;1;0,01;52
"BA";"Biotechnologie gericht op moleculen en cellen";2003;2;0,02;45
"BA";"Cybersecurity";2008;1;0,03;41
"BA";"Cybersecurity";2012;1;0,03;42
"BA";"Cybersecurity";2014;1;0,02;51
"BA";"Cybersecurity";2018;1;0,01;47
"BA";"Energiematerialen";2007;1;0,02;41
"BA";"Energiematerialen";2023;1;0,02;44
"BA";"Kunstmatige intelligentie en data";2011;1;0,14;29
"BA";"Kunstmatige intelligentie en data";2023;1;0,02;45
"BB";"Biotechnologie gericht op moleculen en cellen";2010;1;0,01;58
"BB";"Cybersecurity";2003;1;0,04;35
"BB";"Cybersecurity";2019;1;0,01;54
"BB";"Halfgeleiders";2003;1;0,03;33
"BB";"Kunstmatige intelligentie en data";2006;1;0,19;24
"BB";"Optica en geintegreerde fotonica";2017;1;0,01;50
"BD";"Biotechnologie gericht op moleculen en cellen";2008;1;0,01;55
"BD";"Biotechnologie gericht op moleculen en cellen";2012;3;0,03;51
"BD";"Biotechnologie gericht op moleculen en cellen";2014;4;0,03;46
"BD";"Biotechnologie gericht op moleculen en cellen";2015;3;0,03;48
"BD";"Cybersecurity";2013;1;0,02;44
"BD";"Cybersecurity";2018;2;0,03;44
"BD";"Energiematerialen";2020;1;0,01;54
"BD";"Kunstmatige intelligentie en data";2021;1;0,01;56
"BE";"Beeldvormingstechnologie";2000;4;0,59;16
"BE";"Beeldvormingstechnologie";2001;7;0,88;15
"BE";"Beeldvormingstechnologie";2002;3;0,31;20
"BE";"Beeldvormingstechnologie";2003;4;0,39;17
"BE";"Beeldvormingstechnologie";2004;2;0,16;24
"BE";"Beeldvormingstechnologie";2005;9;0,63;18
"BE";"Beeldvormingstechnologie";2006;4;0,23;25
"BE";"Beeldvormingstechnologie";2007;11;0,58;17
"BE";"Beeldvormingstechnologie";2008;11;0,55;19
"BE";"Beeldvormingstechnologie";2009;14;0,71;17
"BE";"Beeldvormingstechnologie";2010;10;0,51;19
"BE";"Beeldvormingstechnologie";2011;24;1,12;13
"BE";"Beeldvormingstechnologie";2012;26;0,99;12
"BE";"Beeldvormingstechnologie";2013;29;0,97;14
"BE";"Beeldvormingstechnologie";2014;27;0,67;16
"BE";"Beeldvormingstechnologie";2015;29;0,72;14
"BE";"Beeldvormingstechnologie";2016;41;0,89;15
"BE";"Beeldvormingstechnologie";2017;28;0,52;18
"BE";"Beeldvormingstechnologie";2018;21;0,34;21
"BE";"Beeldvormingstechnologie";2019;34;0,45;18
"BE";"Beeldvormingstechnologie";2020;42;0,48;18
"BE";"Beeldvormingstechnologie";2021;36;0,42;18
"BE";"Beeldvormingstechnologie";2022;35;0,49;17
"BE";"Beeldvormingstechnologie";2023;14;0,39;17
"BE";"Biotechnologie gericht op moleculen en cellen";2000;141;1,79;7
"BE";"Biotechnologie gericht op moleculen en cellen";2001;155;1,45;11
"BE";"Biotechnologie gericht op moleculen en cellen";2002;147;1,4;14
"BE";"Biotechnologie gericht op moleculen en cellen";2003;144;1,42;14
"BE";"Biotechnologie gericht op moleculen en cellen";2004;139;1,45;15
"BE";"Biotechnologie gericht op moleculen en cellen";2005;117;1,25;15
"BE";"Biotechnologie gericht op moleculen en cellen";2006;132;1,43;15
"BE";"Biotechnologie gericht op moleculen en cellen";2007;131;1,41;16
"BE";"Biotechnologie gericht op moleculen en cellen";2008;158;1,69;13
"BE";"Biotechnologie gericht op moleculen en cellen";2009;195;1,97;11
"BE";"Biotechnologie gericht op moleculen en cellen";2010;160;1,64;15
"BE";"Biotechnologie gericht op moleculen en cellen";2011;155;1,55;14
"BE";"Biotechnologie gericht op moleculen en cellen";2012;167;1,58;14
"BE";"Biotechnologie gericht op moleculen en cellen";2013;161;1,5;15
"BE";"Biotechnologie gericht op moleculen en cellen";2014;153;1,32;14
"BE";"Biotechnologie gericht op moleculen en cellen";2015;132;1,19;17
"BE";"Biotechnologie gericht op moleculen en cellen";2016;154;1,26;16
"BE";"Biotechnologie gericht op moleculen en cellen";2017;179;1,35;13
"BE";"Biotechnologie gericht op moleculen en cellen";2018;138;1,02;17
"BE";"Biotechnologie gericht op moleculen en cellen";2019;166;1,12;15
"BE";"Biotechnologie gericht op moleculen en cellen";2020;191;1,22;13
"BE";"Biotechnologie gericht op moleculen en cellen";2021;171;1,03;16
"BE";"Biotechnologie gericht op moleculen en cellen";2022;192;1,19;12
"BE";"Biotechnologie gericht op moleculen en cellen";2023;104;1,13;11
"BE";"Cybersecurity";2000;6;0,47;18
"BE";"Cybersecurity";2001;7;0,3;20
"BE";"Cybersecurity";2002;9;0,34;21
"BE";"Cybersecurity";2003;8;0,3;23
"BE";"Cybersecurity";2004;3;0,12;29
"BE";"Cybersecurity";2005;9;0,32;22
"BE";"Cybersecurity";2006;15;0,47;18
"BE";"Cybersecurity";2007;12;0,34;20
"BE";"Cybersecurity";2008;23;0,63;19
"BE";"Cybersecurity";2009;24;0,68;19
"BE";"Cybersecurity";2010;23;0,73;18
"BE";"Cybersecurity";2011;25;0,78;17
"BE";"Cybersecurity";2012;20;0,54;18
"BE";"Cybersecurity";2013;20;0,44;19
"BE";"Cybersecurity";2014;21;0,38;20
"BE";"Cybersecurity";2015;37;0,65;17
"BE";"Cybersecurity";2016;32;0,47;18
"BE";"Cybersecurity";2017;37;0,5;17
"BE";"Cybersecurity";2018;36;0,46;21
"BE";"Cybersecurity";2019;40;0,44;21
"BE";"Cybersecurity";2020;46;0,47;19
"BE";"Cybersecurity";2021;31;0,36;21
"BE";"Cybersecurity";2022;28;0,36;21
"BE";"Cybersecurity";2023;16;0,39;21
"BE";"Energiematerialen";2000;13;0,9;14
"BE";"Energiematerialen";2001;15;0,82;14
"BE";"Energiematerialen";2002;21;0,94;12
"BE";"Energiematerialen";2003;31;1,15;11
"BE";"Energiematerialen";2004;19;0,62;14
"BE";"Energiematerialen";2005;27;0,73;12
"BE";"Energiematerialen";2006;30;0,75;14
"BE";"Energiematerialen";2007;23;0,51;20
"BE";"Energiematerialen";2008;35;0,7;13
"BE";"Energiematerialen";2009;50;0,93;12
"BE";"Energiematerialen";2010;54;0,86;13
"BE";"Energiematerialen";2011;56;0,77;13
"BE";"Energiematerialen";2012;63;0,75;13
"BE";"Energiematerialen";2013;77;0,92;11
"BE";"Energiematerialen";2014;60;0,74;14
"BE";"Energiematerialen";2015;62;0,85;12
"BE";"Energiematerialen";2016;76;1,04;10
"BE";"Energiematerialen";2017;78;0,99;13
"BE";"Energiematerialen";2018;67;0,78;14
"BE";"Energiematerialen";2019;71;0,76;14
"BE";"Energiematerialen";2020;58;0,62;16
"BE";"Energiematerialen";2021;66;0,68;16
"BE";"Energiematerialen";2022;68;0,71;11
"BE";"Energiematerialen";2023;40;0,68;11
"BE";"Groene chemische productieprocessen";2000;2;1,08;14
"BE";"Groene chemische productieprocessen";2002;2;0,9;15
"BE";"Groene chemische productieprocessen";2003;4;1,43;15
"BE";"Groene chemische productieprocessen";2004;4;1,31;13
"BE";"Groene chemische productieprocessen";2005;10;3,26;7
"BE";"Groene chemische productieprocessen";2006;6;1,47;14
"BE";"Groene chemische productieprocessen";2007;9;2,09;10
"BE";"Groene chemische productieprocessen";2008;11;1,9;12
"BE";"Groene chemische productieprocessen";2009;9;1,25;16
"BE";"Groene chemische productieprocessen";2010;6;0,72;20
"BE";"Groene chemische productieprocessen";2011;16;1,87;11
"BE";"Groene chemische productieprocessen";2012;14;1,61;12
"BE";"Groene chemische productieprocessen";2013;12;1,38;13
"BE";"Groene chemische productieprocessen";2014;9;0,99;16
"BE";"Groene chemische productieprocessen";2015;11;1,24;15
"BE";"Groene chemische productieprocessen";2016;13;1,58;14
"BE";"Groene chemische productieprocessen";2017;38;4,92;5
"BE";"Groene chemische productieprocessen";2018;7;1,1;17
"BE";"Groene chemische productieprocessen";2019;7;1,09;16
"BE";"Groene chemische productieprocessen";2020;13;1,88;11
"BE";"Groene chemische productieprocessen";2021;9;1,39;15
"BE";"Groene chemische productieprocessen";2022;7;1,2;15
"BE";"Groene chemische productieprocessen";2023;3;0,98;16
"BE";"Halfgeleiders";2000;12;0,51;14
"BE";"Halfgeleiders";2001;11;0,38;17
"BE";"Halfgeleiders";2002;20;0,58;14
"BE";"Halfgeleiders";2003;26;0,71;11
"BE";"Halfgeleiders";2004;23;0,56;13
"BE";"Halfgeleiders";2005;23;0,5;17
"BE";"Halfgeleiders";2006;34;0,63;12
"BE";"Halfgeleiders";2007;22;0,36;17
"BE";"Halfgeleiders";2008;30;0,49;17
"BE";"Halfgeleiders";2009;31;0,47;17
"BE";"Halfgeleiders";2010;35;0,52;17
"BE";"Halfgeleiders";2011;41;0,53;15
"BE";"Halfgeleiders";2012;60;0,72;12
"BE";"Halfgeleiders";2013;72;0,86;11
"BE";"Halfgeleiders";2014;41;0,48;15
"BE";"Halfgeleiders";2015;41;0,52;16
"BE";"Halfgeleiders";2016;53;0,64;12
"BE";"Halfgeleiders";2017;50;0,56;14
"BE";"Halfgeleiders";2018;44;0,46;17
"BE";"Halfgeleiders";2019;34;0,33;20
"BE";"Halfgeleiders";2020;24;0,23;22
"BE";"Halfgeleiders";2021;21;0,22;19
"BE";"Halfgeleiders";2022;25;0,26;18
"BE";"Halfgeleiders";2023;15;0,28;18
"BE";"Kunstmatige intelligentie en data";2001;8;2,16;9
"BE";"Kunstmatige intelligentie en data";2002;1;0,21;23
"BE";"Kunstmatige intelligentie en data";2003;2;0,54;17
"BE";"Kunstmatige intelligentie en data";2004;4;1,09;12
"BE";"Kunstmatige intelligentie en data";2005;1;0,21;22
"BE";"Kunstmatige intelligentie en data";2006;2;0,38;19
"BE";"Kunstmatige intelligentie en data";2007;1;0,17;23
"BE";"Kunstmatige intelligentie en data";2008;6;0,97;14
"BE";"Kunstmatige intelligentie en data";2009;2;0,36;21
"BE";"Kunstmatige intelligentie en data";2010;5;0,79;17
"BE";"Kunstmatige intelligentie en data";2011;2;0,28;26
"BE";"Kunstmatige intelligentie en data";2012;2;0,26;24
"BE";"Kunstmatige intelligentie en data";2013;4;0,41;23
"BE";"Kunstmatige intelligentie en data";2014;5;0,35;24
"BE";"Kunstmatige intelligentie en data";2015;7;0,45;19
"BE";"Kunstmatige intelligentie en data";2016;6;0,35;23
"BE";"Kunstmatige intelligentie en data";2017;16;0,57;17
"BE";"Kunstmatige intelligentie en data";2018;14;0,32;24
"BE";"Kunstmatige intelligentie en data";2019;33;0,44;19
"BE";"Kunstmatige intelligentie en data";2020;48;0,45;18
"BE";"Kunstmatige intelligentie en data";2021;44;0,36;20
"BE";"Kunstmatige intelligentie en data";2022;33;0,27;23
"BE";"Kunstmatige intelligentie en data";2023;13;0,21;25
"BE";"Optica en geintegreerde fotonica";2000;20;0,93;14
"BE";"Optica en geintegreerde fotonica";2001;18;0,62;16
"BE";"Optica en geintegreerde fotonica";2002;17;0,46;16
"BE";"Optica en geintegreerde fotonica";2003;19;0,49;18
"BE";"Optica en geintegreerde fotonica";2004;21;0,56;17
"BE";"Optica en geintegreerde fotonica";2005;27;0,63;14
"BE";"Optica en geintegreerde fotonica";2006;28;0,59;17
"BE";"Optica en geintegreerde fotonica";2007;16;0,32;23
"BE";"Optica en geintegreerde fotonica";2008;29;0,52;18
"BE";"Optica en geintegreerde fotonica";2009;47;0,78;14
"BE";"Optica en geintegreerde fotonica";2010;42;0,67;16
"BE";"Optica en geintegreerde fotonica";2011;51;0,72;13
"BE";"Optica en geintegreerde fotonica";2012;78;0,97;11
"BE";"Optica en geintegreerde fotonica";2013;91;0,98;11
"BE";"Optica en geintegreerde fotonica";2014;82;0,85;12
"BE";"Optica en geintegreerde fotonica";2015;72;0,77;13
"BE";"Optica en geintegreerde fotonica";2016;78;0,74;13
"BE";"Optica en geintegreerde fotonica";2017;75;0,66;12
"BE";"Optica en geintegreerde fotonica";2018;64;0,54;15
"BE";"Optica en geintegreerde fotonica";2019;46;0,36;17
"BE";"Optica en geintegreerde fotonica";2020;30;0,23;23
"BE";"Optica en geintegreerde fotonica";2021;36;0,32;19
"BE";"Optica en geintegreerde fotonica";2022;41;0,42;15
"BE";"Optica en geintegreerde fotonica";2023;16;0,33;18
"BE";"Optomechatronica";2000;1;0,25;18
"BE";"Optomechatronica";2001;5;0,93;11
"BE";"Optomechatronica";2002;3;0,43;16
"BE";"Optomechatronica";2003;1;0,14;25
"BE";"Optomechatronica";2004;1;0,11;27
"BE";"Optomechatronica";2005;3;0,29;23
"BE";"Optomechatronica";2006;6;0,51;17
"BE";"Optomechatronica";2007;5;0,38;23
"BE";"Optomechatronica";2008;8;0,57;21
"BE";"Optomechatronica";2009;10;0,72;19
"BE";"Optomechatronica";2010;6;0,45;21
"BE";"Optomechatronica";2011;20;1,41;14
"BE";"Optomechatronica";2012;17;0,94;18
"BE";"Optomechatronica";2013;19;0,92;16
"BE";"Optomechatronica";2014;16;0,56;19
"BE";"Optomechatronica";2015;20;0,66;15
