Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Diversity Spotlight,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Actively Hiring,Hub Tags,Full Description,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Motion,https://www.crunchbase.com/organization/motion-f1df,"Analytics, Artificial Intelligence (AI), Productivity Tools, Real Time, Software","San Francisco, California, United States","Motion is an AI time management platform that provides real-time interventions, reminders, and analytics.","29,927","San Francisco Bay Area, West Coast, Western US",,95834,$1M to $10M,Active,2019-03-01,day,,,,,For Profit,https://www.usemotion.com,https://twitter.com/useMotion,https://www.facebook.com/usemotionapp,https://www.linkedin.com/company/motionapp,,,1,,,"Motion is an AI time management platform that provides real-time interventions, reminders, and analytics. Motion mark sites as distracting to limit the time on them in the future. The company's tool keeps users from becoming distracted while browsing the web by providing real-time interventions, reminders, and analytics, as well as calendar, tab management, and focus tools.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",3,"Ethan Yu, Harry Qi, Omid Rooholfada",11-50,4,Late Stage Venture,2024-06-13,36490025,USD,36490025,Series C,36490025,USD,36490025,Series C,63567941,USD,63567941,63567941,USD,63567941,"Y Combinator, SignalFire, HOF Capital, Leonis Capital, Michael Seibel",2,9
Raven Tech,https://www.crunchbase.com/organization/raven-tech,"Artificial Intelligence (AI), Big Data, Mobile, Software","Beijing, Beijing, China",Raven Tech is building the next generation OS.,"33,024",Asia-Pacific (APAC),,100011,$10M to $50M,Closed,2014-05-01,day,2017-02-16,day,2017-02-16,day,For Profit,https://raventech.cn/,,https://m.facebook.com/raven-1654466897916364/,https://www.linkedin.com/company/%E6%B8%A1%E9%B8%A6%E7%A7%91%E6%8A%80/,support@raventech.com,14088022707,6,,,"Raven Tech is a startup which focus on artificial intelligent, big data and the next generation operating system. Besides, Raven Tech is the fifth alumni of Microsoft Venture Accelerator and the only one startup team from mainland China in Y Combinator W15.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",3,"Cheng Lu, Rui Xi, Yiming Wu",11-50,6,M&A,2016-05-12,8976316,USD,8976316,Series A,8976316,USD,8976316,Series A,30096316,USD,30096316,30096316,USD,30096316,"Y Combinator, Matrix Partners China, DCM Ventures, Bertelsmann, ZhenFund",,7
Penten,https://www.crunchbase.com/organization/penten,"Artificial Intelligence (AI), Cyber Security, Electronics, Government, Information Technology, Military, National Security, Network Security, Software","Canberra, Australian Capital Territory, Australia","Penten helps the digital transformation of defence & government - creating, building & operating new cyber tech for the modern workforce.","33,942","Asia-Pacific (APAC), Australasia",,2612,,Active,2014-01-01,year,,,,,For Profit,https://www.penten.com/,https://twitter.com/PentenCyber,,https://www.linkedin.com/company/PentenCyber,info@penten.com,+61 2 6171 1111,56,,,"Penten is creating new globally unique capabilities and opportunities for growth, disrupting old defense industry models.  By forming deep relationships Penten has been able to align its purpose with the common and special needs of our government global customers.  We focus on the user mission, making them safer, more connected and more effective. Penten is creating and delivering new secure mobility technologies to help government build a connected and integrated security workforce for the next 20 years of national security needs. Penten is delivering capabilities using Artificial Intelligence to identify, disrupt and trap digital adversaries. Applying these technologies to both strategic cyber and electronic warfare missions. Penten has grown from 4 to 65 people in the last 3 years, has been internationally recognised for its technology, exports to 3 nations and was named Australian Business of the Year.",,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Government and Military, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",5,"Ben Whitham, John Hayden, John Hendry, Matthew Wilson, Merik Karman",101-250,3,Private Equity,2021-08-15,50000000,USD,50000000,Private Equity,50000000,USD,50000000,Private Equity,53134473,USD,53134473,53134473,USD,53134473,Five V Capital,1,1
Salesforce,https://www.crunchbase.com/organization/salesforce,"Artificial Intelligence (AI), Cloud Computing, CRM, SaaS, Sales Enablement, Software","San Francisco, California, United States",Salesforce is a cloud-based software company that provides customer relationship management software and applications.,"35,099","San Francisco Bay Area, West Coast, Western US",Women Led,94105,$10B+,Active,1999-01-01,day,2004-06-23,day,,,For Profit,https://www.salesforce.com,https://www.twitter.com/salesforce,https://www.facebook.com/salesforce,https://www.linkedin.com/company/salesforce,info@salesforce.com,+1 800 667 6389,"11,461",,,"Salesforce is a cloud-based software company that provides customer relationship management software and applications. It is a cloud computing company that provides business software on a subscription basis. They design and develop cloud-based enterprise software for customer relationship management. They focused on sales, customer service, marketing automation, e-commerce, analytics, and application development.",7,Venture Capital,,61,69,31,3,14,4,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software",5,"Adam Evans, Halsey Minor, Marc Benioff, Max Comparetto, Parker Harris",10001+,7,IPO,2022-10-18,,,,Post-IPO Equity,,,,Post-IPO Equity,65375124,USD,65375124,65375124,USD,65375124,"New Enterprise Associates, Emergence, Meritech Capital Partners, Morgenthaler Ventures, Starboard Value",4,22
Xiaoi Robot,https://www.crunchbase.com/organization/xiaoi-robert,"Artificial Intelligence (AI), Automotive, Robotics","Shanghai, Shanghai, China",Xiaoi Robot is an intelligent robot technology provider and platform operator.,"35,761",Asia-Pacific (APAC),,201803,$10M to $50M,Active,2001-01-01,year,2023-03-09,day,,,For Profit,http://www.xiaoi.com,https://www.twitter.com/xiaoi,,https://www.linkedin.com/company/xiaoi/,marketing@xiaoi.net,+86 21-35918811,1,,,"Xiaoi Robot is an intelligent robot technology provider and platform operator that is specialized in the long-term technology research and development of smart robots. The company covers businesses in telecommunication, finance, government, e-commerce, smart household appliances, automobiles, and other industries. After the constant verification and optimization of actual programs over the past decades, Xiaoi Robot now has the largest industrial knowledge base and encyclopedia base in multiple industries and sectors in the world. It also possesses an advanced intelligent human-machine dialogue engine, which ensures that its robot system process.   Established in 2001, Xiaoi Robot has been awarded with many national innovation patents in natural language processing and human-machine interaction. With more than 1 billion users and over 100 billion interactions, it covers more than a hundred countries and establishes the largest intelligent robot cloud service platform in the world.",,,,3,3,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",1,Yuan Hui,501-1000,7,IPO,2024-06-17,3260869,USD,3260869,Post-IPO Debt,2994945,USD,2994945,Post-IPO Equity,30278493,USD,30278493,33539362,USD,33539362,"Intel Capital, JAFCO Asia, IDG Capital, Alibaba Capital Partners, Haiyin Capital",1,10
"Crowdbotics, Inc.",https://www.crunchbase.com/organization/crowdbotics-inc,"Artificial Intelligence (AI), Augmented Reality, Blockchain, Chatbot, Consumer Applications, Internet of Things, Mobile Apps, Virtual Reality, Wearables, Web Development","Berkeley, California, United States",Crowdbotics helps you build better apps faster and more securely with AI and systematic code reuse.,"36,896","San Francisco Bay Area, West Coast, Western US",,94704,,Active,2017-01-01,year,,,,,For Profit,https://crowdbotics.asia/,,,,gavin@crowdbotics.asia,,,,,,,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Consumer Electronics, Data and Analytics, Hardware, Internet Services, Mobile, Other, Science and Engineering, Software",,,11-50,2,Early Stage Venture,2023-01-25,40000000,USD,40000000,Series B,40000000,USD,40000000,Series B,62000000,USD,62000000,62000000,USD,62000000,"New Enterprise Associates, Pacific West Bank, Bee Partners, Jackson Square Ventures, Harrison Metal",2,7
Wen Xiaobai,https://www.crunchbase.com/organization/wen-xiaobai,"Artificial Intelligence (AI), Natural Language Processing, Software","Haidian, Beijing, China",Wen Xiaobai is an artificial intelligence tool for providing question-answering services.,"38,372",Asia-Pacific (APAC),,,,Active,2022-08-01,month,,,,,For Profit,https://www.wenxiaobai.com,,,,,,,,,Wen Xiaobai is an artificial intelligence tool for providing query-answering services.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,11-50,1,Seed,2024-07-18,32000000,USD,32000000,Seed,32000000,USD,32000000,Seed,32000000,USD,32000000,32000000,USD,32000000,"Matrix Partners China, Redpoint Ventures China, Su Hua",,3
Granica,https://www.crunchbase.com/organization/granica,"Artificial Intelligence (AI), Information Technology, Software","Mountain View, California, United States","Granica is the world's first AI Efficiency Platform, creating cutting-edge and enterprise-ready AI infrastructure services.","38,475","San Francisco Bay Area, Silicon Valley, West Coast",,,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://granica.ai/,https://twitter.com/granica_ai,,https://www.linkedin.com/company/granica-ai,sales@granica.ai,,24,,,"Granica is an information and computer science company, combining fundamental research in information science and machine intelligence with cloud-scale distributed systems engineering, to create cutting-edge and enterprise-ready AI infrastructure services.  By increasing the signal-to-noise ratio of information, Granica seeks to advance its mission of making AI affordable, accessible, and safe to use.  Granica is the world's first AI Efficiency Platform, providing a comprehensive suite of cutting-edge efficiency services accessible through a single platform API.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",2,"Rahul Ponnala, Tarang Vaish",11-50,1,Early Stage Venture,2023-06-08,45000000,USD,45000000,Series A,45000000,USD,45000000,Series A,45000000,USD,45000000,45000000,USD,45000000,"Abstract Ventures, New Enterprise Associates, Kevin Hartz, Bain Capital Ventures, Frederic Kerrest",1,6
Veevt,https://www.crunchbase.com/organization/veevt,Artificial Intelligence (AI),,Veevt is an AI research and deployment company.,"40,610",,,,,Active,2024-01-01,day,,,,,For Profit,https://www.veevt.com/,,,https://www.linkedin.com/company/veevtai/,hello@veevt.com,,1,,,"Veevt is a company that focuses on AI research and development. Our goal is to create and utilize AI technologies that are safe, fair, and beneficial for everyone. We aim to solve significant problems and enhance the future for all individuals. At Veevt, we strongly believe in the responsible and ethical use of AI to improve people's lives, communities, and the environment. We were established in 2024 by David Sundberg and currently employ a team of 25 individuals who have previously worked at Deepmind, Microsoft Research, and OpenAI.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,David Sundberg,11-50,1,Early Stage Venture,2024-01-01,150000000,USD,150000000,Series A,150000000,USD,150000000,Series A,150000000,USD,150000000,150000000,USD,150000000,,,
BCB Blockchain,https://www.crunchbase.com/organization/bcb-blockchain,"Artificial Intelligence (AI), Big Data, Blockchain, Cloud Computing, Robotics, Smart Cities, Virtual Reality","Singapore, Central Region, Singapore",BCB Blockchain is a blockchain protocol for developing and supporting smart city solutions.,"42,054","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,068907,,Active,2018-01-01,month,,,,,For Profit,https://www.bcbchain.io/,https://twitter.com/bcbblockchain,https://www.facebook.com/BCBblockchain/,https://www.linkedin.com/company/bcbblockchain/,support@bcbchain.io,,4,,,"BCB is Blockchain 4.0 which integrates Artificial Intelligence, Cloud Computing, Big Data, Virtual Reality, Robotics and hardware to create a smart city solution that interconnects cities across distances and improves the quality of life for people, businesses and governments.  BCB Innovation Pte Ltd is a Singapore registered company, founded by GBCI Ventures Pte Ltd. With more than 500 staff and seven offices across seven countries, BCB visions to create and support the economies of 1000 smart cities of the future.  For more information, visit https://www.bcbchain.io",,,,,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Hardware, Internet Services, Other, Real Estate, Science and Engineering, Software",1,Douglas Gan,101-250,1,Early Stage Venture,2022-01-24,60000000,USD,60000000,Series A,60000000,USD,60000000,Series A,60000000,USD,60000000,60000000,USD,60000000,"Circle, Digital Currency Group, Wintermute, Nexo, PayU GPO",1,17
Anyword,https://www.crunchbase.com/organization/keywee,"Advertising, Content Marketing, Generative AI, Marketing, Social Media Marketing, Software","New York, New York, United States",Anyword offers publishers and marketers an approach to content distribution and performance measurement.,"43,540","Greater New York Area, East Coast, Northeastern US",,10011,$10M to $50M,Active,2013-01-01,year,,,,,For Profit,https://anyword.com,http://twitter.com/GoKeywee,https://www.facebook.com/gokeywee,https://www.linkedin.com/company/getanyword/,info@keywee.co,+1 215-292-8892,19,Yes,,"Keywee offers publishers and marketers a new approach to content distribution and performance measurement. Its revolutionary platform employs advanced text-mining technology and a vast database of historical content performance to help publishers, retailers, and brands find the audiences most likely to meet specific business goals for their content. Keywee’s customers include The British Broadcasting Corporation (BBC), Conde Nast, National Geographic, The New York Times, and Slate. Backed by leading investors including Eric Schmidt’s Innovation Endeavors and Marker LLC, as well as The New York Times Company. Founded in 2013, the company is headquartered in New York with an office in Tel Aviv.",,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Sales and Marketing, Software",2,"Arnon Joseph, Yaniv Makover",11-50,2,Early Stage Venture,2021-11-18,21000000,USD,21000000,Series B,21000000,USD,21000000,Series B,30100000,USD,30100000,30100000,USD,30100000,"The New York Times, UpWest, Marker, Innovation Endeavors, Howard Lerman",2,13
Smart Logic,https://www.crunchbase.com/organization/smart-logic,"Artificial Intelligence (AI), Hardware, Semiconductor","Beijing, Beijing, China",Smart Logic is a chip design firm.,"43,722",Asia-Pacific (APAC),,,,Active,2016-06-16,day,,,,,For Profit,http://www.smartlogictech.com/,,,https://www.linkedin.com/company/%E5%8C%97%E4%BA%AC%E6%80%9D%E6%9C%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8/about/,,,,,,"Smart Logic creates chips. A number of separate intellectual property rights, including about 120 invention patents, more than 20 international patents, and one paper presented at the international architecture conference HPCA the advancement of cloud platforms, large data centers, artificial intelligence devices, and mobile connections and communications.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,101-250,3,Late Stage Venture,2023-03-09,,,,Series C,,,,Series C,128800000,USD,128800000,128800000,USD,128800000,"CICC, Chipone Technology, Shanghai Alliance Investment, Grand Flight Investment, CCTV Media Fund",1,6
Herow,https://www.crunchbase.com/organization/connecthings,"Artificial Intelligence (AI), Big Data, Information Technology, Internet of Things, Location Based Services, Machine Learning, Marketing, Mobile, Mobile Apps, SaaS","Paris, Ile-de-France, France",Herow is a contextual marketing platform for mobile applications.,"47,325","European Union (EU), Europe, Middle East, and Africa (EMEA)",,75010,$10M to $50M,Active,2007-07-20,day,,,,,For Profit,http://www.herow.io,http://twitter.com/herow_io,https://www.facebook.com/herowbyconnecthings/,https://www.linkedin.com/company/herow/,contact@herow.io,+33 1 84 17 25 16,13,,,"Herow is a one-stop contextual marketing platform that allows apps to maximize engagement with their users. It uses hyper-precise location technology and machine-learning algorithms to provide mobile applications with true user context - a combination of location, behavior, and surroundings.",,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Mobile, Navigation and Mapping, Sales and Marketing, Science and Engineering, Software",1,Laetitia Gazel Anthoine,11-50,4,Early Stage Venture,2019-10-15,18600000,USD,18600000,Series B,18600000,USD,18600000,Series B,30300000,USD,30300000,30300000,USD,30300000,"Siparex Groupe, Calao Finance, Xerys",3,3
GEOSATIS,https://www.crunchbase.com/organization/geosatis,"Cyber Security, Electronics, Embedded Software, Internet of Things, Mobile Apps, Predictive Analytics, Public Safety, Satellite Communication","Le Noirmont, Jura, Switzerland",Geosatis develops electronic monitoring solutions such as bracelets for the monitoring and reinsertion of offenders.,"47,607","Europe, Middle East, and Africa (EMEA)",,2340,Less than $1M,Active,2011-01-01,year,,,,,For Profit,https://geo-satis.com/,,,https://www.linkedin.com/company/geosatis-sa/,info@geo-satis.com,+41325520480,4,,,"GEOSATIS is a global leader in the manufacturing and delivery of end-to-end electronic monitoring and predictive analytics solutions for the criminal justice system – using Swiss precision, quality and innovation. The company was founded in 2011 as a spin-off from the renowned technical university of EPFL in Lausanne, Switzerland – and has been focused on revolutionizing the electronic monitoring industry through in-depth understanding of customer’s needs and breakthrough innovations that challenge the status quo and deliver radically better products and services.",,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Government and Military, Hardware, Information Technology, Internet Services, Mobile, Privacy and Security, Software",1,Jose Demetrio,51-100,10,Late Stage Venture,2019-06-28,17400000,CHF,17818740,Series C,17400000,CHF,17818740,Series C,30024112,USD,30024112,30168097,USD,30168097,"Venture Kick, Swisscom Ventures, Foundation for Technological Innovation (FIT), JRR Solutions, Laurent Dassault",3,5
Fairmatic,https://www.crunchbase.com/organization/fairmatic,"Artificial Intelligence (AI), Auto Insurance, Financial Services, Insurance, InsurTech","Sacramento, California, United States",Fairmatic is an AI-based insurance company that provides commercial auto insurance services.,"49,776","West Coast, Western US",,95814,$50M to $100M,Active,2019-01-01,year,,,,,For Profit,https://fairmatic.com,https://twitter.com/fairmatic,https://www.facebook.com/fairmatic,https://www.linkedin.com/company/fairmatic,marketing@fairmatic.com,+1 844 509 1825,20,,,"Fairmatic offers data-driven fleet insurance that rewards safety with savings. Fairmatic uses AI-powered technology in combination with troves of telematics data to create meaningful cost savings for fleets, safer roads, and a profitable business model. Fairmatic helps fleets in proactively managing safety issues with actionable insights.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,Jonathan Matus,51-100,3,Early Stage Venture,2023-03-16,46000000,USD,46000000,Series B,46000000,USD,46000000,Series B,88000000,USD,88000000,88000000,USD,88000000,"Battery Ventures, Bridge Bank, Foundation Capital, Bill Tai, Jerry Yang",3,9
Huiyi Huiying,https://www.crunchbase.com/organization/huiyihuiying,"Artificial Intelligence (AI), Big Data, Cloud Computing, Health Care, Hospital, Medical, Medical Device","Beijing, Beijing, China",Huiyi Huiying is an international cloud computing & AI tech that has created a digital medical imaging and tumor radiotherapy platform.,"51,687",Asia-Pacific (APAC),,,$10M to $50M,Active,2015-01-01,year,,,,,For Profit,http://www.huiyihuiying.com/,,,https://www.linkedin.com/company/%E6%85%A7%E5%BD%B1%E5%8C%BB%E7%96%97%E7%A7%91%E6%8A%80-%E5%8C%97%E4%BA%AC-%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,service@huiyihuiying.com,400-890-9020,,,,"Huiyi Huiying is an international cloud computing, large data & AI tech that has created a digital medical imaging and tumor radiotherapy platform. It has also built a video intelligent screening system, leak detection system and the image Depth applied to the tumor, cardiovascular, acute abdomen and other single disease of artificial intelligence assisted diagnosis and treatment system.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Internet Services, Science and Engineering, Software",1,Xiangfei Chai,51-100,5,Late Stage Venture,2020-11-16,100000000,CNY,15186490,Series C,100000000,CNY,15186490,Series C,30186490,USD,30186490,30186490,USD,30186490,"Intel Capital, BlueRun Ventures, CDH Investments, Delta Capital, Dyee Capital",3,8
Butter Payments,https://www.crunchbase.com/organization/butter-6f77,"Artificial Intelligence (AI), Finance, FinTech, Machine Learning, Payments, Real Time","San Francisco, California, United States",Butter provides a payments intelligence platform for resolving payment failures.,"58,625","San Francisco Bay Area, West Coast, Western US",,94129,$1M to $10M,Active,2020-01-01,month,,,,,For Profit,https://www.butterpayments.com,https://twitter.com/ButterPayments,https://www.facebook.com/butterpayments,https://www.linkedin.com/company/butterpayments,info@butterpayments.com,,8,,,"Subscription companies are losing 10%+ of revenue to failed payments—billions of dollars a year—a problem known as “Involuntary churn.” Butter is on a mission to end involuntary churn. Using machine learning we help the greatest subscription companies in the world—Fabletics, The Athletic, Savage x Fenty, Found, Tonal, Hairstory—recover more revenue, optimize authorization rates, and increase customer lifetime value. Butter, backed by world-class investors—Atomic, Norwest Venture Partners, SpringTide, Transpose Platform—is building a better future for subscription payments. The company was founded in 2020 by Vijay Menon.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Payments, Science and Engineering, Software",1,Vijay Menon,51-100,5,,2024-05-13,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,38750000,USD,38750000,38750000,USD,38750000,"Norwest Venture Partners, NFX, Atomic, Transpose Platform Management, Spring Tide Capital",2,5
EndlessAI,https://www.crunchbase.com/organization/endlessai,"Artificial Intelligence (AI), Generative AI","Palo Alto, California, United States",Scaling AI to the Real World.,"60,547","San Francisco Bay Area, Silicon Valley, West Coast",,94306,,Active,2020-01-01,year,,,,,,https://www.EndlessAI.com,,,,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"Matt Frischer, Roi Ginat, Thomas Pompidou",11-50,1,,2020-05-31,65000000,USD,65000000,Undisclosed,65000000,USD,65000000,Undisclosed,65000000,USD,65000000,65000000,USD,65000000,"Menlo Ventures, Eniac Ventures, Two Sigma Ventures, Digital Garage (TSE: 4819), Marker",1,6
Creamfinance,https://www.crunchbase.com/organization/creamfinance,"Finance, Financial Services, FinTech, Machine Learning","Warsaw, Mazowieckie, Poland",Creamfinance is a financial services company based on cutting edge financial technology instruments.,"61,753","European Union (EU), Europe, Middle East, and Africa (EMEA)",,01-211,$1M to $10M,Active,2012-01-01,day,,,,,For Profit,https://www.creamfinance.com/,https://twitter.com/creamfinance,,http://www.linkedin.com/company/creamfinance,info@creamfinance.com,+37 127737573,37,,,"Consumer finance services provider Creamfinance was founded in 2012 in Latvia and has achieved consistent growth since. Utilizing advanced algorithms and machine-learning capabilities to quickly evaluate and score, Creamfinance works with Smart Data approach towards scoring and offers a highly customized approach to the personal loan process in a speedy and reliable manner. The company aims to become a one-click loans provider to consumers globally. National platforms are operated by an international team, consisting of over 200 employees from 9 countries, working to improve services across operating markets in Europe. In 2014 the data-driven consumer lending company raised 5 million euros from the leading international venture capital fund, Flint Capital, which invests across US, Israel and Europe.  The company has recently been ranked as the second-fastest growing company in Europe by the prestigious Inc.5000 Europe ranking.  For additional information about Creamfinance: www.creamfinance.com",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",2,"Dāvis Barons, Matiss Ansviesulis",101-250,4,,2020-10-05,,,,Venture - Series Unknown,,,,Venture - Series Unknown,30118088,USD,30118088,30118088,USD,30118088,"Flint Capital, Capitec Bank",2,2
Kuixin Technology,https://www.crunchbase.com/organization/kuixin-technology,"Artificial Intelligence (AI), Electrical Distribution, Electronics, Semiconductor","Shanghai, Shanghai, China",Kuixin Technology is an integrated circuit supplier that engages in efforts to solve the problems of computing power expansion.,"63,436",Asia-Pacific (APAC),,,,Active,2021-08-26,day,,,,,For Profit,https://www.m2ipm2.com,,,,m2@m2ipm2.com,,,,,"Kuixin Technology is a supplier of integrated circuits to solving the problem of computing power scaling and interconnection.They engegad on data centers, artificial intelligence, consumer electronics, automotive and IoT.",,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Energy, Hardware, Science and Engineering, Software",,,51-100,2,Early Stage Venture,2023-01-31,100000000,CNY,14804506,Series A,100000000,CNY,14804506,Series A,200000000,CNY,30537919,200000000,CNY,30537919,"Delta Capital, Guoxin Technology, Oceanpine Capital, Entrepreneurship Relay Group, Yimei Capital",1,5
"AceUp, Inc.",https://www.crunchbase.com/organization/aceup,"Artificial Intelligence (AI), Corporate Training, EdTech, Education, Human Resources, Personal Development, SaaS, Software, Training, Virtual Workforce","Boston, Massachusetts, United States",The AI-Powered Team Transformation Engine. Leading provider globally of Human-Centered Leadership Development solutions.,"65,802","Greater Boston Area, East Coast, New England",Women Founded,02116,$1M to $10M,Active,2015-11-15,day,,,,,For Profit,https://www.aceup.com,https://twitter.com/aceupofficial/,https://www.facebook.com/aceupofficial/,https://www.linkedin.com/company/aceup/,support@aceup.com,+1 617 237 0530,,,,"AceUp is the leading global provider of Human-Centered Leadership™ development solutions for individuals and teams. AceUp helps global, innovative, and purpose-driven organizations build high-performing teams at scale. upskilling leaders at all levels to lead transformation in a VUCA world. We combine 1-on-1 and team coaching, AI-powered micro-learning, and prescriptive analytics to maximize team alignment, engagement, and performance at scale. Are you unlocking your teams full potential? Learn more about how to fuel the success of your teams at all levels.",,,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",4,"Guillaume Foussier, Layla Lynn, Patrick Shreckengast, Rohit Begani",11-50,5,Early Stage Venture,2024-04-19,19176148,USD,19176148,Series A,19176148,USD,19176148,Series A,30126148,USD,30126148,30126148,USD,30126148,"Techstars, Gaingels, Bantam Group, LaunchPad Venture, Walnut Venture Associates",3,16
Deep Stream Micro,https://www.crunchbase.com/organization/deep-stream-micro,"Artificial Intelligence (AI), Electronics, GPU, Manufacturing, Semiconductor","Shenzhen, Guangdong, China",Deep Stream Micro is a graphics chip manufacturer providing GPU chip design with super-computing features and high-performance solutions.,"66,362",Asia-Pacific (APAC),,,,Active,2021-05-01,month,,,,,For Profit,http://www.siroywe.com.cn/,,,,siroywe@siroywe.com.cn,+86 0755-86347907,,,,"Deep Stream Micro is a graphics chip manufacturer providing GPU chip design with super-computing features and high-performance solutions. The product provides graphics rendering, image processing, virtual reality, artificial intelligence, etc.",,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",1,Jinghua Jiang,11-50,3,Early Stage Venture,2022-12-26,100000000,CNY,14363276,Series A,100000000,CNY,14363276,Series A,200000000,CNY,30189316,200000000,CNY,30189316,"Oriental Fortune Capital, Z&Y Capital, Shenzhen Qianhai Xingwang Investment, Shunrong Gufen",1,4
BeagleData,https://www.crunchbase.com/organization/beagledata,"Artificial Intelligence (AI), Cloud Computing, Enterprise, Information Technology","Beijing, Beijing, China",Beijing Based  Enterprise services Company.,"70,620",Asia-Pacific (APAC),,,,Active,2010-08-01,month,,,,,For Profit,http://www.beagledata.com/,,,https://www.linkedin.com/company/天云融创数据科技（北京）有限公司,,,,,,BeagleData is a manufacturer that can provide distributed computing platform products and AI platform infrastructure.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Science and Engineering, Software",1,Truman Lei,51-100,6,Late Stage Venture,2022-03-22,,,,Series D,,,,Series D,215000000,CNY,33288274,215000000,CNY,33288274,"Vision Plus Capital, Huaying Capital, Tianjin Venture Capital, Meridian Capital, Ally Capital",6,13
Reejigs,https://www.crunchbase.com/organization/reejigs,"Artificial Intelligence (AI), EdTech, SaaS, Software","Sydney, New South Wales, Australia","Reejig is a talent Intelligence platform that transforms the way companies discover, manage and mobilise their workforce","71,889","Asia-Pacific (APAC), Australasia",,,,Active,2020-01-15,day,,,,,For Profit,https://reejigs.com,,,,mike@reejigs.com,,,,,"Reejigs aggregates all skills, experience and knowledge to augment our collective intelligence about people, skills mapping and career pathing so that we can all learn faster and be insanely good at what we do.  Skills are the currency of today’s world of work. Reejig continuously identifies, analyses and manages all the skills within your talent ecosystem into one, super intelligent platform.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",3,"MIke Reed, Shujia Zhang, Siobhan Savage",11-50,4,Early Stage Venture,2022-10-13,17000000,USD,17000000,Series B,17000000,USD,17000000,Series B,40200000,USD,40200000,40200000,USD,40200000,"Airtree Ventures, Skip Capital, Salesforce Ventures, Right Click Capital, Didier Elzinga",3,8
