Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Phone Number,Contact Email,Number of Articles,Hub Tags,Full Description,Number of Sub-Orgs,Actively Hiring,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Funding Type,Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
"IAG, Image Analysis Group",https://www.crunchbase.com/organization/image-analysis,"Analytics, Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Image Recognition, Machine Learning, Medical, Pharmaceutical, Real Time","London, England, United Kingdom","IAG, imaging expert company helps to accelerate novel drug development by using the right analytical tools and modern trial infrastructure.","56,565","Europe, Middle East, and Africa (EMEA)",SW1V 1BA,,,Active,2007-01-01,year,,,,,For Profit,http://www.ia-grp.com,https://twitter.com/ImageAnalysisUK,https://www.facebook.com/ImageAnalysis,https://www.linkedin.com/company/image-analysis-ltd,+44 7413 022053,contact@ia-grp.com,19,,"IAG, imaging expert company helps to accelerate novel drug development by using the right analytical tools and modern trial infrastructure. This includes bringing AI, Machine Learning and smart image analysis methods to ensure the speed and cost-effectiveness, while delivering true insights about your mechanism of action and patients’ response, in real-time.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Internet Services, Other, Science and Engineering, Software",1,Olga Kubassova,51-100,1,,2015-04-30,5200000,USD,5200000,5200000,USD,5200000,Venture - Series Unknown,Venture - Series Unknown,5200000,USD,5200000,5200000,USD,5200000,"RBV Capital, Danish Research Foundation",1,2
Chaikin Analytics,https://www.crunchbase.com/organization/chaikin-analytics,"Analytics, Financial Services, Predictive Analytics, Service Industry, Trading Platform","Philadelphia, Pennsylvania, United States","Chaikin Analytics delivers proven, institutional-quality stock analysis to professional money managers and self-directed investors.","57,950","Greater Philadelphia Area, Great Lakes, Northeastern US",19147,,$1M to $10M,Active,2009-09-01,day,,,,,For Profit,http://www.chaikinanalytics.com,http://twitter.com/chaikintools,http://www.facebook.com/ChaikinPowerTools,http://www.linkedin.com/company/chaikin-analytics-llc,267-275-2322,info@chaikinanalytics.com,30,,"After more than forty years on Wall Street, stock market expert Marc Chaikin founded Chaikin Analytics, LLC in 2009 to deliver to deliver proven, institutional-quality stock analysis to professional money managers and self-directed investors.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Other, Software",1,Marc Chaikin,11-50,7,,2015-08-19,475000,USD,475000,475000,USD,475000,Venture - Series Unknown,Venture - Series Unknown,5595000,USD,5595000,4750000,USD,4750000,,,
Lucena Research,https://www.crunchbase.com/organization/lucena-research,"Analytics, FinTech, Machine Learning, Service Industry, Software","Atlanta, Georgia, United States","Lucena Research offers decision support technology services for investment professionals, including hedge funds and wealth advisors.","60,673","Greater Atlanta Area, East Coast, Southern US",30308-1210,,$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://lucenaresearch.com,http://twitter.com/LucenaResearch,http://www.facebook.com/LucenaResearch,http://www.linkedin.com/company/lucena-research,(404) 907-1702,info@lucenaresearch.com,7,,"Lucena Research offers decision support technology services for investment professionals, including hedge funds and wealth advisors. It delivers quantitative analysis and statistical machine learning solutions that enable their customers to exploit market opportunities and to reduce risk in their portfolios. The company was founded in 2014 and is headquartered in Atlanta, Georgia.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Software",2,"Erez Katz, Tucker Balch",11-50,4,,2015-09-04,650000,USD,650000,650000,USD,650000,Venture - Series Unknown,Venture - Series Unknown,2925000,USD,2925000,2925000,USD,2925000,,,
Biota Technology,https://www.crunchbase.com/organization/biota-technology,"Bioinformatics, Biotechnology, Energy, Predictive Analytics, Renewable Energy","San Diego, California, United States",Biota is pioneering biosurveillance across industrial sectors,"60,686","Greater San Diego Area, West Coast, Western US",77002,,Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://www.biota.com,https://www.twitter.com/biotadna,,https://www.linkedin.com/company/biota-technology,,info@biota.com,1,,"Biota deploys DNA sequencing and data science to explore the earth’s subsurface. We provide actionable diagnostics to the oil & gas industry for maximizing reservoir economics and reducing environmental impact. Biota delivers multimillion–dollar value with insights into drainage volumes, well connectivity, and engineered completions. Our patented technology has been applied on over 500 wells by a majority of the top producers in US Shale.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Energy, Science and Engineering, Software, Sustainability",4,"Ajay Kshatriya, Rob Knight, Robert Chess, Ryan T. Gill",11-50,3,,2016-01-01,,,,,,,Venture - Series Unknown,Venture - Series Unknown,1433559,USD,1433559,,,,"National Science Foundation, Illumina Ventures, XSeed Capital",2,3
Ubimo,https://www.crunchbase.com/organization/ubimo,"Ad Retargeting, Ad Targeting, Advertising Platforms, Digital Media, DSP, Location Based Services, Machine Learning, Marketing, SaaS, Software","New York, New York, United States",Ubimo is a Location Intelligence SaaS platform that lets enterprises of all sizes see and act on offline consumer behavior.,"62,644","Greater New York Area, East Coast, Northeastern US",,,$1M to $10M,Active,2012-01-01,year,2019-11-07,day,,,For Profit,http://www.ubimo.com,https://www.twitter.com/ubimoinc,https://www.facebook.com/ubimo,https://www.linkedin.com/company/2969622,,info@ubimo.com,12,,"Ubimo Polaris is a SaaS platform that lets enterprises of all sizes see and act on offline consumer behavior. Based on billions of anonymized visits from the largest panel of U.S. mobile devices, Polaris’ self-service software enables enterprises to build custom applications to answer questions that are relevant to their business in real-time. ",,,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Media and Entertainment, Navigation and Mapping, Sales and Marketing, Software",4,"Gilad Amitai, Oded Poncz, Ran Ben-Yair, Udi Graff",11-50,2,M&A,2015-05-26,7500000,USD,7500000,7500000,USD,7500000,Series A,Series A,9500000,USD,9500000,9500000,USD,9500000,"OurCrowd, Pitango VC, YJ Capital, Eyal Gura, Star Farm Ventures",1,5
SourceKnowledge,https://www.crunchbase.com/organization/source-knowledge,"Ad Targeting, Advertising, Data Visualization, E-Commerce, Internet, Machine Learning, Marketing, Software","Montréal, Quebec, Canada",SourceKnowledge help ecommerce stores extend their reach to over 100 million in-market shoppers.,"62,963",,H3A 3C8,,$1M to $10M,Active,2009-06-01,month,2023-04-03,day,,,For Profit,http://www.sourceknowledge.com/en/,https://twitter.com/SourceKnowledge,https://www.facebook.com/sourceknowledge1,https://www.linkedin.com/company/sourceknowledge-com,(800) 877-6680,info@sourceknowledge.com,6,,"SourceKnowledge helps e-commerce brands ignite sales by advertising their products on premium digital channels. The company uses proprietary algorithms and machine learning software to traffic campaigns, with the resulting data made transparent and available to its customers through online analytics and order ID reporting. Because of this data driven audience segmentation process, SourceKnowledge can target and constantly refine the most effective ad delivery for its customers. Founded in 2009, SourceKnowledge is headquartered in Montreal with offices in Toronto, Vancouver and Los Angeles and clients around the world.",,,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Design, Information Technology, Internet Services, Sales and Marketing, Software",4,"Deborah Kilpatrick, Hector Pantazopoulos, Patrick Hopf, Vladimir Fessenko",11-50,1,M&A,2015-11-23,1500000,CAD,1122895,,,,Debt Financing,,1500000,CAD,1122895,,,,BDC Venture Capital,1,1
Crowdfire,https://www.crunchbase.com/organization/crowdfire,"Advertising, Apps, Artificial Intelligence (AI), Mobile, Social Media, Social Media Marketing, Software","Mumbai, Maharashtra, India","Crowdfire helps you discover and schedule content, and manage all your social accounts from one place.","67,136",Asia-Pacific (APAC),,,$10M to $50M,Active,2010-01-01,year,,,,,For Profit,https://www.crowdfireapp.com,https://twitter.com/crowdfire,https://www.facebook.com/crowdfire,https://www.linkedin.com/company/crowdfire,,hello@crowdfireapp.com,8,,"We're building the world's first AI-driven marketing bot that will help over 100 million individual and small businesses go big online. Crowdfire's spread across the globe include small businesses, writers, influencers, freelancers, artists, e-sellers, bloggers - the underdogs who will rule the world! We’re a global product-led company based out of India and psyched about helping our passionate users finding an audience for their work. So much, that we've helped more than 16 million such people become more famous and successful online. All of this with a single product and $0 in marketing.",,,,,,,,,,,,,,"Advertising, Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Science and Engineering, Software",4,"Anirudh Khusape, Nischal Shetty, Sameer Mhatre, Siddharth Menon",51-100,1,Early Stage Venture,2015-03-09,2500000,USD,2500000,2500000,USD,2500000,Series A,Series A,2500000,USD,2500000,2500000,USD,2500000,Kalaari Capital,1,1
AdVlion,https://www.crunchbase.com/organization/advlion,"Artificial Intelligence (AI), Information Technology","Shanghai, Shanghai, China",AdvLion is an innovative AI company dedicated to providing monetization services.,"67,279",Asia-Pacific (APAC),,,,Active,2014-07-28,day,,,,,For Profit,http://www.advlion.com/,,https://www.facebook.com/vlion.cn/,https://www.linkedin.com/company/vlion/,86 138 1699 5089,biz@advlion.com,,,"AdVlion is a platform for performance marketing that emphasizes online shopping. From East to West, they carry out campaigns for some of the online retailers. It is rethinking user acquisition through the mix of proprietary technology and a vast network with performance.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,James Guo,11-50,1,Early Stage Venture,2016-01-01,10000000,CNY,1539940,10000000,CNY,1539940,Series A,Series A,10000000,CNY,1539940,10000000,CNY,1539940,CNLive.COM,1,1
Wit.ai,https://www.crunchbase.com/organization/wit-ai,"Artificial Intelligence (AI), Computer, Developer APIs, Machine Learning, Software","Palo Alto, California, United States",Wit.ai makes it easy for developers to build a Siri-like speech interface for their apps or devices.,"68,437","San Francisco Bay Area, Silicon Valley, West Coast",94304,,,Active,2013-10-31,day,2015-01-05,day,,,For Profit,https://www.wit.ai/,http://www.twitter.com/WitNL,http://www.facebook.com/pages/WitAI/659704860731385,http://www.linkedin.com/company/wit-ai,,contact@wit.ai,29,,"Wit.ai makes it easy for developers to build a Siri-like speech interface for their app or device. It's an API that turns natural language (speech or messages) into actionable data. Wit.ai is a Y Combinator company based in Palo Alto, CA.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",3,"Alexandre Lebrun, Laurent Landowski, Willy Blandin",1-10,2,M&A,2014-10-15,3000000,USD,3000000,3000000,USD,3000000,Seed,Seed,3120000,USD,3120000,3120000,USD,3120000,"Andreessen Horowitz, Y Combinator, New Enterprise Associates, SV Angel, TenOneTen Ventures",1,10
Pitney Bowes,https://www.crunchbase.com/organization/pitney-bowes,"Analytics, CRM, Document Management, E-Commerce, Financial Services, Hardware, Information Technology, Predictive Analytics, Shipping, Software","Stamford, Connecticut, United States",Pitney Bowes is a global technology company that powers physical and digital transactions that drive commerce.,"69,046","East Coast, New England, Northeastern US",06926,Women Founded,$1B to $10B,Active,1920-01-01,year,1978-01-13,day,,,For Profit,https://www.pitneybowes.com,http://twitter.com/PitneyBowes,http://www.facebook.com/pitneybowes,http://www.linkedin.com/company/pitney-bowes,(844)256-6444,,608,,"Pitney Bowes is a global technology company that powers physical and digital transactions that drive commerce. It offers products and solutions that enable commerce in the areas of shipping and mailing, customer information management, location intelligence, customer engagement, and global e-commerce. The company’s shipping and mailing offerings focus on postage meters, online postage, inserting, multi-channel customer communications, management and tracking, mail and parcel sorting, postage management, address management, outbound and inbound package management, production and finishing, printing, outsourced mailing services, and postage and carrier accounting. Its customer information management solutions focus on customer analytics, data management and integration, and data quality. The company’s portfolio of location intelligence offerings includes infrastructure asset management, geographic information systems, market analytics, location intelligence software, and location and business data. It also offers solutions and services to support synchronized communications execution, personalized customer engagement, and cross-border shipping. Pitney Bowes was founded in 1920 and is based in Stamford, Connecticut.",1,,,,2,2,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Information Technology, Sales and Marketing, Software, Transportation",3,"Arthur H. Pitney, Megan Higgins Knislis, Walter Bowes",10001+,1,IPO,2013-10-04,,,,,,,Debt Financing,,,,,,,,Saratoga Partners,,1
