Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Vizcom,https://www.crunchbase.com/organization/vizcom-614c,,"Artificial Intelligence (AI), Information Technology, Software","California City, California, United States",Vizcom is an AI-powered creative tool designed for industrial designers and artists.,25000000,USD,25000000,,,,"146,255",6,,25000000,USD,25000000,,,,20000000,USD,20000000,2,2024-03-28,"West Coast, Western US",,"Unusual Ventures, Index Ventures, Daniel Sturman, Steve Malouf, Ayush Sood",,,,Private,,2021-01-01,year,For Profit,https://www.vizcom.ai,https://www.linkedin.com/company/vizcomco,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,Kaelan Richards,11-50,Early Stage Venture,Series A,20000000,USD,20000000,Series A,2,6,,,"116,104","115,180",,,,,,,,,,,,
Ema,https://www.crunchbase.com/organization/ema-8724,"Ema is developing next-generation AI technologies to help every employee in the workplace be their most creative and productive. Ema is a seamless, accurate, and secure Enterprise Generative AI system that simplifies complex tasks using enterprise tools.","Artificial Intelligence (AI), Employee Benefits, Software","Mountain View, California, United States",Ema develops AI technology to empower enterprise employees by delegating repetitive tasks.,25000000,USD,25000000,,,,"8,014",5,,25000000,USD,25000000,,,,25000000,USD,25000000,1,2024-03-05,"San Francisco Bay Area, Silicon Valley, West Coast",,"Section 32, AME Cloud Ventures, Prosus Ventures, Firebolt Ventures, Wipro Ventures",,,,Private,94041,2023-01-01,year,For Profit,https://www.ema.co,https://www.linkedin.com/company/ema-unlimited,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Souvik Sen, Surojit Chatterjee",11-50,Seed,Seed,25000000,USD,25000000,Seed,3,11,,,,,,,,,,,,,,,,
Humata Health,https://www.crunchbase.com/organization/humata-health,Humata Health is an AI-enabled deep clinical integration that creates prior authorizations for payers and providers using AI and automation.,Artificial Intelligence (AI),"Winter Park, Florida, United States",Humata Health is an AI-enabled deep clinical integration that creates prior authorizations for payers and providers using AI and automation.,25000000,USD,25000000,,,,,,,25000000,USD,25000000,,,,25000000,USD,25000000,1,2024-06-20,"East Coast, Southern US",,".406 Ventures, Optum Ventures, The Blue Venture Fund, LRVHealth, Highmark Ventures",,,,Private,,2023-01-01,year,For Profit,https://www.humatahealth.com,https://www.linkedin.com/company/humatahealth,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Jeremy Friese,101-250,,Venture - Series Unknown,25000000,USD,25000000,Venture - Series Unknown,2,6,,,,,,,,,,,,,,,,
DemandJump,https://www.crunchbase.com/organization/demandjump,"DemandJump is a customer acquisition software that shows marketers new sources of growth online. Their mission is to understand the world’s competitive digital data and make it actionable for marketers everywhere.  The company's software uses artificial intelligence that shows a holistic view of the data, overlays absent data, and maps that target market behavior, thereby, enabling marketers to make better decisions by providing actions that maximize return on investments. DemandJump was founded in 2015 and is based in Indianapolis, Indiana.","Artificial Intelligence (AI), Digital Marketing, Software","Indianapolis, Indiana, United States",DemandJump is a customer acquisition software that shows marketers new sources of growth online.,25434872,USD,25434872,,,4,"18,567",28,52,24934872,USD,24934872,,Computing; Calculating,Scientific and electric apparatus and instruments,6884872,USD,6884872,7,2022-11-10,"Great Lakes, Midwestern US",$1M to $10M,"Cultivation Capital, Hyde Park Venture Partners, Revolution’s Rise of the Rest Seed Fund, Flyover Capital, BIP Capital",$10M to $50M,2019-07-24,1,Private,46290,2015-01-01,year,For Profit,https://www.demandjump.com,https://www.linkedin.com/company/demandjump,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",2,"Christopher Day, Shawn Schwegman",51-100,,Venture - Series Unknown,6884872,USD,6884872,Venture - Series Unknown,4,10,1,Made Acquisitions,"25,103","25,041",,,,,,,,,,,,
Sualab,https://www.crunchbase.com/organization/sualab,SUALAB researches disruptive innovation technology based on artificial intelligence. They believe they can increase the value of the time given to humanity by automating tasks that are done by individuals instead of machines.,"Artificial Intelligence (AI), Computer, Software","Seoul, Seoul-t'ukpyolsi, South Korea",SUALAB researches disruptive innovation technology based on artificial intelligence.,29000000000,KRW,24739277,2019-10-17,day,0,,12,,29000000000,KRW,24739277,,Computing; Calculating,,19000000000,KRW,15936255,5,2019-10-04,Asia-Pacific (APAC),$1M to $10M,"SBVA, TIPS Program, Samsung Venture Investment, InterVest Co., Stonebridge Capital",,,10,Private,,2013-01-01,year,For Profit,http://www.sualab.com/,https://www.linkedin.com/company-beta/10452297,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",2,"Kiyoung Song, Kwanwoo Yoon",51-100,M&A,Series C,19000000000,KRW,15936255,Series C,1,9,,Was Acquired,"53,399","53,180",,,,,,,,,,,,
iJento,https://www.crunchbase.com/organization/ijento,"iJento is a technology company that helps data driven organizations integrate and analyze their customer information across multiple channels and devices. The company helps major brands and businesses including Allianz, FT.com, RBS and Tesco get direct access to their visitor data and gain sophisticated insights into customer behavior, interests and intent at the individual level. iJento is an international company operating in the UK, USA and Australia.","Analytics, Enterprise Software, Predictive Analytics","London, England, United Kingdom",iJento enables brands and businesses to integrate and analyze customer information across multiple channels and devices.,24701834,USD,24701834,2016-03-11,day,,,10,3,24701834,USD,24701834,,,,8000000,USD,8000000,5,2012-10-29,"Europe, Middle East, and Africa (EMEA)",,"Nauta Capital, Oxford Capital, Silicon Valley Bank, MMC Ventures",,,,Private,,2000-01-01,year,For Profit,http://www.ijento.com,http://www.linkedin.com/company/ijento,,,"Artificial Intelligence (AI), Data and Analytics, Software",1,John Woods,51-100,M&A,Venture - Series Unknown,8000000,USD,8000000,Venture - Series Unknown,3,4,,Was Acquired,"408,395","395,309",,,,,,,,,,,,
Deep Vision,https://www.crunchbase.com/organization/deep-vision-d439,"Deep Vision is a supplier of high-precision intelligent visual inspection solutions in the industrial field. Deep Vision has independent research and development capabilities of intelligent AI cameras & 3D cameras, optical design capabilities, research and development capabilities of multiple algorithm libraries, research and development capabilities of FPGA platform image acquisition and processing systems, and design and manufacturing capabilities of automation equipment.","3D Technology, Artificial Intelligence (AI), Machinery Manufacturing","Haidian, Beijing, China",Deep Vision is a supplier of high-precision intelligent visual inspection solutions in the industrial field.,160000000,CNY,24701338,,,,,10,,160000000,CNY,24701338,,,,100000000,CNY,15733166,3,2022-03-21,Asia-Pacific (APAC),,"Qualcomm Ventures, Vertex Ventures China, ZGC Group, Huiyou Investment, General Technology Venture Capital",,,,Private,,2017-01-01,year,For Profit,http://www.deepvision-tech.com/,https://www.linkedin.com/company/%E6%9D%AD%E5%B7%9E%E6%B7%B1%E5%BA%A6%E8%A7%86%E8%A7%89%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/about/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,Early Stage Venture,Series A,100000000,CNY,15733166,Series A,4,5,,,"49,660","49,474",,,,,,,,,,,,
Bigstream,https://www.crunchbase.com/organization/bigstream-solutions,"Bigstream provides hyperacceleration technology that delivers orders of magnitude performance gains for big data platforms such as Apache Spark using hardware and software accelerators. Hyperacceleration of big data and machine learning workloads is achieved using advanced compiler technology and transparent support for FPGAs. Unlike other approaches, Bigstream requires no application code changes or special APIs.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning","Mountain View, California, United States","Bigstream software accelerates big data platforms like Apache Spark™, optimizing existing CPUs and incorporating hardware accelerators.",24624998,USD,24624998,,,1,,18,13,24624998,USD,24624998,,Computing; Calculating,Scientific and electric apparatus and instruments,19100000,USD,19100000,5,2020-04-29,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,"Cota Capital, DHVC, Xilinx, Plug and Play, Intel Capital",$50M to $100M,2020-04-30,7,Private,94040,2015-07-01,month,For Profit,http://bigstream.co/,https://www.linkedin.com/company/bigstream,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"Balavinayagam Samynathan, Behnam Robatmili, Maysam Lavasani",11-50,Early Stage Venture,Series A,19100000,USD,19100000,Series A,1,6,,,"48,276","48,109",,,,,,,,,,,,
Mapillary,https://www.crunchbase.com/organization/mapillary,"Mapillary is the street-level imagery platform that scales and automates mapping using collaboration, cameras, and computer vision. Images from any camera are combined into a visualization of the world that generates map data for improving maps, developing cities, and progressing the automotive industry. Mapillary’s tools enable anyone to collect, share, and use street-level images. Today, people and organizations all over the world have contributed more than 500 million images toward Mapillary's mission of helping people understand the world's places through images and making this data available, with clients and partners including the World Bank, HERE, and Toyota Research Institute.","Artificial Intelligence (AI), Geospatial, Image Recognition, Mapping Services, Mobile, Photography","Malmö, Skane Lan, Sweden",Mapillary has built a street-level imagery platform that uses photos which have been uploaded by members of the public.,24600000,USD,24600000,2020-06-18,day,3,"92,983",26,26,24600000,USD,24600000,"2,601",Computing; Calculating,Scientific and electric apparatus and instruments,15000000,USD,15000000,4,2018-04-12,"European Union (EU), Nordic Countries, Scandinavia",$1M to $10M,"Sequoia Capital, Wellington Partners, Playfair Capital, LDV Capital, Taavet Hinrikus",,,4,Private,211 19,2013-09-01,month,For Profit,http://www.mapillary.com/,https://www.linkedin.com/company/mapillary,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Mobile, Navigation and Mapping, Science and Engineering, Software",4,"Jan Erik Solem, Johan Gyllenspetz, Peter Neubauer, Yubin Kuang",51-100,M&A,Series B,15000000,USD,15000000,Series B,3,15,,Was Acquired,"26,584","26,518",,,,,,,,,,,,
Unitary,https://www.crunchbase.com/organization/unitary,"Unitary creates context-aware AI and multimodal machine learning approaches to analyze content in context. It allows users to detect inappropriate content and take action to protect their community. Their goal is to keep the internet safer by accurately, quickly, and efficiently interpreting material.","Artificial Intelligence (AI), Content, Software","Cambridge, Cambridgeshire, United Kingdom",Unitary builds context-aware AI and multimodal machine learning approaches to analyze content in context.,24598662,USD,24598662,,,,,19,,24598662,USD,24598662,,,,15000000,USD,15000000,5,2023-10-03,"Europe, Middle East, and Africa (EMEA)",Less than $1M,"Creative Destruction Lab (CDL), Google for Startups, Entrepreneur First, Creandum, Paladin Capital Group",,,,Private,,2019-06-01,month,For Profit,https://unitary.ai,https://www.linkedin.com/company/unitaryai/,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",2,"James Thewlis, Sasha Haco",11-50,Early Stage Venture,Series A,15000000,USD,15000000,Series A,4,15,,,"76,369","75,972",,,,,,,,,,,,
SquadStack,https://www.crunchbase.com/organization/squadstack,"SquadStack is a Saas-Enabled Talent Marketplace for Inside Sales. SquadStack provides access to skilled work for anyone, anywhere by combining the power of artificial intelligence, technology, and human expertise to help businesses scale with better conversions, speed, accuracy, flexibility, and cost.","Artificial Intelligence (AI), Business Intelligence, Information Technology, Lead Management, Marketplace, Real Estate, SaaS, Software, Technical Support","Noida, Uttar Pradesh, India",SquadStack is a Saas-Enabled Talent Marketplace for Inside Sales,24598570,USD,24598570,,,,"37,023",19,11,24598570,USD,24598570,"33,833",,,,,,8,2023-09-05,Asia-Pacific (APAC),$10M to $50M,"91springboard, Abstract Ventures, Blume Ventures, Titan Capital, CSC Upshot",,,,Private,201301,2014-01-01,year,For Profit,https://www.squadstack.com,https://www.linkedin.com/company/squadstack,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Other, Real Estate, Sales and Marketing, Science and Engineering, Software",4,"Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati",101-250,Early Stage Venture,Non-equity Assistance,1400000000,INR,17498570,Series B,5,22,,,"45,564","45,407",,,,,,,,,,,,
