Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Safe Security,https://www.crunchbase.com/funding_round/lucideus-series-b--039e80e8,Safe Security,https://www.crunchbase.com/organization/lucideus,Series B,50000000,USD,50000000,2023-04-18,Early Stage Venture,,,,Yes,Safe Security is a cyber risk management startup that helps organizations mitigate cyber risk in real-time.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security, Risk Management","Palo Alto, California, United States, North America",,https://www.safe.security,$50M to $100M,99200000,USD,99200000,Early Stage Venture,7,"JC2 Ventures, MS&AD Ventures, Sorenson Capital","Eight Roads Ventures, Fidelity Ventures, JC2 Ventures, MS&AD Ventures, Sorenson Capital, Titanium Ventures, Western Technology Investment",7,1,"34,707"
Series C - Humu,https://www.crunchbase.com/funding_round/humu-series-c--570e03a9,Humu,https://www.crunchbase.com/organization/humu,Series C,60000000,USD,60000000,2022-01-25,Late Stage Venture,,,,Yes,Humu is a human resource company that affects work through science and machine learning.,"Artificial Intelligence (AI), Human Resources, Machine Learning","Mountain View, California, United States, North America",Women Founded,http://humu.com,$1M to $10M,100600000,USD,100600000,M&A,3,TCV,"Alumni Ventures, Blue Ivy Ventures, Castor Ventures, Global Founders Capital, Index Ventures, IVP, SVB Capital, TCV",8,2,"36,346"
Series A - EnCharge AI,https://www.crunchbase.com/funding_round/encharge-ai-series-a--3bf780cc,EnCharge AI,https://www.crunchbase.com/organization/encharge-ai,Series A,21700000,USD,21700000,2022-12-14,Early Stage Venture,,,,Yes,"EnCharge AI delivers a battle-tested computing platform to unlock the best AI computing, from the edge to the cloud.","Artificial Intelligence (AI), Embedded Software, Machine Learning, Semiconductor, Software","Santa Clara, California, United States, North America",,https://enchargeai.com/,$1M to $10M,62900000,USD,62900000,Early Stage Venture,3,Anzu Partners,"AlleyCorp, Alumni Ventures, Anzu Partners, Schams Ventures, Scout Ventures, Silicon Catalyst, The E14 Fund",7,2,"36,964"
Series A - RIOS,https://www.crunchbase.com/funding_round/rios-series-a--9c4e8d3c,RIOS,https://www.crunchbase.com/organization/rios,Series A,28000000,USD,28000000,2022-02-22,Early Stage Venture,,,,Yes,"Robotics, Automation, Logistics",Artificial Intelligence (AI),"Palo Alto, California, United States, North America",,http://www.rios.ai,$10M to $50M,51500000,USD,51500000,Early Stage Venture,5,Main Sequence Ventures,"Grit Ventures, Gutbrain Ventures, Hypertherm Ventures, Main Sequence Ventures, Morpheus Ventures, Orbit Venture Partners, Valley Capital Partners, Yamaha Motor Ventures",8,3,"38,733"
Series A - Insite AI,https://www.crunchbase.com/funding_round/insite-ai-series-a--6c13fe40,Insite AI,https://www.crunchbase.com/organization/insite-ai,Series A,19000000,USD,19000000,2022-10-11,Early Stage Venture,,,,Yes,"Premier strategic partner to the world's largest Consumer Goods companies for sales, category, and revenue management.","Artificial Intelligence (AI), Consumer Goods, Retail, SaaS","Bentonville, Arkansas, United States, North America",,http://www.insite.ai,,19000000,USD,19000000,Early Stage Venture,3,"M12 - Microsoft's Venture Fund, NewRoad Capital Partners","Brisbane Angels, M12 - Microsoft's Venture Fund, NewRoad Capital Partners",3,1,"38,966"
Series B - HIVERY,https://www.crunchbase.com/funding_round/hivery-series-b--1a4179c8,HIVERY,https://www.crunchbase.com/organization/hivery,Series B,43200000,AUD,29186606,2022-07-14,Early Stage Venture,,,,Yes,HIVERY is a software company that offers retail assortment strategy simulation and optimization solutions for consumer packaged goods.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Software","Sydney, New South Wales, Australia, Oceania",,http://www.hivery.com,$1M to $10M,62798575,AUD,43355464,Early Stage Venture,7,Tiger Global Management,"AS1 Growth Partners, Blackbird Ventures, OneVentures, SecondQuarter Ventures, Tiger Global Management",5,3,"39,173"
Series C - DataStory,https://www.crunchbase.com/funding_round/datastory-series-c--49fbed37,DataStory,https://www.crunchbase.com/organization/datastory,Series C,160000000,CNY,25248142,2022-02-16,Late Stage Venture,,,,Yes,DataStory is a big data and AI intelligent business application provider.,"Artificial Intelligence (AI), Big Data, Information Technology","Guangzhou, Guangdong, China, Asia",,https://www.datastory.com.cn/,$1M to $10M,104620747,USD,104620747,Late Stage Venture,4,Xianghe Capital,"iResearch Capital, New China Capital Management, Shunwei Capital, Xianghe Capital, Xiaomi",5,1,"39,438"
Series B - CAST AI,https://www.crunchbase.com/funding_round/cast-ai-series-b--003a6288,CAST AI,https://www.crunchbase.com/organization/cast-ai,Series B,20000000,USD,20000000,2023-03-01,Early Stage Venture,,,,Yes,"CAST is an AI-driven cloud optimization platform that slashes cloud cost, optimizes DevOps, and automates disaster prevention.","Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Developer Platform, Developer Tools, DevOps, SaaS, Software","North Miami Beach, Florida, United States, North America",Women Founded,https://www.cast.ai/,,73000000,USD,73000000,Early Stage Venture,5,Creandum,"Creandum, SAV (Scale Asia Ventures), Web Summit Ventures",3,3,"41,009"
Series C - Cresta,https://www.crunchbase.com/funding_round/cresta-series-c--e289887c,Cresta,https://www.crunchbase.com/organization/cresta,Series C,80000000,USD,80000000,2022-03-17,Late Stage Venture,1520000000,USD,1520000000,Yes,Cresta leverages artificial intelligence to help sales and service agents improve the quality of their customer service.,"Artificial Intelligence (AI), Automotive, Customer Service, Intelligent Systems, Machine Learning, Natural Language Processing, Retail, Software, Telecommunications","Palo Alto, California, United States, North America",,https://www.cresta.com/,,151000000,USD,151000000,Late Stage Venture,4,Tiger Global Management,"Andreessen Horowitz, Ballistic Ventures, CarMax, Five9, Genesys, Greylock, JP Morgan Chase, Porsche, Roosh Ventures, Sequoia Capital, Tiger Global Management, Zoom",12,1,"41,878"
Series C - Trigo,https://www.crunchbase.com/funding_round/trigo-0711-series-c--865c50cd,Trigo,https://www.crunchbase.com/organization/trigo-0711,Series C,100000000,USD,100000000,2022-10-26,Late Stage Venture,,,,Yes,Trigo is a technology company that builds AI-powered infrastructure for retail stores.,"Artificial Intelligence (AI), Infrastructure, Retail","Hertsliyah, Tel Aviv, Israel, Asia",,https://www.trigoretail.com,,199000000,USD,199000000,Late Stage Venture,6,"83North, Temasek Holdings","83North, Hetz Ventures, Red Dot Capital Partners, Rewe Group, SAP, Temasek Holdings, Vertex Ventures Israel, Viola Growth",8,3,"43,254"
Series B - Vet-AI,https://www.crunchbase.com/funding_round/vet-ai-series-b--b4970613,Vet-AI,https://www.crunchbase.com/organization/vet-ai,Series B,12500000,GBP,15770781,2022-05-04,Early Stage Venture,,,,Yes,Vet-AI is a veterinary technology company that prevents and predicts conditions in animals.,"Artificial Intelligence (AI), Machine Learning, Medical, Mobile Apps, Veterinary","Leeds, Leeds, United Kingdom, Europe",,http://www.vet-ai.com,$10M to $50M,14775000,GBP,18818979,Early Stage Venture,5,"Correlation One, Hill’s Pet Nutrition","Correlation One, Hill’s Pet Nutrition",2,,"46,556"
Series C - Primagpu,https://www.crunchbase.com/funding_round/primagpu-8add-series-c--8c593736,Primagpu,https://www.crunchbase.com/organization/primagpu-8add,Series C,60000000,USD,60000000,2022-03-28,Late Stage Venture,260000000,USD,260000000,Yes,Primagpu is an Asian artificial intelligence company focusing on artificial intelligence server solutions,"Artificial Intelligence (AI), IT Infrastructure","Singapore, Central Region, Singapore, Asia",,https://www.primagpu.com,,96000000,USD,96000000,Late Stage Venture,3,,Gaorong Capital,1,,"47,610"
Series A - Axera,https://www.crunchbase.com/funding_round/axera-series-a--673fec8c,Axera,https://www.crunchbase.com/organization/axera,Series A,800000000,CNY,126019974,2022-01-17,Early Stage Venture,2800000000,CNY,441069910,Yes,Axera is a hight-tech semiconductor company focused on developing world class Artificial intelligence (AI) SoCs for computer applications.,"Artificial Intelligence (AI), Computer Vision, Software","Beijing, Beijing, China, Asia",,https://www.axera-tech.com/,,800000000,CNY,126019974,Private Equity,5,"Inno-Chip, Longzhu Capital, Meituan, Qiming Venture Partners","Glory Ventures, Heju Investment, Inno-Chip, Legend Star, Longzhu Capital, Meituan, Qiming Venture Partners",7,2,"48,042"
Series A - Analog Inference,https://www.crunchbase.com/funding_round/analog-inference-series-a--fd212345,Analog Inference,https://www.crunchbase.com/organization/analog-inference,Series A,22329995,USD,22329995,2023-05-26,Early Stage Venture,,,,Yes,Analog Inference is a semiconductor company developing products in the neural computing segment.,"Artificial Intelligence (AI), Semiconductor, Software","Santa Clara, California, United States, North America",,https://www.analog-inference.com,$1M to $10M,50454190,USD,50454190,Early Stage Venture,4,Alumni Ventures,"Alumni Ventures, Green Sands Equity",2,1,"48,303"
Series A - Sapeon Korea,https://www.crunchbase.com/funding_round/sapeon-korea-series-a--843ec952,Sapeon Korea,https://www.crunchbase.com/organization/sapeon-korea,Series A,60000000000,KRW,45346185,2023-04-12,Early Stage Venture,440000000000,KRW,332538691,Yes,Sapeon Korea is a data-center-purposed commercial AI processor that can perform large-scale computations necessary for AI services.,"Artificial Intelligence (AI), Cloud Computing, Semiconductor","Seongnam, Kyonggi-do, South Korea, Asia",,https://www.sapeon.com,$1M to $10M,140000000000,KRW,106987540,Early Stage Venture,2,Accent Equity Partners,"Accent Equity Partners, DAEBO Communication & Systems, E1, GS Engineering & Construction, GS Neotek, Hana Financial Group, Mirae Asset Venture Investment, We Ventures",8,,"49,401"
Series A - Health Note,https://www.crunchbase.com/funding_round/health-note-series-a--13a2a1ff,Health Note,https://www.crunchbase.com/organization/health-note,Series A,17000000,USD,17000000,2022-07-22,Early Stage Venture,,,,Yes,Health Note is a clinical platform that helps healthcare practitioners to collect and enter information for patient reconciliation.,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Information Technology, mHealth","San Francisco, California, United States, North America",,https://www.healthnote.com,,23020000,USD,23020000,Early Stage Venture,7,SignalFire,"Alumni Ventures, Cedars-Sinai Health Ventures, Celtic House Asia Partners, Northwell Holdings, SignalFire, UnityPoint Health",6,3,"49,667"
Seed Round - Product Science,https://www.crunchbase.com/funding_round/product-science-seed--cf1e2ef2,Product Science,https://www.crunchbase.com/organization/product-science,Seed,18000000,USD,18000000,2023-01-04,Seed,,,,Yes,Product Science is a performance management platform that helps improve mobile performance of apps.,"Analytics, Artificial Intelligence (AI), Big Data, Mobile Apps, Software","Los Angeles, California, United States, North America",Women Founded,https://productscience.ai,$1M to $10M,39000000,USD,39000000,Seed,3,Coatue,"Coatue, Insight Partners, Jerry Murdock, Jim Armstrong, K5 Global, MANTIS Venture Capital, New Wave (VC), Oleg Rogynskyy, Peter Fenton, Peter Sellis, Slow Ventures",11,,"50,289"
Grant - Verne,https://www.crunchbase.com/funding_round/project-3-mobility-grant--5e5e8a03,Verne,https://www.crunchbase.com/organization/project-3-mobility,Grant,179500000,EUR,195179342,2023-05-15,,,,,No,Verne builds an ecosystem to progress society through a journey of curiosity and innovation.,"Artificial Intelligence (AI), Automotive, Software","Zagreb, Grad Zagreb, Croatia, Europe",,https://www.letsverne.com/,,279500000,EUR,302750409,Early Stage Venture,2,European Commission,European Commission,1,,"50,175"
Series B - AiFi,https://www.crunchbase.com/funding_round/aifi-c8f8-series-b--c6a7017c,AiFi,https://www.crunchbase.com/organization/aifi-c8f8,Series B,65000000,USD,65000000,2022-03-11,Early Stage Venture,,,,Yes,"AiFi enables reliable, cost-effective, and contactless autonomous shopping with AI-powered computer vision technology.","Artificial Intelligence (AI), Computer Vision, Retail Technology, Shopping, Software","Santa Clara, California, United States, North America","Women Founded, Women Led",https://www.aifi.com,$1M to $10M,80400000,USD,80400000,Early Stage Venture,4,Khaira Capital,"ALDI, Cervin Ventures, Communitas Capital Partners, CVC Capital Partners, DRIVE Catalyst, Duke Angel Network, Evolution Ventures, GS Futures, Hongtai Capital Holdings, HP Tech Ventures, Khaira Capital, Mithril Capital Management, Next Play Capital, Neythri Futures Fund, Plum Alley, Qualcomm Ventures, Reaction, Rewe Group, SeaX Ventures, Translink Capital, Verizon Ventures, Zabka Polska",22,,"50,510"
Series B - Dataloop AI,https://www.crunchbase.com/funding_round/dataloop-series-b--05a2c987,Dataloop AI,https://www.crunchbase.com/organization/dataloop,Series B,33000000,USD,33000000,2022-11-03,Early Stage Venture,,,,Yes,DataLoop's data management and annotation platform streamlines the process of generating machine consumable datasets out of raw visual data.,"Analytics, Artificial Intelligence (AI), Data Collection and Labeling, Data Management, Data Visualization, Machine Learning, SaaS","Herzliya, Tel Aviv, Israel, Asia",,https://www.dataloop.ai,$10M to $50M,49000000,USD,49000000,Early Stage Venture,5,"Alpha Wave Global, NGP Capital","Alpha Wave Global, Amiti Ventures, F2 Capital, Lenovo Capital and Incubator Group (LCIG), NGP Capital, OurCrowd",6,2,"50,523"
Series B - HireEZ,https://www.crunchbase.com/funding_round/hiretual-series-b--e81808ea,HireEZ,https://www.crunchbase.com/organization/hiretual,Series B,26000000,USD,26000000,2022-02-02,Early Stage Venture,,,,Yes,"HireEZ offers AI powered recruitment software that allows intelligent sourcing, engagement, analysis, and integration on existing platforms.","Artificial Intelligence (AI), Big Data, Employment, Human Resources, Machine Learning, Recruiting, SaaS, Software","Mountain View, California, United States, North America",,https://hireez.com,$10M to $50M,45500000,USD,45500000,Early Stage Venture,4,Conductive Ventures,"Blue Lake Capital, Conductive Ventures, Duke Chung",3,2,"50,906"
Series C - Bishi Technology,https://www.crunchbase.com/funding_round/bishi-technology-series-c--25b54609,Bishi Technology,https://www.crunchbase.com/organization/bishi-technology,Series C,200000000,CNY,27666344,2022-10-27,Late Stage Venture,,,,Yes,Bishi Technology is committed to building the world's leading AI operation and maintenance engine.,"Artificial Intelligence (AI), Enterprise, Industrial Engineering","Beijing, Beijing, China, Asia",,https://www.bizseer.com,,350000000,CNY,50004393,Late Stage Venture,4,Firstred Capital,"Cathay Capital, Firstred Capital, New China Capital Management, Sanyi Capital, Sequoia Capital China, Shunwei Capital",6,,"50,825"
