Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Querium,https://www.crunchbase.com/organization/querium-corporation,"Querium Corporation is building a smart, scalable, online assessment platform for Math, Science, and Engineering. It features a patent-pending expert system, advanced simulation technology, and an easy-to-use interface. The company helps students master critical STEM skills, preparing them for college and beyond. Their platform delivers personalized, bite-sized lessons with an expert system, step-by-step tutoring assistance that motivates students to succeed. The StepWise Virtual Tutor uses A.I. technology that mimics a master teacher or master tutor and is available 24/7. Querium was founded in 2013 and is headquartered in Austin, Texas, USA.","Artificial Intelligence (AI), E-Learning, EdTech, Education, Skill Assessment, STEM Education","Austin, Texas, United States","Querium licenses artificial intelligence technology used for Science, Technology, Engineering, and Math education applications.",6225000,USD,6225000,,,2,"3,514",27,14,5458000,USD,5458000,,Education; Cryptography; Display; Advertising; Seals,Scientific and electric apparatus and instruments,3200000,USD,3200000,6,2017-01-18,Southern US,$1M to $10M,"SustainVC, Ingram Content Group, SWAN Impact Network, ICG Ventures, Wild Basin Investments",$10M to $50M,2017-01-19,3,Private,78730,2013-01-01,year,For Profit,http://www.querium.com,https://www.linkedin.com/company/querium-corporation/,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",2,"Kent Fuka, Patti Smith",11-50,Early Stage Venture,Series B,3200000,USD,3200000,Series B,1,8,,,"37,485","37,370",,,Women Founded,,,,,,,,,
Kido Dynamics,https://www.crunchbase.com/organization/kido-dynamics,"Kido Dynamics provides tools for companies to deeply understand people’s mobility patterns. Our technology provides exhaustive, contextual analytics for people mobility patterns. Demand for such tools is very broad all over the world, including segments such as transportation, out-of-home marketing, tourism, events, and smart cities.  Kido Dynamics technology (inspired in computational physics) is specifically created to analyze mobility data, and it extracts the maximum of useful information, reducing cost, deployment time and months of development and investment in data scientists.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Marketing, Quantum Computing, Tourism, Transportation","Lausanne, Vaud, Switzerland",Kido Dynamics uses machine learning and quantum physics techniques to analyse and predict human mobility.,6201036,USD,6201036,,,0,"1,915",4,,4230132,USD,4230132,,,,1900000,EUR,2135885,7,2021-11-22,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"AcceliCITY powered by Leading Cities, SICTIC, Boundary Holding, Spicehaus Partners, ASTARA Innovation & Venture Lab (formerly B4Motion)",,,5,Private,1004,2018-04-01,day,For Profit,http://www.kidodynamics.com,https://www.linkedin.com/company/kido-dynamics/,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software, Transportation, Travel and Tourism",2,"Alberto Hernando de Castro, Ignacio Barrios Baños",11-50,Seed,Seed,1900000,EUR,2135885,Seed,2,7,,,"46,652","46,492",,,,,,,,,,,,
Capti Voice,https://www.crunchbase.com/organization/capti-voice,"Capti Voice is an accessible reading platform and all-in-one literacy solution that helps struggling readers increase comprehension and reading skills. Its tool operates through an online platform and uses machine learning, artificial intelligence, and natural language processing to offer adaptive vocabulary games, contextual translation, and language detection that enable users to read in an interactive way that is accessible for everyone. Capti Voice was established in 2006 and is headquartered in Stony Brook, New York.","Artificial Intelligence (AI), EdTech, Machine Learning, Natural Language Processing, Software","Buffalo, New York, United States",Capti Voice is an accessible reading platform and all-in-one literacy solution that helps readers increase comprehension and reading skills.,6200000,USD,6200000,,,,,,,500000,USD,500000,,,,1000000,USD,1000000,4,2022-07-29,"Great Lakes, East Coast, Northeastern US",$1M to $10M,"LearnLaunch Fund + Accelerator, National Science Foundation, Small Business Innovation Research, ARC Capital",,,,Private,14203,2006-01-01,year,For Profit,https://www.captivoice.com/capti-site//,https://www.linkedin.com/company/charmtech-labs-llc/,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",1,Yevgen Borodin,11-50,Seed,Grant,500000,USD,500000,Seed,2,4,,,"120,640","119,634",,,,,,,,,,,,
machineMD,https://www.crunchbase.com/organization/machinemd,"machineMD is a Swiss medical device company, founded in 2019, that develops innovative solutions to radically improve early detection of brain diseases such as stroke, multiple sclerosis and brain tumours. The company combines Virtual Reality and Artificial Intelligence to empower neurologists and ophthalmologists with reliable diagnostic data.","Artificial Intelligence (AI), Health Care, Medical Device, Virtual Reality","Bern, Bern, Switzerland",machineMD combines virtual reality and artificial intelligence into a medical device for the early diagnosis of neurological disorders,5887000,CHF,6187592,,,0,190,25,,3200000,CHF,3249820,,Medical Or Veterinary Science; Hygiene,Scientific and electric apparatus and instruments,3200000,CHF,3249820,4,2022-09-06,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Innosuisse, Guido Fluri Foundation, Sitem StartUp Club",,,2,Private,,2019-12-30,day,For Profit,https://www.machinemd.com,https://www.linkedin.com/company/machinemd,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software",1,Dominic Senn,11-50,Seed,Seed,3200000,CHF,3249820,Seed,2,3,,,"32,508","32,418",,,,,,,,,,,,
Minitable,https://www.crunchbase.com/organization/minitable,"Minitable is a social commerce platform building end-to-end dining experiences. It offers an AI-powered functional SaaS platform to help restaurants, bars, and more. Its solution includes online ordering, digital menu, manage third-party platform orders and reservations, QR-code menu ordering, waitlist and reservation management system, marketing campaigns, and table management to the customers along with a wide range of restaurants to choose from.","Artificial Intelligence (AI), Big Data, Enterprise Software, Mobile, Restaurants","New York, New York, United States",Minitable is a social commerce platform building end-to-end dining experience.,6185000,USD,6185000,,,,"890,401",45,,2860000,USD,2860000,"10,019",,,1750000,USD,1750000,7,2022-12-19,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"George Gong, Will Weddleton",,,,Private,,2019-03-21,day,For Profit,https://minitable.net,https://www.linkedin.com/company/minitable/?viewAsMember=true,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Mobile, Science and Engineering, Software",4,"Di Wu, Joe Qian, Sean Pan, Tom Chen",11-50,Seed,Debt Financing,1800000,USD,1800000,Seed,1,2,,,"26,240","26,176",,,,,,,,,,,,
CorrosionRADAR,https://www.crunchbase.com/organization/corrosionradar,"CorrosionRADAR is on a mission to support the Industry 4.0 by enabling predictive corrosion management. By using cutting edge technologies from its patent pending distributed sensing technology to Industrial Internet of Things (IIOT) and advanced analytics, the CorrosionRADAR team is creating a game-changing solution for tackling corrosion management.","Analytics, Artificial Intelligence (AI), Electronics, Information Technology, Internet of Things, Messaging, Predictive Analytics, Sensor","Cambridge, Cambridgeshire, United Kingdom",Smarter infrastructure using Industrial Internet of Things and Predictive Analytics,4529000,GBP,6165956,,,0,,33,,4350000,GBP,5927676,,Testing,,2900000,GBP,4026765,7,2021-02-16,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Innovate UK, Mercia Fund Managers, Saudi Aramco Energy Ventures, MEIF Proof-of-Concept & Early Stage Fund",,,2,Private,CB4 2HY,2017-01-01,year,For Profit,http://www.corrosionradar.com/,https://www.linkedin.com/company/15179029/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",3,"Chiraz Ennaceur, Mehrdad Silatani, Prafull Sharma",11-50,Early Stage Venture,Series A,2900000,GBP,4026765,Series A,4,4,,,"47,249","47,088",,,,,,,,,,,,
Springbok Analytics,https://www.crunchbase.com/organization/springbok-analytics,"Springbok Analytics offers an AI-powered software platform that transforms MRIs into three-dimensional analyses of muscle to enable true precision. Springbok Analytics' advanced imaging technology identifies and measures each individual muscle, providing data to scientists, physical therapists, athletic trainers, and physicians to evaluate muscle function in relation to performance and injury management. The technology has numerous applications, including injury management, performance enhancement, and the treatment of musculoskeletal conditions.","Analytics, Artificial Intelligence (AI), Life Science, Wellness","Charlottesville, Virginia, United States",Springbok Analytics offers an AI-powered platform that transforms MRIs into three-dimensional analyses of muscle to enable true precision.,6162567,USD,6162567,,,,,10,,3465000,USD,3465000,,,,1700000,USD,1700000,5,2024-03-05,"East Coast, Southern US",$1M to $10M,"National Institutes of Health, TitletownTech, National Science Foundation, CAV Angels, Transition Equity Partners",,,,Private,22903,2013-01-01,year,For Profit,http://www.springbokanalytics.com/,https://www.linkedin.com/company/springbok-analytics/about/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",3,"Craig Meyer, Joe Hart, Silvia Blemker",1-10,Seed,Grant,3000000,USD,3000000,Seed,4,7,,,"34,830","34,726",,,Women Founded,,,,,,,,,
Kepler Vision Technologies,https://www.crunchbase.com/organization/kepler-vision-technologies,"Our customers are elder care centers. They face two problems: Hiring or retaining staff is difficult if not impossible, while at the same time the demand for care increases 6% year over year. To help out, Kepler developed the ""Kepler Night Nurse"" application. It employs deep learning and computer vision assisting caregivers to look after the well-being of their clients, at night. The advantages are a dramatic reduction in false alarms and much less reporting work for the caregivers. This way, the work pressure on individual caregivers is strongly reduced. Caregivers can finally focus in providing care. Kepler is a spin-off company from the University of Amsterdam.","Artificial Intelligence (AI), Computer Vision, Machine Learning, Software","Amsterdam, Noord-Holland, The Netherlands",Kepler Vision Technologies develops an AI that looks after the well-being of humans.,5400000,EUR,6155517,,,2,"1,502",10,,4200000,EUR,4826027,,Computing; Calculating,Scientific and electric apparatus and instruments,1500000,EUR,1608916,5,2024-04-11,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"ROM InWest, UvA Ventures Holding, Ministry of Economic Affairs (Innovation Credit)",,,16,Private,1091 SE,2018-02-01,day,For Profit,https://www.keplervision.eu,https://www.linkedin.com/company/kepler-vision-technologies/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",1,Harro Stokman,11-50,,Venture - Series Unknown,1500000,EUR,1608916,Venture - Series Unknown,3,3,,,"46,484","46,324",,,,,,,,,,,,
Odd Industries,https://www.crunchbase.com/organization/odd-industries,"Odd builds Lemu, an atlas of the biosphere that uses the most advanced technology avaible to identify, measure and understand the value that ecosystems generate each day. We want to turn conservation and ecosystem restoration from a philanthropic activity into the best investment possible. Our ""space to soil"" strategy combines satellite, hyperspectral and LiDAR imagery, from our own, open and crowdsourced data, all the way down to water and soil samples using environmental DNA, which is then analyzed by our algorithms to represent the value of our planet's natural capital. Odd Industries was featured in 2019 by the Google AI team as one of the global leaders using machine learning to improve efficiency and sustainability. Google for Startups selected Odd Industries for its accelerator program in 2020. We're a global team based in 9 cities on 3 continentes, a mix of computer and environmental scientists. Our goal is to help improve our world by bringing nature online.","Artificial Intelligence (AI), Computer Vision, Environmental Engineering, Life Science, Machine Learning, Software","Santiago, Region Metropolitana, Chile","Odd builds Lemu, and atlas of the biosphere that uses satellites and AI to help revert the environmental crisis.",6150000,USD,6150000,2020-12-20,day,2,,25,,6000000,USD,6000000,225,,Scientific and technological services,4000000,USD,4000000,4,2020-12-20,Latin America,$1M to $10M,"Google for Startups, Google Launchpad Accelerator",,,0,Private,7500000,2018-03-06,day,For Profit,https://odd.co,https://www.linkedin.com/company/oddindustries/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software, Sustainability",1,Leo Prieto,1-10,M&A,Seed,4000000,USD,4000000,Seed,2,2,,Was Acquired,"65,971","65,651",,,,,,,,,,,,
Nanose Medical,https://www.crunchbase.com/organization/nanose-medical,"NaNose Medical develops Innovative handheld device to enable real-time, simple, early detection & monitoring of diseases via breath, which is in-expensive, non-invasive and simple to use. Sensing is based on nanotechnology utilizing smart chemiresistor sensor array delivering high resolution, miniaturized measurement system combined with innovative classification algorithm of diseases. Our proprietary technology is developed in-house based on extensive knowhow and clinical studies, for the detection of over 20 diseases, performed by a research team at the Technion - Israel Institute of Technology. NaNose device combines digital health technology and medical tests that can be simply performed at community pharmacies, physician clinics or even from the comfort of patients’ home and enables big-data collection. Due to its simplicity and cost effectiveness it is also suitable for rural areas which don’t have access to medical centers. We are a member of LUCIA, Horizion EU consortium. Our technology consists of an innovative sensor array that measures emitted volatile organic compounds, which are biomarkers for a variety of diseases. The signal patterns are analysed by AI to reveal unique “VOC fingerprint"" for the disease. The DiaNose device enables a simple test that can be performed by anyone and does not require professionals to operate it, therefore is suitable for point of care and home use.","Big Data, Health Care, Health Diagnostics, Machine Learning, Medical Device, Nanotechnology","Tel Aviv, Tel Aviv, Israel","A breath analyzer that provides an effortless, noninvasive, affordable test for remote diagnosis and monitoring of diseases using AI",6142332,USD,6142332,,,,,20,,5500000,USD,5500000,,,,600000,EUR,642332,2,2023-01-01,"Europe, Middle East, and Africa (EMEA), Middle East",,European Union,,,,Private,,2019-11-01,day,For Profit,https://nanosemed.com/,https://www.linkedin.com/company/nanose-medical/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",1,Hossam Haick,1-10,Seed,Grant,5500000,USD,5500000,Seed,,1,,,"66,838","66,512",,,,,,,,,,,,
