Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Zep AI,https://www.crunchbase.com/organization/zep-ai,,"Artificial Intelligence (AI), Enterprise Software, Generative AI, SaaS","San Francisco, California, United States",Zep AI provides scalable blocks in AI to build apps in minutes without rewriting code.,2303000,USD,2303000,,,,"14,349",19,,2303000,USD,2303000,,,,500000,USD,500000,2,2024-03-05,"San Francisco Bay Area, West Coast, Western US",,"Y Combinator, Engineering Capital",,,,Private,94114,2023-01-01,year,For Profit,https://www.getzep.com/,https://www.linkedin.com/company/zep-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Daniel Chalef,1-10,Seed,Pre-Seed,500000,USD,500000,Pre-Seed,,2,,,"13,282","13,261",,,,,,,,,,,,
Banana,https://www.crunchbase.com/organization/banana-d87d,"Banana is an ML API for developers to run ML workloads from a single line of code, without any learning curve.","Developer APIs, Information Technology, Machine Learning, Software","San Francisco, California, United States","Banana is an ML API for developers to run ML workloads from a single line of code, without any learning curve.",3400000,USD,3400000,,,,"2,656",32,,3400000,USD,3400000,,,,3400000,USD,3400000,3,2024-02-05,"San Francisco Bay Area, West Coast, Western US",,"Alumni Ventures, Founders, Inc., Basecamp Fund, CapitalX, Spice Capital",,,,Private,,2021-01-01,year,For Profit,https://www.banana.dev,https://www.linkedin.com/company/banana-dev,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",2,"Erik Dunteman, Kyle Morris",,Seed,Seed,3400000,USD,3400000,Seed,2,5,,,"13,324","13,304",,,,,,,,,,,,
H3 Dynamics,https://www.crunchbase.com/organization/h3-dynamics,"H3 Dynamics is a global advanced air mobility technology company with a mission to decarbonise air mobility. The company has a 15 year cutting edge R&D track record in hydrogen flight, starting with a NASA-backed program in 2006, via its HES Energy Systems unit acquired from Horizon Fuel Cell Technologies in 2015. It is developing hydrogen propulsion systems for fixed wing and multi-rotor aerial vehicles targeting data services and air cargo first, with the ambition of flying passengers in the future.  The company's first line of business is a software a service solution that automates drone hardware and software solutions through one unified cloud platform. The company sells autonomous outcomes as a service across industry sectors and across several geographies, including the US, Canada, Latin America, France, Singapore, Japan, Australia, Hong Kong.  The company has developed proprietary machine learning based engineering solutions for defect mapping and rectification in the built environment, as well as in the maritime and utilities space. Its digital services platforms ingests various forms of unstructured data not limited to drones, but also portable and fixed sensor / camera systems. The company has developed a drone automation infrastructure solution that links to the unified cloud offering, and works as an autonomous nesting station for third party drone hardware.Named DBX, the station houses, stores, charges, and deploys drones from a nesting station that can be positioned on building rooftops, or remote customer sites. The drone stations are multi-drone, multi-comms, multi-Os, and multi-sensor enabled. These tele-robotics devies are 5G ready, and are UTM-capable through a global partnership with THALES. As a next step the company is launching larger, long range hydrogen powered unmanned systems being developed in parallel for launch in the coming 1-2 years. H3 Dynamics has unique proprietary technology on distributed hydrogen electric propulsion systems and refuelling methods that are being worked on as new products and solutions for unmanned and manned aviation.","Air Transportation, Artificial Intelligence (AI), Drones, Energy Storage, Renewable Energy, Robotics, Smart Building","Singapore, Central Region, Singapore","H3 Dynamics is a global advanced air mobility technology company enabling digitization, automation, and decarbonisation of flight.",26950000,USD,26950000,,,12,241,44,13,26950000,USD,26950000,,Aircraft; Aviation; Cosmonautics,Vehicles,26000000,USD,26000000,5,2021-10-15,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",$1M to $10M,"EDBI, Grosvenor Group, Mirai Creation Fund, Audacy Ventures, V-CUBE",,,13,Private,637143,2015-01-01,year,For Profit,https://www.h3dynamics.com,https://www.linkedin.com/company/h3-dynamics-group,,,"Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Energy, Hardware, Real Estate, Science and Engineering, Software, Sustainability, Transportation",1,Taras Wankewycz,51-100,Early Stage Venture,Series B,26000000,USD,26000000,Series B,1,13,1,Made Acquisitions,"13,352","13,331",,,,,,,,,,,,
Kovrr,https://www.crunchbase.com/organization/kovrr,"Kovrr’s predictive cyber risk modeling platform delivers global (re)insurers transparent, real-time data- driven insights into their affirmative and non-affirmative single, accumulated and catastrophic cyber risk exposures. The Kovrr platform is designed to help underwriters, exposure managers and catastrophe modelers understand, quantify and manage cyber risk by utilizing AI-powered predictive risk models.","Computer, Insurance, InsurTech, Machine Learning, Software","Tel Aviv, Tel Aviv, Israel",Enabling (Re) Insurers to transparently predict and price cyber risk.,5500000,USD,5500000,,,,132,44,,5500000,USD,5500000,,,,,,,3,2023-12-01,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"Founders Factory, Banco Sabadell, Ocean Azul Partners, Alma Mundi Ventures, StageOne Ventures",,,,Private,6706054,2016-01-01,year,For Profit,https://www.kovrr.com,https://www.linkedin.com/company/kovrr,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Financial Services, Hardware, Software",3,"Avi Bashan, Shalom Bublil, Yakir Golan",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,3,6,,,"13,371","13,350",,,,,,,,,,,,
Perceiv AI,https://www.crunchbase.com/organization/perceiv-ai,"Perceiv is an AI-based healthcare company specializing in the field of precision medicine. We are dedicated to help improving and saving patient lives through more efficient, accurate, subject targeting, and objective prognosis through advanced machine learning algorithms. Diseases are more complex than they appear resulting in problems when finding the right population to treat and demonstrate treatment efficacy. We help pharmaceutical companies improve their chances of success by identifying the right subjects for their clinical trials using our AI-driven precision medicine platform. We specialize in the identification of subpopulations of interest in heterogeneous data and complex diseases. Perceiv is currently developing applications in age-related diseases notably CNS/Alzheimer's disease and cardiovascular indications.","Analytics, Artificial Intelligence (AI), Clinical Trials, Health Care, Health Diagnostics, Machine Learning, Medical, Pharmaceutical, Precision Medicine, Predictive Analytics","Montréal, Quebec, Canada","AI-driven precision medicine, forecasting disease progression",1861073,USD,1861073,,,,570,3,,1500000,USD,1500000,,,,1500000,USD,1500000,4,2022-12-08,,$1M to $10M,"Center of Aging and Brain Health Innovation, StartUp Health, Centech, Northpond Ventures, Investissement Quebec",,,,Private,,2018-02-04,day,For Profit,https://perceiv.ai,https://www.linkedin.com/company/perceiv-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",5,"Adrián Noriega de la Colina, Angela Tam, Christian Dansereau, César Laurent, Maor Zaltzhendler",1-10,Seed,Seed,1500000,USD,1500000,Seed,1,11,,,"13,391","13,370",,,,,,,,,,,,
Exer Labs,https://www.crunchbase.com/organization/exer-labs,Exer Labs uses AI on mobile and tablet devices as well as computer vision to help fitness users experience a more interactive and affordable at-home workout.,"Artificial Intelligence (AI), Fitness, Health Care, Information Services, Information Technology, Software","Denver, Colorado, United States",Exer Labs is an information Technology & Services company.,11000000,USD,11000000,,,1,"4,446",25,,11000000,USD,11000000,2,,Scientific and electric apparatus and instruments,6500000,USD,6500000,3,2022-11-08,"Greater Denver Area, Western US",Less than $1M,"Notable Capital, AME Cloud Ventures, Operator Partners, Oceans, Service Provider Capital",,,2,Private,,2019-01-01,year,For Profit,http://www.exer.ai/,https://www.linkedin.com/company/exerai/about/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software, Sports",3,"Clint Gehde, Sean Cook, Zaw Thet",11-50,Seed,Seed,6500000,USD,6500000,Seed,1,14,,,"13,394","13,373",,,,,,,,,,,,
dataroomHQ,https://www.crunchbase.com/organization/dataroomhq,"dataroomHQ provides the blueprint for efficient growth, allowing SaaS companies to do more with less. Its platform delivers a single source of truth for all operational metrics, allowing business leaders to automate reporting, identify the best customers, prepare for capital raises, and use ML-powered predictions to optimize for the future. The company is on a mission to help SaaS companies efficiently grow their business.","Finance, Machine Learning, SaaS","Holmdel, New Jersey, United States","dataroomHQ provides the blueprint for efficient growth, allowing SaaS companies to do more with less.",7460000,USD,7460000,,,,,44,,7460000,USD,7460000,,,,3500000,USD,3500000,2,2024-02-06,"Greater New York Area, East Coast, Northeastern US",,"Oceans, Cortical Ventures, Garuda Ventures, B5 Capital, Bling Capital",,,,Private,07733,2021-08-01,month,For Profit,https://www.dataroomhq.com/,https://www.linkedin.com/company/dataroomhq/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",1,Jeffrey Schwartz,1-10,Seed,Seed,3500000,USD,3500000,Seed,2,6,,,"13,399","13,378",,,,,,,,,,,,
Lama AI,https://www.crunchbase.com/organization/lama-ai,"Lama AI helps to grow business loan portfolios and approve more customers using AI. Lama AI helps small and medium businesses grow through fair, transparent capital. The company is headquartered in NYC, US with an R&D center in Tel Aviv, Israel.","Banking, Commercial Lending, Finance, Financial Services, FinTech, Lending, Machine Learning","New York, New York, United States",Lama AI helps to grow business loan portfolios and approve more customers using AI.,9000000,USD,9000000,,,,"10,706",11,,9000000,USD,9000000,,,,9000000,USD,9000000,1,2022-10-27,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"SixThirty, Viola Ventures, Hetz Ventures, Foundation Capital, Shai Stern",,,,Private,10022,2022-01-01,year,For Profit,https://www.lama.ai,https://linkedin.com/company/lamaai,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Software",2,"Omri Yacubovich, Ran Magen",11-50,Seed,Seed,9000000,USD,9000000,Seed,2,7,,,"13,400","13,379",,,,,,,,,,,,
Fraud.net,https://www.crunchbase.com/organization/fraud-net,"Fraud.net operates end-to-end fraud management and revenue enhancement ecosystem designed specifically for digital enterprises and fintech. The company's cloud-based platform assists organizations of all sizes in detecting fraud, streamlining customer onboarding and transaction monitoring workflows, and leveraging real-time, actionable insights to make safer, smarter, and more profitable decisions.","Business Intelligence, FinTech, Fraud Detection, Machine Learning, SaaS","New York, New York, United States",Fraud.net operates end-to-end fraud management and revenue enhancement ecosystem designed specifically for digital enterprises and fintech.,5000000,USD,5000000,,,3,"4,761",59,43,5000000,USD,5000000,,,Scientific and technological services,5000000,USD,5000000,3,2019-09-20,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"Trajectory Ventures, Rugged Ventures",,,1,Private,10019,2016-01-01,day,For Profit,https://fraud.net,https://www.linkedin.com/company/fraud-net,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Privacy and Security, Software",2,"Cathy Ross, Whitney Anderson",51-100,Early Stage Venture,Series A,5000000,USD,5000000,Series A,1,2,,,"13,409","13,388",,,Women Founded,,,,,,,,,
Enterprise Bot,https://www.crunchbase.com/organization/enterprise-bot,Enterprise Bot provides enterprises with a powerful AI-powered conversational automation tool to not only enhance customer experience but also . The multi platform messenger takes care of a wide range of customer needs and queries for call centers reducing costs by 85% and wait time by 90-95%.,"Artificial Intelligence (AI), Enterprise Software, Machine Learning","Adliswil, Zurich, Switzerland",The conversational process automation company serving large enterprises globally,2530000,CHF,2818096,,,,"6,408",4,27,,USD,,,,,2500000,CHF,2787690,8,2023-06-23,"Europe, Middle East, and Africa (EMEA)",$10M to $50M,"UBS, GoBeyond, Tenity, Startupbootcamp, SICTIC",,,,Private,8134,2016-01-01,year,For Profit,http://www.enterprisebot.ai/,https://www.linkedin.com/company-beta/13210979/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"Pranay Jain, Ravina Mutha, Sandeep Jayasankar",51-100,Early Stage Venture,Debt Financing,,,,Series A,5,9,,,"13,415","13,394",,,,,,,,,,,,
