"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"Limburg";"Civil engineering";34,04;57,58;0,45;"E04G";"scaffolding; forms; shuttering; building implement";27,33;0,51
"Limburg";"Civil engineering";34,04;57,58;0,45;"E04H";"buildings or like structures for particular purpos";25,77;0,34
"Limburg";"Civil engineering";34,04;57,58;0,45;"E05B";"locks; accessories therefor; handcuffs";10,65;0,09
"Limburg";"Civil engineering";34,04;57,58;0,45;"E05C";"bolts or fastening devices for wings, specially fo";7,59;0
"Limburg";"Civil engineering";34,04;57,58;0,45;"E05D";"hinges or other suspension devices for doors, wind";10,12;0,63
"Limburg";"Civil engineering";34,04;57,58;0,45;"E05F";"devices for moving wings into open or closed posit";8,4;0,14
"Limburg";"Civil engineering";34,04;57,58;0,45;"E05G";"safes or strong-rooms for valuables; bank protecti";16,7;0
"Limburg";"Civil engineering";34,04;57,58;0,45;"E06B";"fixed or movable closures for openings in building";35,91;0,67
"Limburg";"Civil engineering";34,04;57,58;0,45;"E06C";"ladders";7,59;0
"Limburg";"Civil engineering";34,04;57,58;0,45;"E21B";"earth or rock drilling; obtaining oil, gas, water,";13,95;0,06
"Limburg";"Civil engineering";34,04;57,58;0,45;"E21C";"mining or quarrying";2,53;0
"Limburg";"Civil engineering";34,04;57,58;0,45;"E21D";"shafts; tunnels; galleries; large underground cham";4,35;0
"Limburg";"Civil engineering";34,04;57,58;0,45;"E21F";"safety devices, transport, filling-up, rescue, ven";6,37;0
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E01B";"permanent way; permanent-way tools; machines for m";5,97;0
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E01C";"construction of, or surfaces for, roads, sports gr";21,3;0,23
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E01D";"bridges ";11,84;0,45
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E01F";"additional work, such as equipping roads or the co";22,33;0,37
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E01H";"street cleaning; cleaning of permanent ways; clean";15,47;0,2
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E02B";"hydraulic engineering";7,65;0,96
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E02D";"foundations; excavations; embankments; underground";12,26;0,77
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E02F";"dredging; soil-shifting";7,82;2,35
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E03B";"installations or methods for obtaining, collecting";7,56;0
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E03C";"domestic plumbing installations for fresh water or";5,81;0,07
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E03D";"water-closets or urinals with flushing devices; fl";9,98;0,22
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E03F";"sewers; cesspools";4,16;0,33
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E04B";"general building constructions; walls, e.g. partit";12,17;0,82
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E04C";"structural elements; building materials ";9,47;0,39
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E04D";"roof coverings; sky-lights; gutters; roof-working ";14,36;0,37
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E04F";"finishing work on buildings, e.g. stairs, floors";12,46;0,45
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E04G";"scaffolding; forms; shuttering; building implement";10,49;1,54
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E04H";"buildings or like structures for particular purpos";16,49;0,28
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E05B";"locks; accessories therefor; handcuffs";12,41;0,06
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E05C";"bolts or fastening devices for wings, specially fo";12,78;0,1
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E05D";"hinges or other suspension devices for doors, wind";8,79;0,06
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E05F";"devices for moving wings into open or closed posit";8,08;0,06
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E05G";"safes or strong-rooms for valuables; bank protecti";8,55;0
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E06B";"fixed or movable closures for openings in building";21,39;0,98
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E06C";"ladders";14,37;1,19
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E21B";"earth or rock drilling; obtaining oil, gas, water,";17,18;0,05
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E21C";"mining or quarrying";10,8;0,78
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E21D";"shafts; tunnels; galleries; large underground cham";3,05;0
"North Brabant";"Civil engineering";26,85;57,58;0,46;"E21F";"safety devices, transport, filling-up, rescue, ven";9,4;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E01B";"permanent way; permanent-way tools; machines for m";22,82;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E01C";"construction of, or surfaces for, roads, sports gr";28,89;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E01D";"bridges ";43,99;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E01F";"additional work, such as equipping roads or the co";20,97;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E01H";"street cleaning; cleaning of permanent ways; clean";19,91;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E02B";"hydraulic engineering";34,28;2,33
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E02D";"foundations; excavations; embankments; underground";28,76;1,45
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E02F";"dredging; soil-shifting";32,31;16,02
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E03B";"installations or methods for obtaining, collecting";15,84;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E03C";"domestic plumbing installations for fresh water or";21,52;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E03D";"water-closets or urinals with flushing devices; fl";13,63;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E03F";"sewers; cesspools";24,56;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E04B";"general building constructions; walls, e.g. partit";39,19;1,14
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E04C";"structural elements; building materials ";42,13;1,22
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E04D";"roof coverings; sky-lights; gutters; roof-working ";49,33;1,8
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E04F";"finishing work on buildings, e.g. stairs, floors";49,71;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E04G";"scaffolding; forms; shuttering; building implement";36,78;3,61
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E04H";"buildings or like structures for particular purpos";38,25;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E05B";"locks; accessories therefor; handcuffs";14,43;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E05C";"bolts or fastening devices for wings, specially fo";12,57;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E05D";"hinges or other suspension devices for doors, wind";13,36;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E05F";"devices for moving wings into open or closed posit";10,46;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E05G";"safes or strong-rooms for valuables; bank protecti";9,15;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E06B";"fixed or movable closures for openings in building";31,52;1,76
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E06C";"ladders";44,86;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E21B";"earth or rock drilling; obtaining oil, gas, water,";27,39;0,45
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E21C";"mining or quarrying";15,64;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E21D";"shafts; tunnels; galleries; large underground cham";17,58;0
"Zeeland";"Civil engineering";32,91;57,58;1,04;"E21F";"safety devices, transport, filling-up, rescue, ven";16,19;0
"Limburg";"Computer technology";17,5;84,85;0,53;"G06F";"electric digital data processing";12,31;0,48
"Limburg";"Computer technology";17,5;84,85;0,53;"G06G";"analogue computers ";11,17;0
"Limburg";"Computer technology";17,5;84,85;0,53;"G06K";"recognition of data; presentation of data; record ";17,39;0,84
"Limburg";"Computer technology";17,5;84,85;0,53;"G06M";"counting mechanisms; counting of objects not other";19,11;0
"Limburg";"Computer technology";17,5;84,85;0,53;"G06N";"computer systems based on specific computational m";3,5;0
"Limburg";"Computer technology";17,5;84,85;0,53;"G06T";"image data processing or generation, in general";21,17;0,78
"Limburg";"Computer technology";17,5;84,85;0,53;"G10L";"speech analysis or synthesis; speech recognition; ";4,16;0,11
"Limburg";"Computer technology";17,5;84,85;0,53;"G11C";"static stores";8,22;0
"North Brabant";"Computer technology";73,87;84,85;2,41;"G06F";"electric digital data processing";64,49;2
"North Brabant";"Computer technology";73,87;84,85;2,41;"G06G";"analogue computers ";70,13;0
"North Brabant";"Computer technology";73,87;84,85;2,41;"G06K";"recognition of data; presentation of data; record ";53,44;1,73
"North Brabant";"Computer technology";73,87;84,85;2,41;"G06M";"counting mechanisms; counting of objects not other";48,49;0,52
"North Brabant";"Computer technology";73,87;84,85;2,41;"G06N";"computer systems based on specific computational m";83,97;1,51
"North Brabant";"Computer technology";73,87;84,85;2,41;"G06T";"image data processing or generation, in general";67,46;5,94
"North Brabant";"Computer technology";73,87;84,85;2,41;"G10L";"speech analysis or synthesis; speech recognition; ";87,83;0,74
"North Brabant";"Computer technology";73,87;84,85;2,41;"G11C";"static stores";67,43;1,51
"Zeeland";"Computer technology";7,74;84,85;0,26;"G06F";"electric digital data processing";15,5;0,1
"Zeeland";"Computer technology";7,74;84,85;0,26;"G06G";"analogue computers ";12,16;0
"Zeeland";"Computer technology";7,74;84,85;0,26;"G06K";"recognition of data; presentation of data; record ";15,79;0,33
"Zeeland";"Computer technology";7,74;84,85;0,26;"G06M";"counting mechanisms; counting of objects not other";19,23;0
"Zeeland";"Computer technology";7,74;84,85;0,26;"G06N";"computer systems based on specific computational m";8,48;0
"Zeeland";"Computer technology";7,74;84,85;0,26;"G06T";"image data processing or generation, in general";19,89;0,37
"Zeeland";"Computer technology";7,74;84,85;0,26;"G10L";"speech analysis or synthesis; speech recognition; ";3,96;1,58
"Zeeland";"Computer technology";7,74;84,85;0,26;"G11C";"static stores";0,83;0
"Limburg";"Control";15,34;51,52;0,34;"G05B";"control or regulating systems in general; function";11,54;0,36
"Limburg";"Control";15,34;51,52;0,34;"G05D";"systems for controlling or regulating non-electric";11,96;0,24
"Limburg";"Control";15,34;51,52;0,34;"G05F";"systems for regulating electric or magnetic variab";14,1;0,54
"Limburg";"Control";15,34;51,52;0,34;"G07B";"ticket-issuing apparatus; taximeters; arrangements";9,49;0
"Limburg";"Control";15,34;51,52;0,34;"G07C";"time or attendance registers; registering or indic";4,63;0,15
"Limburg";"Control";15,34;51,52;0,34;"G07D";"handling‘_of coins or of paper currency or similar";19,73;0
"Limburg";"Control";15,34;51,52;0,34;"G07F";"coin-freed or like apparatus";11,72;0,38
"Limburg";"Control";15,34;51,52;0,34;"G07G";"registering the receipt of cash, valuables, or tok";30,23;0
"Limburg";"Control";15,34;51,52;0,34;"G08B";"signalling or calling systems; order telegraphs; a";9,18;0,43
"Limburg";"Control";15,34;51,52;0,34;"G08G";"traffic control systems (guiding railway traffic, ";9,93;0,55
"Limburg";"Control";15,34;51,52;0,34;"G09B";"educational or demonstration appliances; appliance";14,22;0,86
"North Brabant";"Control";63,95;51,52;0,82;"G05B";"control or regulating systems in general; function";25,89;0,62
"North Brabant";"Control";63,95;51,52;0,82;"G05D";"systems for controlling or regulating non-electric";13,62;0,44
"North Brabant";"Control";63,95;51,52;0,82;"G05F";"systems for regulating electric or magnetic variab";47,26;1,33
"North Brabant";"Control";63,95;51,52;0,82;"G07B";"ticket-issuing apparatus; taximeters; arrangements";32,92;0,55
"North Brabant";"Control";63,95;51,52;0,82;"G07C";"time or attendance registers; registering or indic";35,38;0,76
"North Brabant";"Control";63,95;51,52;0,82;"G07D";"handling‘_of coins or of paper currency or similar";28,5;0,17
"North Brabant";"Control";63,95;51,52;0,82;"G07F";"coin-freed or like apparatus";39,95;0,74
"North Brabant";"Control";63,95;51,52;0,82;"G07G";"registering the receipt of cash, valuables, or tok";38,44;0,31
"North Brabant";"Control";63,95;51,52;0,82;"G08B";"signalling or calling systems; order telegraphs; a";39,93;2,47
"North Brabant";"Control";63,95;51,52;0,82;"G08G";"traffic control systems (guiding railway traffic, ";31,21;0,51
"North Brabant";"Control";63,95;51,52;0,82;"G09B";"educational or demonstration appliances; appliance";55,56;1,24
"Zeeland";"Control";16,06;51,52;0,4;"G05B";"control or regulating systems in general; function";22,04;1,1
"Zeeland";"Control";16,06;51,52;0,4;"G05D";"systems for controlling or regulating non-electric";26,52;0,83
"Zeeland";"Control";16,06;51,52;0,4;"G05F";"systems for regulating electric or magnetic variab";6,61;0
"Zeeland";"Control";16,06;51,52;0,4;"G07B";"ticket-issuing apparatus; taximeters; arrangements";4,66;0
"Zeeland";"Control";16,06;51,52;0,4;"G07C";"time or attendance registers; registering or indic";9,02;0
"Zeeland";"Control";16,06;51,52;0,4;"G07D";"handling‘_of coins or of paper currency or similar";13,3;0
"Zeeland";"Control";16,06;51,52;0,4;"G07F";"coin-freed or like apparatus";11,82;0
"Zeeland";"Control";16,06;51,52;0,4;"G07G";"registering the receipt of cash, valuables, or tok";15,26;0
"Zeeland";"Control";16,06;51,52;0,4;"G08B";"signalling or calling systems; order telegraphs; a";15,91;0
"Zeeland";"Control";16,06;51,52;0,4;"G08G";"traffic control systems (guiding railway traffic, ";11,26;0
"Zeeland";"Control";16,06;51,52;0,4;"G09B";"educational or demonstration appliances; appliance";7,64;0
"Limburg";"Digital communication ";1,19;100;0,38;"H04L";"transmission of digital information, e.g. telegrap";6,44;0,39
"North Brabant";"Digital communication ";91,83;100;1,1;"H04L";"transmission of digital information, e.g. telegrap";59,78;1,11
"Zeeland";"Digital communication ";1,09;100;0;"H04L";"transmission of digital information, e.g. telegrap";9,09;0
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"F21K";"light sources not otherwise provided for";10,98;1,29
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"F21L";"lighting devices or systems thereof, being portabl";16,03;0
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"F21S";"non-portable lighting devices or systems thereof ";17,71;0,61
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"F21V";"functional features or details of lighting devices";25,19;0,59
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"F21W";"indexing scheme associated with subclasses f21l, f";16,92;0,3
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"F21Y";"indexing scheme associated with subclasses f21l, f";25,28;0,68
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01C";"resistors";43,67;0,69
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01F";"magnets; inductances; transformers; selection of m";20,05;0,49
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01G";"capacitors; capacitors, rectifiers, detectors, swi";34,86;1,77
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01H";"electric switches; relays; selectors; emergency pr";14,97;0,68
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01J";"electric discharge tubes or discharge lamps";35,13;1,97
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01K";"electric incandescent lamps";45,6;0
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01M";"processes or means, e.g. batteries, for the direct";20,88;0,44
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01R";"electrically-conductive connections; structural as";22,94;0,7
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H01T";"spark gaps; overvoltage arresters using spark gaps";9,74;1,47
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H02B";"boards, substations, or switching arrangements for";16,05;0,28
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H02G";"installation of electric cables or lines, or of co";22,65;0,09
"Limburg";"Electrical machinery, apparatus, energy";31,28;54,55;0,56;"H02H";"emergency protective circuit arrangements";17,22;0
