Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Diversity Spotlight,Organization Website,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Bossa Nova Robotics,https://www.crunchbase.com/funding_round/bossa-nova-robotics-inc-series-b--599dc2a0,Bossa Nova Robotics,https://www.crunchbase.com/organization/bossa-nova-robotics-inc,Series B,1000000,USD,1000000,2019-10-28,Early Stage Venture,,,,Yes,"Bossa Nova Robotics is a provider of real-time, on-shelf product data for the global retail industry.","Analytics, Artificial Intelligence (AI), Autonomous Vehicles, Cloud Computing, Computer Vision, Human Computer Interaction, Retail Technology, Robotics, Software","San Francisco, California, United States, North America",$10M to $50M,,http://www.bossanova.com/,97610389,USD,97610389,Early Stage Venture,12,,Celesta Capital,1,,"128,573"
Pre Seed Round - AMPAworks,https://www.crunchbase.com/funding_round/ampaworks-pre-seed--71e22fbe,AMPAworks,https://www.crunchbase.com/organization/ampaworks,Pre-Seed,470000,USD,470000,2019-06-30,Seed,,,,Yes,AMPAworks is a computer vision-enabled IoT system that tracks inventory in hospitals and clinics.,"Artificial Intelligence (AI), Computer Vision, Health Care, Information Technology","Buffalo, New York, United States, North America",$1M to $10M,"Women Founded, Women Led",http://www.ampaworks.com,1570000,USD,1570000,Seed,2,,"500 Global, Angel, Cedars-Sinai Accelerator, Dorm Room Fund, Wharton School of the University of Pennsylvania",5,,"128,647"
Venture Round - Nuuka,https://www.crunchbase.com/funding_round/nuuka-series-unknown--57664507,Nuuka,https://www.crunchbase.com/organization/nuuka,Venture - Series Unknown,700000,EUR,784077,2019-05-06,,,,,Yes,Nuuka is a Building SaaS company diagnosing and optimizing HVAC to create future buildings today.,"Artificial Intelligence (AI), Big Data, Energy Management, Facility Management, Heating, Ventilation, and Air Conditioning (HVAC), Machine Learning, Property Management, SaaS, Smart Building, Software","Helsinki, Southern Finland, Finland, Europe",$10M to $50M,,https://www.nuukasolutions.com,1300000,EUR,1427782,,5,,Loudspring,1,,"128,782"
Funding Round - Dilepix,https://www.crunchbase.com/funding_round/dilepix-undisclosed--608ff33d,Dilepix,https://www.crunchbase.com/organization/dilepix,Funding Round,1000000,USD,1000000,2019-06-27,,,,,Yes,Dilepix is a deep learning vision control system startup addressing the market for precision agriculture.,"Agriculture, AgTech, Artificial Intelligence (AI), Computer Vision, Farming, Intelligent Systems, Machine Learning, Software","Rennes, Bretagne, France, Europe",$1M to $10M,,https://dilepix.com/,1000000,USD,1000000,,1,,,,,"128,822"
Seed Round - BrainScan,https://www.crunchbase.com/funding_round/brainscan-4411-seed--73bed22a,BrainScan,https://www.crunchbase.com/organization/brainscan-4411,Seed,250000,USD,250000,2019-04-10,Seed,1785000,USD,1785000,Yes,We add value to radiology workflow to prevent under-reporting and prioritizing patients using augmented intelligence,"Artificial Intelligence (AI), Health Diagnostics, Machine Learning","Gdansk, Pomorskie, Poland, Europe",,,https://www.brainscan.ai/,4406859,USD,4406859,Early Stage Venture,6,,LSI (Life Science Innovations Fund),1,,"129,066"
Pre Seed Round - Health Note,https://www.crunchbase.com/funding_round/health-note-pre-seed--335b1283,Health Note,https://www.crunchbase.com/organization/health-note,Pre-Seed,900000,USD,900000,2019-01-01,Seed,,,,Yes,Health Note is a clinical platform that helps healthcare practitioners to collect and enter information for patient reconciliation.,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Information Technology, mHealth","San Francisco, California, United States, North America",,,https://www.healthnote.com,23020000,USD,23020000,Early Stage Venture,7,,,,,"129,118"
Seed Round - 7 Chord,https://www.crunchbase.com/funding_round/7-chord-seed--8a4427be,7 Chord,https://www.crunchbase.com/organization/7-chord,Seed,700000,USD,700000,2019-10-08,Seed,,,,Yes,7 Chord's BondDroid AI is a real-time dynamic pricing engine of tradable assets make informed profit-maximizing decisions.,"Analytics, Artificial Intelligence (AI), Big Data, Credit, Data Mining, Data Visualization, Financial Services, Machine Learning, Predictive Analytics","New York, New York, United States, North America",$1M to $10M,"Women Founded, Women Led",http://www.7-chord.com/,3188333,USD,3188333,Seed,7,,,,,"129,483"
Seed Round - Talk-A-Bot,https://www.crunchbase.com/funding_round/talk-a-bot-seed--98567cce,Talk-A-Bot,https://www.crunchbase.com/organization/talk-a-bot,Seed,1000000,EUR,1139550,2019-01-04,Seed,,,,Yes,"Talk-A-Bot is an information technology company that provides an enterprise chat-bot for corporate, company, and brand.","Artificial Intelligence (AI), Customer Service, Digital Marketing, Information Technology, Internet, Mobile Advertising, Social Media Advertising, Software","Budapest, Budapest, Hungary, Europe",$1M to $10M,,http://talkabot.net/en/,5465792,USD,5465792,,5,"Day One Capital, PortfoLion Capital Partners","Day One Capital, PortfoLion Capital Partners",2,,"579,068"
Grant - Hanatech,https://www.crunchbase.com/funding_round/hanatech-grant--0ab324f2,Hanatech,https://www.crunchbase.com/organization/hanatech,Grant,425000,CAD,319644,2019-08-22,,,,,No,"Hanatech's OneSmartView platform utilizes IoT, AI, and data analytics to help companies increase revenues and improve efficiencies.","AgTech, Analytics, Artificial Intelligence (AI), CleanTech, Information Technology, Internet of Things, Machine Learning, SaaS, Smart Building, Software","Bedford, Nova Scotia, Canada, North America",,,https://hanatech.ca/,425000,CAD,319644,,1,Atlantic Canada Opportunities Agency,Atlantic Canada Opportunities Agency,1,,"129,819"
Equity Crowdfunding - impact RI Ltd,https://www.crunchbase.com/funding_round/impact-ri-ltd-equity-crowdfunding--eacdf81a,impact RI Ltd,https://www.crunchbase.com/organization/impact-ri-ltd,Equity Crowdfunding,217150,GBP,261885,2019-08-14,,,,,Yes,Software that delivers Amplified Intelligence,"Analytics, Apps, Artificial Intelligence (AI), Enterprise Software, Information Technology, Software","Oxford, Oxfordshire, United Kingdom, Europe",Less than $1M,,http://www.impactri.com,366870,GBP,455752,Seed,3,,,,,"129,922"
Grant - Greeneye Technology,https://www.crunchbase.com/funding_round/green-eye-technology-grant--659318e3,Greeneye Technology,https://www.crunchbase.com/organization/green-eye-technology,Grant,1000000,USD,1000000,2019-06-01,,,,,No,Greeneye's mission is to dramatically reduce chemical usage while increasing productivity and profitability for farmers.,"Agriculture, AgTech, Artificial Intelligence (AI), Big Data, Farming, Internet of Things, Software","Tel Aviv, Tel Aviv, Israel, Asia",$1M to $10M,,http://www.greeneye.ag,51000000,USD,51000000,,7,,Israel Innovation Authority,1,,"134,001"
Pre Seed Round - Dreamdata,https://www.crunchbase.com/funding_round/dreamdata-io-pre-seed--16a09bb3,Dreamdata,https://www.crunchbase.com/organization/dreamdata-io,Pre-Seed,535000,USD,535000,2019-09-03,Seed,,,,Yes,Dreamdata is a B2B revenue automation platform. We help you repeat success and stop wasting money.,"Analytics, B2B, Cloud Data Services, Data Integration, Data Visualization, Machine Learning, Predictive Analytics","Copenhagen, Hovedstaden, Denmark, Europe",$1M to $10M,,https://dreamdata.io,12221699,USD,12221699,Early Stage Venture,3,Seedcamp,"David Helgason, Futuristic.vc, PSV, Seedcamp, The Nordic Web Ventures",5,4,"130,824"
Pre Seed Round - IndustrialML,https://www.crunchbase.com/funding_round/industrialml-inc-pre-seed--ea0dba55,IndustrialML,https://www.crunchbase.com/organization/industrialml-inc,Pre-Seed,900000,USD,900000,2019-03-01,Seed,,,,Yes,IndustrialML is a startup serving industrial customers by making factories smarter.,"Enterprise Software, Industrial Automation, Information Technology, Predictive Analytics","Boston, Massachusetts, United States, North America",Less than $1M,,https://www.industrialml.com/,925000,USD,925000,Seed,2,,,,,"134,463"
Grant - Ramona,https://www.crunchbase.com/funding_round/ramona-optics-grant--14771de5,Ramona,https://www.crunchbase.com/organization/ramona-optics,Grant,738353,USD,738353,2019-08-20,,,,,No,Ramona develops high-throughput microscopy tools to unlock previously impossible experiments within the modern biology lab.,"Biotechnology, Hardware, Machine Learning, Software","Durham, North Carolina, United States, North America",$1M to $10M,"Middle Eastern / North African Founded, Women Founded, Women Led",https://www.ramonaoptics.com,8616629,USD,8616629,Seed,13,National Institutes of Health,National Institutes of Health,1,,"132,082"
Secondary Market - GearTranslations,https://www.crunchbase.com/funding_round/geartranslations-secondary-market--24a50d4d,GearTranslations,https://www.crunchbase.com/organization/geartranslations,Secondary Market,244133,EUR,266972,2019-10-01,,2480223,EUR,2712248,No,Translation Management System Leveraged on Machine Learning,"Artificial Intelligence (AI), Machine Learning, Software","Santa Cruz De Tenerife, Canarias, Spain, Europe",,,http://www.geartranslations.com,831347,USD,831347,Early Stage Venture,5,Bewater Funds,Bewater Funds,1,,"507,652"
Seed Round - TENTIAL,https://www.crunchbase.com/funding_round/tential-seed--d6018c36,TENTIAL,https://www.crunchbase.com/organization/tential,Seed,130000000,JPY,1161544,2019-04-19,Seed,,,,Yes,TENTIAL analyzes detailed purchasing behavior and attributes online and aim to deliver products based on information.,"Artificial Intelligence (AI), Content, Internet of Things, Social Media, Sports","Tokyo, Tokyo, Japan, Asia",,,https://corp.tential.jp/,130000000,JPY,1161544,,3,,"Akatsuki Games Inc., Incubate Fund",2,,"212,854"
Seed Round - KPI6,https://www.crunchbase.com/funding_round/kpi6-seed--540d91ea,KPI6,https://www.crunchbase.com/organization/kpi6,Seed,500000,EUR,573075,2019-01-01,Seed,3500000,EUR,4011526,Yes,Transform the way companies launch market research by providing a tool that gives a 360-degree view of consumers’ digital life.,"Brand Marketing, Business Intelligence, Market Research, Predictive Analytics, Reputation, Software","Rubiera, Emilia-Romagna, Italy, Europe",$1M to $10M,,https://kpi6.com,2374204,EUR,2643003,,7,,,,,"134,520"
Seed Round - Elucd,https://www.crunchbase.com/funding_round/elucd-seed--f15340b4,Elucd,https://www.crunchbase.com/organization/elucd,Seed,775000,USD,775000,2019-07-01,Seed,,,,Yes,Elucd enables cities to understand the realtime pulse of their residents priorities.,"GovTech, Law Enforcement, Predictive Analytics, Real Time, Smart Cities","New York, New York, United States, North America",$1M to $10M,,https://www.elucd.com,1895000,USD,1895000,M&A,3,,"Auren Hoffman, Oakhouse Partners",2,,"178,063"
Grant - Unknot.id,https://www.crunchbase.com/funding_round/unknot-id-grant--040ac7c9,Unknot.id,https://www.crunchbase.com/organization/unknot-id,Grant,223468,USD,223468,2019-12-16,,,,,No,Revolutionizing the tracking and monitoring of everything mobile,Artificial Intelligence (AI),"Orlando, Florida, United States, North America",$1M to $10M,"Women Founded, Women Led",https://www.unknot.id,1856368,USD,1856368,Seed,5,National Science Foundation,National Science Foundation,1,,"179,287"
Seed Round - Van Robotics,https://www.crunchbase.com/funding_round/vän-robotics-seed--940dfd00,Van Robotics,https://www.crunchbase.com/organization/vän-robotics,Seed,602997,USD,602997,2019-03-29,Seed,,,,Yes,Vän Robotics delivers robot-assisted tutoring that makes learning K-8 subjects fun and accessible.,"Artificial Intelligence (AI), Computer, Consumer Electronics, Education, Software","Columbia, South Carolina, United States, North America",Less than $1M,"Women Founded, Women Led",https://smartrobottutor.com,1022997,USD,1022997,,6,,,,,"556,617"
Seed Round - SEON,https://www.crunchbase.com/funding_round/seon-security-seed--f0807ddd,SEON,https://www.crunchbase.com/organization/seon-security,Seed,1000000,EUR,1109300,2019-12-10,Seed,,,,Yes,SEON is an online fraud prevention platform that detects and stops fraud in real-time through transactional data analysis.,"Fraud Detection, Identity Management, Machine Learning, Network Security","Budapest, Budapest, Hungary, Europe",,,https://seon.io,107823964,USD,107823964,Early Stage Venture,6,PortfoLion Capital Partners,PortfoLion Capital Partners,1,,"556,924"
Debt Financing - Volt Athletics,https://www.crunchbase.com/funding_round/volt-athletics-debt-financing--77e33b72,Volt Athletics,https://www.crunchbase.com/organization/volt-athletics,Debt Financing,1000000,USD,1000000,2019-12-06,,,,,No,"Volt Athletics delivers hyper-personalized, AI-powered training plans to millions of athletes and teams worldwide.","Apps, Artificial Intelligence (AI), Consumer, Fitness, Health Care, Mobile, Mobile Apps, Personal Health, Sports","Seattle, Washington, United States, North America",$1M to $10M,,http://www.voltathletics.com,4741474,USD,4741474,Seed,5,,,,,"620,637"
Pre Seed Round - eBanqo,https://www.crunchbase.com/funding_round/ebanqo-pre-seed--dae330d2,eBanqo,https://www.crunchbase.com/organization/ebanqo,Pre-Seed,750000,USD,750000,2019-03-07,Seed,,,,Yes,"Chatbot and livechat solution for Twitter, Facebook, WhatsApp, webchat, in-app, and other social media channels","Artificial Intelligence (AI), Chatbot, Customer Service, Human Computer Interaction, SaaS, Software","Atlanta, Georgia, United States, North America",$1M to $10M,"Black Founded, Black Led",https://www.ebanqo.com/,1850000,USD,1850000,Seed,4,,EchoVC Partners,1,,"359,169"
Seed Round - ScanX,https://www.crunchbase.com/funding_round/scanx-seed--025b4282,ScanX,https://www.crunchbase.com/organization/scanx,Seed,500000,USD,500000,2019-12-01,Seed,10000000,USD,10000000,Yes,Scanx is a Cloud Analytics Platform.,"3D Technology, Analytics, Cloud Management, Information Technology, Machine Learning, Software","Ichigaya, Tokyo, Japan, Asia",,,https://scanx.com/,2698551,USD,2698551,Seed,3,,DNX Ventures,1,,"558,183"
Angel Round - Kamua,https://www.crunchbase.com/funding_round/kamua-angel--0075f27f,Kamua,https://www.crunchbase.com/organization/kamua,Angel,475000,USD,475000,2019-02-28,Seed,7500000,USD,7500000,Yes,SaaS Video Editing Automation Tools,"Artificial Intelligence (AI), Marketing Automation, SaaS, Software, Video Editing","London, England, United Kingdom, Europe",Less than $1M,,https://kamua.com,475000,USD,475000,M&A,1,,"Albert Armengol, Scott Cohen",2,,"558,802"
Seed Round - GoodVision,https://www.crunchbase.com/funding_round/goodvision-seed--8d946281,GoodVision,https://www.crunchbase.com/organization/goodvision,Seed,1000000,EUR,1128750,2019-07-01,Seed,,,,Yes,AI Traffic Analytics Platform,"Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Data Visualization, Machine Learning, SaaS, Smart Cities, Transportation","London, England, United Kingdom, Europe",$1M to $10M,,https://www.goodvisionlive.com,3700000,EUR,4053794,Seed,3,,"Credo Ventures, Neo Ventures",2,2,"559,713"
Seed Round - Pencil,https://www.crunchbase.com/funding_round/pencil-5ebf-seed--8b0a3a12,Pencil,https://www.crunchbase.com/organization/pencil-5ebf,Seed,1100000,USD,1100000,2019-01-01,Seed,,,,Yes,Pencil is a creative AI platform that generates ads predicted to win.,"Advertising, Artificial Intelligence (AI), Content, E-Commerce, Machine Learning","Singapore, Central Region, Singapore, Asia",$1M to $10M,,https://www.trypencil.com/,3850000,USD,3850000,M&A,2,Wavemaker Partners,Wavemaker Partners,1,,"300,048"
Seed Round - eatOS - Restaurants Made Simple,https://www.crunchbase.com/funding_round/eatos-seed--fffaffd0,eatOS - Restaurants Made Simple,https://www.crunchbase.com/organization/eatos,Seed,1000000,USD,1000000,2019-11-19,Seed,,,,Yes,"SaaS, Restaurant Technology, AI Enabled Point of Sale, Payments, Online Ordering, Restaurant Technology Cloud","Artificial Intelligence (AI), Hospitality, Information Technology, Machine Learning, Mobile Apps, Payments, Predictive Analytics, Retail Technology, SaaS, Software","Miami, Florida, United States, North America",,Southeast Asian Founded,https://www.eatOS.com,4170000,USD,4170000,,7,SuperNova,SuperNova,1,,"363,166"
