Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Musubi,https://www.crunchbase.com/funding_round/musubi-71ac-seed--8b997299,Musubi,https://www.crunchbase.com/organization/musubi-71ac,Seed,1160000,USD,1160000,2024-07-30,Seed,,,,Yes,Musubi is an artificial intelligence company that offers content moderation and fraud detection services across social media apps.,"Artificial Intelligence (AI), Content, Cyber Security, SaaS, Social Media",,"Santa Barbara, California, United States, North America",https://www.musubilabs.ai/,,1160000,USD,1160000,1,Seed,,,,,"7,046"
Seed Round - Hummingbird Systems,https://www.crunchbase.com/funding_round/hummingbird-systems-a9ed-seed--d7e743dc,Hummingbird Systems,https://www.crunchbase.com/organization/hummingbird-systems-a9ed,Seed,2200000,USD,2200000,2024-07-31,Seed,,,,Yes,Hummingbird Systems is offers autonomous aerial fulfillment technology for next-generation warehouse automation.,"Robotic Process Automation (RPA), Robotics, Warehouse Automation",,"Pittsburgh, Pennsylvania, United States, North America",,,2200000,USD,2200000,1,Seed,,,,,"7,076"
Venture Round - Obvio,https://www.crunchbase.com/funding_round/obvio-series-unknown--1fe8b605,Obvio,https://www.crunchbase.com/organization/obvio,Venture - Series Unknown,6681488,USD,6681488,2024-07-29,,,,,Yes,Obvio leverages AI to reduce traffic-related fatalities and make cities operate more efficiently.,"Artificial Intelligence (AI), Law Enforcement, Public Safety",,"San Carlos, California, United States, North America",https://www.obvio.ai/,,6681488,USD,6681488,1,,,,,,"7,197"
Venture Round - Blumen Systems,https://www.crunchbase.com/funding_round/blumen-systems-series-unknown--c3af9560,Blumen Systems,https://www.crunchbase.com/organization/blumen-systems,Venture - Series Unknown,6385989,USD,6385989,2024-07-24,,,,,Yes,Blumen builds software powering clean energy development and mineral exploration.,"Artificial Intelligence (AI), Energy, Software",,"San Francisco, California, United States, North America",https://www.blumensystems.com,,7635989,USD,7635989,2,,,,,,"7,985"
Venture Round - AWM Smart Shelf,https://www.crunchbase.com/funding_round/adroit-worldwide-media-series-unknown--15240900,AWM Smart Shelf,https://www.crunchbase.com/organization/adroit-worldwide-media,Venture - Series Unknown,1143000,USD,1143000,2024-07-25,,,,,Yes,AWM Smart Shelf reinvents the online experience for the in-store market place.,"Artificial Intelligence (AI), Computer Vision, Digital Media, Information Technology, Media and Entertainment",,"Aliso Viejo, California, United States, North America",https://smartshelf.com/index.html,$1M to $10M,23810600,USD,23810600,7,,,,,,"8,070"
Venture Round - Virgo Surgical Video Solutions,https://www.crunchbase.com/funding_round/virgo-marketing-series-unknown--29d097e3,Virgo Surgical Video Solutions,https://www.crunchbase.com/organization/virgo-marketing,Venture - Series Unknown,3749873,USD,3749873,2024-07-26,,,,,Yes,Virgo Surgical Video Solutions accelerates clinical trials with AI for endoscopy.,"Artificial Intelligence (AI), Clinical Trials, Computer Vision, Machine Learning, Medical Device, Recruiting, Video",,"Carlsbad, California, United States, North America",https://virgosvs.com/,$1M to $10M,13355746,USD,13355746,6,,,,,,"8,059"
Venture Round - BrightAI,https://www.crunchbase.com/funding_round/brightai-series-unknown--07edf766,BrightAI,https://www.crunchbase.com/organization/brightai,Venture - Series Unknown,13999995,USD,13999995,2024-07-25,,,,,Yes,"We leverage the capabilities of AI to transform physical entities into digital counterparts, driving business expansion and growth.","Artificial Intelligence (AI), Cloud Computing, Internet of Things, Mobile",,"San Francisco, California, United States, North America",https://www.bright.ai,$1M to $10M,13999995,USD,13999995,1,,,,,,"8,330"
Seed Round - Brendi,https://www.crunchbase.com/funding_round/brendi-seed--f348149e,Brendi,https://www.crunchbase.com/organization/brendi,Seed,800000,USD,800000,2024-08-05,Seed,,,,Yes,Food delivery through WhatsApp,"Artificial Intelligence (AI), Food and Beverage, Food Delivery, Generative AI, Retail, Small and Medium Businesses, Software",,"São José Dos Campos, Sao Paulo, Brazil, South America",https://brendi.com.br,,1220000,USD,1220000,2,Seed,Veredas Partners,"Mago Capital, Norte Ventures, Veredas Partners",3,,"17,191"
Pre Seed Round - Hutsy,https://www.crunchbase.com/funding_round/hutsy-4383-pre-seed--66157ac9,Hutsy,https://www.crunchbase.com/organization/hutsy-4383,Pre-Seed,2000000,USD,2000000,2024-08-01,Seed,,,,Yes,Hutsy is an AI-powered financial guide that provides a platform for monitoring and tracking financial goals,Generative AI,,"Toronto, Ontario, Canada, North America",https://hutsy.com/,Less than $1M,2000000,USD,2000000,1,Seed,Right Side Capital Management,"Dax Dasilva, Frank Baylis, Right Side Capital Management, Wes Hall",4,,"17,865"
Pre Seed Round - ProhostAI,https://www.crunchbase.com/funding_round/prohostai-pre-seed--a6a40cc3,ProhostAI,https://www.crunchbase.com/organization/prohostai,Pre-Seed,1465000,USD,1465000,2024-08-27,Seed,,,,Yes,AI-powered operating system for Airbnb hosts,"Artificial Intelligence (AI), B2B, Generative AI, Hospitality, Machine Learning, SaaS, Software",,"San Francisco, California, United States, North America",https://www.prohost.ai,,1465000,USD,1465000,1,Seed,,"Data Tech Fund, Pear VC, Y Combinator",3,3,"18,025"
Pre Seed Round - Flikforge,https://www.crunchbase.com/funding_round/flikforge-pre-seed--03de6433,Flikforge,https://www.crunchbase.com/organization/flikforge,Pre-Seed,167000,USD,167000,2024-08-20,Seed,8000000,USD,8000000,Yes,Rights and royalties platform for GenAI data and fine-tuned derivatives.,"Ad Network, Brand Marketing, Gaming, Generative AI, Image Recognition, Media and Entertainment, Video Editing",,"Los Angeles, California, United States, North America",https://www.flikforge.com,,219000,USD,219000,2,Seed,,Microsoft,1,,"39,150"
Convertible Note - Enloq,https://www.crunchbase.com/funding_round/enloq-convertible-note--5537214f,Enloq,https://www.crunchbase.com/organization/enloq,Convertible Note,25000,USD,25000,2024-08-08,,,,,No,Our mission is reduce shrinkage for retailers using AI,"Artificial Intelligence (AI), Computer Vision, Retail Technology",,"Atlanta, Georgia, United States, North America",https://www.enloq.co/,,30000,USD,30000,2,,Fusen,Fusen,1,,"39,670"
Pre Seed Round - Moshi Mosh,https://www.crunchbase.com/funding_round/moshi-mosh-pre-seed--586f512c,Moshi Mosh,https://www.crunchbase.com/organization/moshi-mosh,Pre-Seed,100000,HKD,12810,2024-07-25,Seed,,,,Yes,Moshi Mosh is a character AI platform focusing on building the best roleplaying experience.,Artificial Intelligence (AI),,"Hong Kong, Hong Kong Island, Hong Kong, Asia",https://moshi-mosh.com,,100000,HKD,12810,1,Seed,,Hong Kong Science and Technology Parks Corporation,1,,"39,922"
Seed Round - Biva,https://www.crunchbase.com/funding_round/biva-b599-seed--82783d0b,Biva,https://www.crunchbase.com/organization/biva-b599,Seed,30000000,INR,358135,2024-08-02,Seed,,,,Yes,Business Intelligence Virtual Assistant,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Integration, Data Visualization, Predictive Analytics, SaaS, Software",,"Hyderabad, Andhra Pradesh, India, Asia",https://biva.ai,,1182833,USD,1182833,4,Seed,Equanimity Investments,Equanimity Investments,1,,"40,185"
Non Equity Assistance - Intello Labs,https://www.crunchbase.com/funding_round/intello-labs-non-equity-assistance--db2d23fd,Intello Labs,https://www.crunchbase.com/organization/intello-labs,Non-equity Assistance,23600000,INR,281899,2024-07-31,,,,,No,Intello Labs uses image matching and machine learning to measure the quality of crops.,"AgTech, Artificial Intelligence (AI), Big Data, CRM, Image Recognition, Information Technology, Machine Learning",,"Gurgaon, Haryana, India, Asia",http://www.intellolabs.com,$10M to $50M,16795699,USD,16795699,10,Early Stage Venture,Upside Investech Networks Private Limited,Upside Investech Networks Private Limited,1,,"39,969"
Pre Seed Round - Tymeline,https://www.crunchbase.com/funding_round/tymeline-pre-seed--d02ca7ea,Tymeline,https://www.crunchbase.com/organization/tymeline,Pre-Seed,500000,USD,500000,2024-08-03,Seed,,,,Yes,Unlock up to 30% more productivity for your team with Authentic AI Engine.,"Artificial Intelligence (AI), Human Resources, Identity Management, Information Technology, Machine Learning, SaaS, Software",,"Poway, California, United States, North America",https://tymeline.app,,590000,USD,590000,4,Seed,,Nikos Iatropoulos,1,,"41,382"
Series A - Nutri Co,https://www.crunchbase.com/funding_round/nutri-co-09d5-series-a--0c6eb450,Nutri Co,https://www.crunchbase.com/organization/nutri-co-09d5,Series A,2000000,USD,2000000,2024-07-25,Early Stage Venture,,,,Yes,Nutri Co is a Foodtech that uses A.I to create nutritious and sustainable food products with affordable prices in multiple categories.,"Artificial Intelligence (AI), Food and Beverage, Food Processing, Machine Learning, Nutrition, Sustainability, Wellness",,"Lima, Lima, Peru, South America",https://nutrico.io/,,3641000,USD,3641000,9,Early Stage Venture,Terraflos Inc.,Terraflos Inc.,1,,"41,436"
Pre Seed Round - Flomoney,https://www.crunchbase.com/funding_round/flomoney-pre-seed--4ffeff68,Flomoney,https://www.crunchbase.com/organization/flomoney,Pre-Seed,200000,USD,200000,2024-07-27,Seed,,,,Yes,Building domain based chatbots such as LawGPT and RamVani,"Artificial Intelligence (AI), Information Technology, Legal Tech, Software",,"Middletown, Delaware, United States, North America",https://flomoney.info,,200000,USD,200000,1,Seed,Microsoft,Microsoft,1,,"41,593"
Pre Seed Round - uiAgent,https://www.crunchbase.com/funding_round/uiagent-pre-seed--5ac98ebf,uiAgent,https://www.crunchbase.com/organization/uiagent,Pre-Seed,500000,USD,500000,2024-08-01,Seed,,,,Yes,Large Action Models for Business Process Automation,Generative AI,,"Manhattan, New York, United States, North America",https://uiagent.co,,500000,USD,500000,1,Seed,,,,,"64,563"
Seed Round - Thunderbirds,https://www.crunchbase.com/funding_round/thunderbirds-me-inc-seed--aa47a385,Thunderbirds,https://www.crunchbase.com/organization/thunderbirds-me-inc,Seed,3000000,USD,3000000,2024-08-15,Seed,30000000,USD,30000000,Yes,Thunderbirds is an augmented reality virtual reality mixed reality generative AI frameworks platform & services provider.,"Artificial Intelligence (AI), Blockchain, Cloud Computing, Computer Vision, Generative AI, Human Computer Interaction, Information Technology, Machine Learning, Metaverse, Virtual Reality",,"Orlando, Florida, United States, North America",https://www.thunderbirds.me,$1M to $10M,9500000,USD,9500000,4,Early Stage Venture,,,,,"65,355"
Seed Round - DR. PECKER INC.,https://www.crunchbase.com/funding_round/dr-pecker-inc-seed--336dadfe,DR. PECKER INC.,https://www.crunchbase.com/organization/dr-pecker-inc,Seed,3500000,USD,3500000,2024-08-16,Seed,30000000,USD,30000000,Yes,"DR. PECKER is AI & generative AI driven, smart clinics & health tech software solutions & records data hub, platform and services provider.","Augmented Reality, Blockchain, Cloud Computing, Generative AI, Health Care, Information Technology, Machine Learning, Metaverse, Natural Language Processing, Virtual Reality",,"Orlando, Florida, United States, North America",https://www.drpecker.me/,,7500000,USD,7500000,3,Seed,,,,,"65,391"
Seed Round - RAI,https://www.crunchbase.com/funding_round/rai-inc-florida-seed--3b40869e,RAI,https://www.crunchbase.com/organization/rai-inc-florida,Seed,3000000,USD,3000000,2024-08-15,Seed,30000000,USD,30000000,Yes,"RAI is a mixed reality, generative AI, metaverse, multiverse software solutions, platforms, and services provider.","Augmented Reality, Blockchain, Cloud Computing, Computer Vision, Generative AI, Information Technology, Machine Learning, Metaverse, Natural Language Processing, Virtual Reality",,"Orlando, Florida, United States, North America",https://www.rai-inc.com,,9500000,USD,9500000,4,Early Stage Venture,,,,,"65,568"
Pre Seed Round - DR. PECKER INC.,https://www.crunchbase.com/funding_round/dr-pecker-inc-pre-seed--0593e065,DR. PECKER INC.,https://www.crunchbase.com/organization/dr-pecker-inc,Pre-Seed,1000000,USD,1000000,2024-08-14,Seed,20000000,USD,20000000,Yes,"DR. PECKER is AI & generative AI driven, smart clinics & health tech software solutions & records data hub, platform and services provider.","Augmented Reality, Blockchain, Cloud Computing, Generative AI, Health Care, Information Technology, Machine Learning, Metaverse, Natural Language Processing, Virtual Reality",,"Orlando, Florida, United States, North America",https://www.drpecker.me/,,7500000,USD,7500000,3,Seed,,,,,"65,590"
Pre Seed Round - Airith,https://www.crunchbase.com/funding_round/airith-pre-seed--454c3795,Airith,https://www.crunchbase.com/organization/airith,Pre-Seed,102524,USD,102524,2024-08-03,Seed,1000000,USD,1000000,Yes,Airith is a privately owned investment technology company providing services to pooled investment,"Artificial Intelligence (AI), Finance, Financial Exchanges, FinTech, Trading Platform",,"Singapore, Central Region, Singapore, Asia",https://airith.com,,102524,USD,102524,1,Seed,,,,,"65,787"
Series A - ShiftNex.ai,https://www.crunchbase.com/funding_round/autorgy-series-a--96e48676,ShiftNex.ai,https://www.crunchbase.com/organization/autorgy,Series A,2000000,USD,2000000,2024-08-10,Early Stage Venture,,,,Yes,"ShiftNex.ai is an AI-powered, acuity based workforce management platform designed to optimize staffing in healthcare settings.","Apps, Artificial Intelligence (AI), Health Care, Human Resources, Marketplace, Mobile, SaaS, Software",,"Tacoma, Washington, United States, North America",http://www.shiftnex.com,$1M to $10M,2000000,USD,2000000,1,Early Stage Venture,,,,,"66,501"
Pre Seed Round - MyPlanKeeper™,https://www.crunchbase.com/funding_round/myplankeeper-pre-seed--04cdd772,MyPlanKeeper™,https://www.crunchbase.com/organization/myplankeeper,Pre-Seed,25000,USD,25000,2024-08-09,Seed,6000000,USD,6000000,Yes,MyPlanKeeper™: The first AI-powered platform transforming retirement anxiety into confidence with emotional AI and cognitive support.,"Artificial Intelligence (AI), Consumer Software, FinTech, Machine Learning, Mental Health, Natural Language Processing, Personal Health, Psychology, Retirement, Wellness",,"Plantation, Florida, United States, North America",https://www.myplankeeper.ai,,50000,USD,50000,2,Seed,,,,,"66,067"
Series B - PLUS CLOUD,https://www.crunchbase.com/funding_round/plus-cloud-series-b--1c614b34,PLUS CLOUD,https://www.crunchbase.com/organization/plus-cloud,Series B,310000,BRL,54889,2024-07-28,Early Stage Venture,,,,Yes,Plus Cloud is an innovative platform for developing content generation software.,"Cloud Computing, Computer Vision, Generative AI, Software",,"São Paulo, Sao Paulo, Brazil, South America",https://pluscloud.tech/,,1180000,BRL,228845,4,Early Stage Venture,,,,,"66,463"
Pre Seed Round - Altrix Technologies,https://www.crunchbase.com/funding_round/altrix-technologies-pre-seed--25e0dec5,Altrix Technologies,https://www.crunchbase.com/organization/altrix-technologies,Pre-Seed,225000,USD,225000,2024-07-31,Seed,,,,Yes,Ambience AI. Reimagined.,"Artificial Intelligence (AI), Health Care, Software",,"Ann Arbor, Michigan, United States, North America",https://altrix.tech,,225000,USD,225000,1,Seed,,,,,"70,922"
Series A - Agile Medical,https://www.crunchbase.com/funding_round/agile-medical-33f4-series-a--0b4725e9,Agile Medical,https://www.crunchbase.com/organization/agile-medical-33f4,Series A,100000000,CNY,14013649,2024-08-21,Early Stage Venture,,,,Yes,"Agile Medical is a surgical robot developer focusing on R&D, industrialization, and precise disease diagnosis and treatment.","Medical, Robotic Process Automation (RPA), Robotics",,"Suzhou, Jiangsu, China, Asia",http://www.agibot.cn/,,100000000,CNY,14013649,1,Early Stage Venture,Cenova,"Cenova, Hengdian Capital, Oriza Seed Capital (Oriza Yuandian), Sherpa Healthcare Partners, Suzhou Trust",5,,
Seed Round - Skyfire Systems,https://www.crunchbase.com/funding_round/skyfire-systems-seed--1cfe2277,Skyfire Systems,https://www.crunchbase.com/organization/skyfire-systems,Seed,8500000,USD,8500000,2024-08-21,Seed,,,,Yes,Skyfire Systems is a provider of a payment network for AI.,"Artificial Intelligence (AI), Financial Services, Payments",,"San Francisco, California, United States, North America",https://www.skyfire.xyz,,8500000,USD,8500000,1,Seed,,"Arca, Arrington Capital, BH Digital, Circle, Crossbeam Venture Partners, Draper Associates, DRW, Everyrealm, FBG Capital, Gemini, Inception Capital, Intersection Growth Partners, Neuberger Berman, Redbeard Ventures, Ripple, Sfermion",16,1,
Series A - TRI Jitai Intelligent,https://www.crunchbase.com/funding_round/tri-jitai-intelligent-series-a--3cd457d5,TRI Jitai Intelligent,https://www.crunchbase.com/organization/tri-jitai-intelligent,Series A,60000000,CNY,8408190,2024-08-21,Early Stage Venture,,,,Yes,TRI Jitai Intelligent is an intelligent technology company that specially develops aerial wall-climbing robots for large energy facilities.,"Intelligent Systems, Manufacturing, Robotics",,"Hangzhou, Zhejiang, China, Asia",https://www.3h-technology.com,,60000000,CNY,8408190,1,Early Stage Venture,TopoScend Capital,TopoScend Capital,1,1,
Series A - InvestorAi,https://www.crunchbase.com/funding_round/investorai-25b8-series-a--49ca48c9,InvestorAi,https://www.crunchbase.com/organization/investorai-25b8,Series A,800000000,INR,9534264,2024-08-21,Early Stage Venture,,,,Yes,InvestorAi is an AI tool that provides users with predicted AI-powered insights to help them make better investing decisions.,"Apps, Artificial Intelligence (AI), Financial Services",,"London, England, United Kingdom, Europe",https://investorai.in,$1M to $10M,800000000,INR,9534264,1,Early Stage Venture,Ashish Kacholia,Ashish Kacholia,1,,
Angel Round - Callmatic,https://www.crunchbase.com/funding_round/callmatic-angel--ccf4e3ff,Callmatic,https://www.crunchbase.com/organization/callmatic,Angel,8380000,INR,99871,2024-08-21,Seed,,,,Yes,Callmatic automates the handling of inbound and outgoing contacts to ensure seamless lead qualifying.,"Artificial Intelligence (AI), Information Services",,"Bengaluru, Karnataka, India, Asia",https://www.callmatic.ai/,,8380000,INR,99871,1,Seed,,"Abhishek Agarwal, Abhishek Jain, Gaurav Nemade, Gunjan Sharma, Karan Attri, Kush Mishra, Manasi Jain, Naresh Kumar, Naveen Bansal, Nilesh Ukey, Rahul Kumar Sahu, Sumit Gupta, Vineet Chirania",13,,
