Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Website,Diversity Spotlight,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Investle.net,https://www.crunchbase.com/funding_round/investle-net-pre-seed--37805b2c,Investle.net,https://www.crunchbase.com/organization/investle-net,Pre-Seed,43000,USD,43000,2021-11-23,Seed,52000,USD,52000,Yes,AI to Change Creation,"Artificial Intelligence (AI), Content Creators, Generative AI, Machine Learning",https://investle.net/,,"Colombo, Western, Sri Lanka, Asia",,270000,USD,270000,Early Stage Venture,3,,,,,"65,369"
Pre Seed Round - RPA Solutions,https://www.crunchbase.com/funding_round/rpa-solutions-30f0-pre-seed--e506004e,RPA Solutions,https://www.crunchbase.com/organization/rpa-solutions-30f0,Pre-Seed,50000,EUR,60820,2021-01-26,Seed,,,,Yes,Saas application offering large companies' work shedule management.,"CRM, Enterprise Software, Intelligent Systems, Management Information Systems, Robotic Process Automation (RPA)",,,"Sofia, Grad Sofiya, Bulgaria, Europe",,50000,EUR,60820,Seed,1,Innovation Capital,Innovation Capital,1,,"65,858"
Pre Seed Round - DroneSec,https://www.crunchbase.com/funding_round/dronesec-pre-seed--8135c503,DroneSec,https://www.crunchbase.com/organization/dronesec,Pre-Seed,50000,AUD,38585,2021-05-01,Seed,,,,Yes,DroneSec is revolutionising cybersecurity and threat intelligence for safe and secure drone operations.,"Artificial Intelligence (AI), Cyber Security, Drone Management, Drones, Intelligent Systems, Security, Training",https://dronesec.com,,"Melbourne, Victoria, Australia, Oceania",,50000,AUD,38585,Seed,1,,CyRise,1,,"66,527"
Pre Seed Round - AnaliseDigital Technologies,https://www.crunchbase.com/funding_round/analisedigital-technologies-pre-seed--8e4c41fa,AnaliseDigital Technologies,https://www.crunchbase.com/organization/analisedigital-technologies,Pre-Seed,70000,USD,70000,2021-11-18,Seed,300000,USD,300000,Yes,AnaliseDigital Technologies is a Sri Lankan startup using AI for next-gen web development & data analytics solutions.,"Analytics, Apps, Artificial Intelligence (AI), Data Visualization, Information Technology, Machine Learning, Usability Testing, Web Development",https://analisedigital.com/,,"Negombo, Western, Sri Lanka, Asia",,279000,USD,279000,Early Stage Venture,3,,,,,"69,021"
Pre Seed Round - Spore Finance,https://www.crunchbase.com/funding_round/spore-finance-pre-seed--5abbe972,Spore Finance,https://www.crunchbase.com/organization/spore-finance,Pre-Seed,68000,USD,68000,2021-12-04,Seed,197000,USD,197000,Yes,Spore Finance is an AI-powered fintech platform designed to streamline and optimize financial management for startups.,"Artificial Intelligence (AI), Financial Services, FinTech, SaaS, Software",https://sporefinance.co/,,"Kandy, Central, Sri Lanka, Asia",,275000,USD,275000,Early Stage Venture,3,,,,,"68,430"
Pre Seed Round - Websazco,https://www.crunchbase.com/funding_round/websazco-pre-seed--2771b8e1,Websazco,https://www.crunchbase.com/organization/websazco,Pre-Seed,43000,USD,43000,2021-10-27,Seed,51000,USD,51000,Yes,Websazco is an innovative AI-based ecommerce platform dedicated to delivering a superior shopping experience for electronics enthusiasts.,"Artificial Intelligence (AI), E-Commerce, Electronics, Marketplace, Retail, Shopping, Wholesale",https://www.websazco.com/,,"Colombo, Western, Sri Lanka, Asia",,265000,USD,265000,Early Stage Venture,3,,,,,"69,559"
Pre Seed Round - Ubitrack,https://www.crunchbase.com/funding_round/ubitrack-pre-seed--f5c72ed2,Ubitrack,https://www.crunchbase.com/organization/ubitrack,Pre-Seed,50000,EUR,56638,2021-12-22,Seed,,,,Yes,Ubitrack is a one-stop-shop for football performance data. We extract the data using only video footage.,"Artificial Intelligence (AI), Big Data, Computer Vision, Machine Learning, Software, Sports",http://ubitrack.eu/,,"Sofia, Grad Sofiya, Bulgaria, Europe",,90000,EUR,101102,Seed,3,,Innovation Capital,1,,"69,906"
Seed Round - Braid,https://www.crunchbase.com/funding_round/braid-f1fb-seed--3b3fc5e6,Braid,https://www.crunchbase.com/organization/braid-f1fb,Seed,20000000,JPY,182821,2021-06-10,Seed,,,,Yes,"Braid combines principles of mathematics, physics, computer science, and AI technology to develop software for commercial use.","Artificial Intelligence (AI), Industrial, Information Technology, Software",https://braid.tech/jp/home/,,"Shibuya, Kanagawa, Japan, Asia",,20000000,JPY,182821,Seed,1,Shizen Capital,Shizen Capital,1,,"69,839"
Venture Round - Bumper,https://www.crunchbase.com/funding_round/bumper-443f-series-unknown--59f9ac9b,Bumper,https://www.crunchbase.com/organization/bumper-443f,Venture - Series Unknown,20000,USD,20000,2021-10-12,,,,,Yes,BUMPER is a DeFi price protection protocol that protects the value of crypto assets.,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, Finance, Financial Services, FinTech",https://bumper.fi,,"London, England, United Kingdom, Europe",,10020000,USD,10020000,,2,,"Metaconomy Capital, Node Kapital",2,,"69,944"
"Pre Seed Round - SNT, JSC",https://www.crunchbase.com/funding_round/snt-jsc-63bb-pre-seed--dc0554a3,"SNT, JSC",https://www.crunchbase.com/organization/snt-jsc-63bb,Pre-Seed,48000,USD,48000,2021-07-10,Seed,300000,USD,300000,Yes,AI-enabled solution to help logistics companies digitalize and automate processes to reduce risks and costs.,"Logistics, Machine Learning, Software",https://marci.vn,,"Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",,48000,USD,48000,Seed,1,VSV Capital - Vietnam Silicon Valley,VSV Capital - Vietnam Silicon Valley,1,,"68,966"
Pre Seed Round - Instacrops,https://www.crunchbase.com/funding_round/instacrops-pre-seed--f67cd7fc,Instacrops,https://www.crunchbase.com/organization/instacrops,Pre-Seed,125000,USD,125000,2021-01-01,Seed,,,,Yes,Instacrops is a full stack platform that integrates a set of technologies for giving real time recommendations for farmers using ML and AI.,"AgTech, Artificial Intelligence (AI), Internet of Things, Software",https://www.instacrops.com,,"Santiago, Region Metropolitana, Chile, South America",$1M to $10M,3145000,USD,3145000,Early Stage Venture,6,,Y Combinator,1,,"69,360"
Pre Seed Round - Writesonic,https://www.crunchbase.com/funding_round/writesonic-pre-seed--c82fb6be,Writesonic,https://www.crunchbase.com/organization/writesonic,Pre-Seed,125000,USD,125000,2021-08-31,Seed,,,,Yes,"Writesonic is a leading generative AI platform with over 5 million users, revolutionizing content creation and communication.","Advertising, Artificial Intelligence (AI), Content Marketing, E-Commerce, Generative AI, Marketing Automation, Real Estate, Retail, Social Media",https://writesonic.com,,"San Francisco, California, United States, North America",$1M to $10M,2625000,USD,2625000,Seed,2,,Y Combinator,1,,"71,037"
Pre Seed Round - Visidea,https://www.crunchbase.com/funding_round/inferendo-pre-seed--0ab411f0,Visidea,https://www.crunchbase.com/organization/inferendo,Pre-Seed,135000,EUR,152728,2021-12-28,Seed,,,,Yes,Visual Search & Product Recommendations for e-commerce websites,"Artificial Intelligence (AI), E-Commerce, Marketing Automation, Software",https://www.visidea.ai,,"Alessandria, Piemonte, Italy, Europe",,250000,EUR,279661,Seed,2,,dPixel,1,,"71,075"
Pre Seed Round - Lightly,https://www.crunchbase.com/funding_round/mirage-pre-seed--24fbd289,Lightly,https://www.crunchbase.com/organization/mirage,Pre-Seed,125000,USD,125000,2021-08-19,Seed,,,,Yes,Lightly is a data curation company for machine learning that helps companies build better models through better data.,"Artificial Intelligence (AI), Computer Vision, Database, Machine Learning, Software",https://www.lightly.ai/,,"Zürich, Zurich, Switzerland, Europe",,3125000,USD,3125000,Seed,4,Y Combinator,Y Combinator,1,,"70,814"
Pre Seed Round - Tavus,https://www.crunchbase.com/funding_round/tavus-pre-seed--c63cdc38,Tavus,https://www.crunchbase.com/organization/tavus,Pre-Seed,125000,USD,125000,2021-06-01,Seed,,,,Yes,Tavus is a developer of a video personalization platform.,"Artificial Intelligence (AI), Developer Platform, Generative AI, Software, Video",https://www.tavus.io/,,"Houston, Texas, United States, North America",$1M to $10M,24225000,USD,24225000,Early Stage Venture,4,,"Liquid 2 Ventures, REMUS Capital, Y Combinator",3,,"70,789"
Pre Seed Round - Fathom,https://www.crunchbase.com/funding_round/fathom-8d4f-pre-seed--e62e8c93,Fathom,https://www.crunchbase.com/organization/fathom-8d4f,Pre-Seed,100000,USD,100000,2021-07-07,Seed,1333333,USD,1333333,Yes,Data-Driven Relationship Intelligence.,"Analytics, Artificial Intelligence (AI), Data Integration, Lead Generation, Software",https://fathomprivacy.com,,"New York, New York, United States, North America",Less than $1M,100000,USD,100000,M&A,1,Forum Ventures,Forum Ventures,1,,"72,130"
Pre Seed Round - PiktID,https://www.crunchbase.com/funding_round/piktid-pre-seed--c6834074,PiktID,https://www.crunchbase.com/organization/piktid,Pre-Seed,142000,USD,142000,2021-02-09,Seed,,,,Yes,PiktID’s AI-powered tool enables face anonymization in existing photos by creating new identities.,"Artificial Intelligence (AI), Information Technology, SaaS",https://piktids.com/,,"Klagenfurt, Karnten, Austria, Europe",,142000,USD,142000,Seed,3,,,,,"71,015"
Pre Seed Round - CellChorus,https://www.crunchbase.com/funding_round/cellchorus-pre-seed--12fd3d46,CellChorus,https://www.crunchbase.com/organization/cellchorus,Pre-Seed,125000,USD,125000,2021-09-30,Seed,,,,Yes,"CellChorus applies visual AI to evaluate how individual cells move, behave, and interact.","Analytics, Artificial Intelligence (AI), Biopharma, Biotechnology, Life Science",https://cellchorus.com,,"South San Francisco, California, United States, North America",$1M to $10M,4925000,USD,4925000,Seed,6,,"PROTOCOL — by GETTYLAB, Y Combinator",2,1,"71,114"
Pre Seed Round - Anakin,https://www.crunchbase.com/funding_round/anakin-pre-seed--5357ae1e,Anakin,https://www.crunchbase.com/organization/anakin,Pre-Seed,125000,USD,125000,2021-04-26,Seed,,,,Yes,Anakin is a pricing platform that generates pricing data and insights for brands to make smart decisions and increase revenues.,"Analytics, E-Commerce, Machine Learning, Sales Automation, Software",https://anakin.company,,"San Francisco, California, United States, North America",$1M to $10M,1865000,USD,1865000,Seed,2,,Y Combinator,1,,"71,111"
Pre Seed Round - buzzle.ai,https://www.crunchbase.com/funding_round/q-ai-a615-pre-seed--58137fc1,buzzle.ai,https://www.crunchbase.com/organization/q-ai-a615,Pre-Seed,125000,USD,125000,2021-09-03,Seed,,,,Yes,Buzzle provides automatic product and marketing insights from sales and success conversations.,"B2B, Natural Language Processing",https://buzzle.ai,,"New York, New York, United States, North America",,125000,USD,125000,Seed,1,,Y Combinator,1,,"71,298"
Pre Seed Round - Inverbis Analytics,https://www.crunchbase.com/funding_round/inverbis-analytics-pre-seed--9b73961a,Inverbis Analytics,https://www.crunchbase.com/organization/inverbis-analytics,Pre-Seed,100000,USD,100000,2021-09-22,Seed,,,,Yes,Inverbis Analytics is a mining software designing company.,"Analytics, Business Intelligence, Information Technology, Natural Language Processing, Software",https://web.inverbisanalytics.com/,,"Santiago De Compostela, Galicia, Spain, Europe",$1M to $10M,544140,USD,544140,Seed,2,Unirisco Galicia,Unirisco Galicia,1,,"73,745"
Pre Seed Round - Wishlistr,https://www.crunchbase.com/funding_round/wishlistr-pre-seed--d1c47175,Wishlistr,https://www.crunchbase.com/organization/wishlistr,Pre-Seed,65000,USD,65000,2021-12-01,Seed,5000000,USD,5000000,Yes,"First social media wishlist app that let’s you sharing your unique taste, like restaurants, music or even posts from other social media","Artificial Intelligence (AI), E-Commerce, Social Media, Software",https://www.wishlistr.app,,"Atherton, California, United States, North America",,65000,USD,65000,Seed,1,Arian Sharifian,Arian Sharifian,1,,"73,758"
Seed Round - Melvano,https://www.crunchbase.com/funding_round/melvano-seed--198366bf,Melvano,https://www.crunchbase.com/organization/melvano,Seed,100000,USD,100000,2021-02-06,Seed,,,,Yes,Melvano is a Bangalore-based EdTech company founded by Taran Singh that provides online courses for high school and undergraduate students.,"Artificial Intelligence (AI), EdTech",https://www.melvano.com/,,"Bengaluru, Karnataka, India, Asia",,295218,USD,295218,,4,,,,,"75,813"
Pre Seed Round - AShield Technologies,https://www.crunchbase.com/funding_round/ashield-technologies-pre-seed--210acb5b,AShield Technologies,https://www.crunchbase.com/organization/ashield-technologies,Pre-Seed,150000,USD,150000,2021-12-30,Seed,,,,Yes,AShield Technologies is an IT sector.,"B2B, Cyber Security, Internet, Machine Learning, Security, UX Design",https://ashield.co,,"Singapore, Central Region, Singapore, Asia",Less than $1M,150000,USD,150000,Seed,1,Upekkha AI SaaS Accelerator,Upekkha AI SaaS Accelerator,1,,"76,919"
Pre Seed Round - Meliva.ai,https://www.crunchbase.com/funding_round/meliva-ai-pre-seed--67c0f686,Meliva.ai,https://www.crunchbase.com/organization/meliva-ai,Pre-Seed,810000,BRL,148785,2021-05-04,Seed,,,,Yes,SaaS,"Artificial Intelligence (AI), Marketing",https://meliva.ai/,,"Goiânia, Goias, Brazil, South America",,810000,BRL,148785,Seed,1,,OSINOVA,1,,"77,343"
Series A - Battle IA,https://www.crunchbase.com/funding_round/battle-ia-series-a--809c38e0,Battle IA,https://www.crunchbase.com/organization/battle-ia,Series A,500000,BRL,87533,2021-04-04,Early Stage Venture,500000,BRL,87533,Yes,"Innovating the Artificial Intelligence Market, capable of generating Images, Presentations and Texts. Discover Battle IA now.",Artificial Intelligence (AI),https://battleai.tech/,,"Guarujá, Sao Paulo, Brazil, South America",,287533,USD,287533,Early Stage Venture,2,,,,,"78,675"
Pre Seed Round - Mach9,https://www.crunchbase.com/funding_round/mach9-robotics-pre-seed--e52a782e,Mach9,https://www.crunchbase.com/organization/mach9-robotics,Pre-Seed,125000,USD,125000,2021-08-31,Seed,,,,Yes,"Mach9 is building the fastest geospatial production platform for engineering and construction firms globally, starting with Digital Surveyor","Machine Learning, Software",https://www.mach9.ai,,"Pittsburgh, Pennsylvania, United States, North America",,16834828,USD,16834828,,4,Y Combinator,"Liquid 2 Ventures, Y Combinator",2,,"78,757"
Pre Seed Round - Dlogicweb Solutions,https://www.crunchbase.com/funding_round/dlogicweb-solutions-pre-seed--460aca92,Dlogicweb Solutions,https://www.crunchbase.com/organization/dlogicweb-solutions,Pre-Seed,65000,USD,65000,2021-10-04,Seed,80000,USD,80000,Yes,"We provide AI/IoT-powered business solutions for personalized customer engagement, automation, segmentation, and environmental monitoring.","Artificial Intelligence (AI), Business Process Automation (BPA), Customer Service, Internet of Things, Location Based Services, Machine Learning, Product Management, Productivity Tools",https://dlogicwebsolutions.com/,,"Colombo, Western, Sri Lanka, Asia",,275000,USD,275000,Early Stage Venture,3,,,,,"79,645"
Seed Round - Soft Gallery,https://www.crunchbase.com/funding_round/soft-gallery-seed--869e8f01,Soft Gallery,https://www.crunchbase.com/organization/soft-gallery,Seed,60000,USD,60000,2021-05-24,Seed,200000,USD,200000,Yes,"Soft Gallery is an IT startup, leveraging AI/ML technologies to create web/mobile apps, web design, and software development.","Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile Apps, SEO, Software, Web Apps, Web Design",https://softgallery.online/,,"Ja Ela, Western, Sri Lanka, Asia",,274000,USD,274000,Early Stage Venture,2,,,,,"80,184"
Pre Seed Round - DBA Tech,https://www.crunchbase.com/funding_round/dba-tech-pre-seed--ff2f4697,DBA Tech,https://www.crunchbase.com/organization/dba-tech,Pre-Seed,50000,USD,50000,2021-10-03,Seed,78000,USD,78000,Yes,Elevating education with online courses on our LMS platform.,"Artificial Intelligence (AI), E-Learning, Machine Learning",https://dbatechnologies.net/,,"Colombo, Western, Sri Lanka, Asia",,250000,USD,250000,Early Stage Venture,3,,,,,"82,651"
Seed Round - Difenz,https://www.crunchbase.com/funding_round/difenz-seed--5f7b569b,Difenz,https://www.crunchbase.com/organization/difenz,Seed,15000000,INR,199864,2021-11-30,Seed,,,,Yes,"Difenz is an IT firm that offers real-time multi-analytical risk management solutions using AI, ML, RPA, NLP, CV, and big data technologies.","Artificial Intelligence (AI), Information Technology, Machine Learning, Risk Management, Software",https://www.difenz.com,,"Bengaluru, Karnataka, India, Asia",Less than $1M,45000000,INR,608133,M&A,2,8i Ventures,8i Ventures,1,,"85,431"
