Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Investor Names,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - ABODOO,https://www.crunchbase.com/funding_round/abodoo-seed--ff84ffcc,ABODOO,https://www.crunchbase.com/organization/abodoo,Seed,200000,EUR,232103,2018-09-30,Seed,,,,Yes,Abodoo is a 'Data Intelligence' software company with innovative & ground breaking  'Skills Data Mapping & Matching' technology.,"Artificial Intelligence (AI), Big Data, Communities, Consulting, Human Resources, Information Technology, Internet, Machine Learning, Recruiting, Software",,"Dublin, Dublin, Ireland, Europe",https://abodoo.com/,$1M to $10M,1369725,USD,1369725,,8,,,,,"637,939"
Series C - Dtex Systems,https://www.crunchbase.com/funding_round/dtex-systems-series-c--9e922d01,Dtex Systems,https://www.crunchbase.com/organization/dtex-systems,Series C,500000,USD,500000,2018-12-26,Late Stage Venture,,,,Yes,DTEX Systems is a cybersecurity company that focuses on insider threat detection and workforce monitoring solutions.,"Business Intelligence, Cyber Security, Predictive Analytics, Risk Management, Security, Software",,"San Jose, California, United States, North America",https://www.dtexsystems.com,$10M to $50M,122534904,USD,122534904,Late Stage Venture,7,Norwest Venture Partners,1,Norwest Venture Partners,1,"466,833"
Seed Round - AVOCADO,https://www.crunchbase.com/funding_round/avocado-seed--40053e33,AVOCADO,https://www.crunchbase.com/organization/avocado,Seed,550000,USD,550000,2018-10-01,Seed,,,,Yes,AVOCADO marketplace enables consumers to shop their favorite speciality groceries online.,"Consumer, E-Commerce, Grocery, Marketplace, Predictive Analytics, Retail, Shopping, Software",Women Founded,"Santa Clara, California, United States, North America",,Less than $1M,650000,USD,650000,Seed,2,Emergent Ventures,4,"Emergent Ventures, Kailash Sethuraman, Saurav Jindal, Virendra Rana",1,"639,842"
Seed Round - Protraffic,https://www.crunchbase.com/funding_round/protraffic-seed--8ea2a7a4,Protraffic,https://www.crunchbase.com/organization/protraffic,Seed,300000,USD,300000,2018-12-01,Seed,,,,Yes,Protraffic is the second largest company in the Colombian road safety industry.,"Blockchain, Intelligent Systems, Internet of Things, Transportation",,"Bogotá, Distrito Especial, Colombia, South America",http://www.protrafico.com/index.html,,450000,USD,450000,Seed,2,,1,Mario Varon,,"640,038"
Pre Seed Round - RapidPricer B.V.,https://www.crunchbase.com/funding_round/rapidpricer-pre-seed--29a80189,RapidPricer B.V.,https://www.crunchbase.com/organization/rapidpricer,Pre-Seed,200000,EUR,230663,2018-10-10,Seed,1250000,EUR,1441645,Yes,RapidPricer helps retailers to increase margins and reduce waste by automating pricing and promotions .,"Artificial Intelligence (AI), Computer, Information Technology, Machine Learning, Retail Technology, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.rapidpricer.com,,350000,EUR,398565,Seed,2,,3,"Collider, Nex Cubed, The Refiners",,"124,133"
Seed Round - Panda Fintech (Panda Technology),https://www.crunchbase.com/funding_round/panda-technology-seed--b4aaab67,Panda Fintech (Panda Technology),https://www.crunchbase.com/organization/panda-technology,Seed,500000,USD,500000,2018-03-01,Seed,,,,Yes,Pioneering multinational fintech startup in Asia to provide digital finance innovation in emerging markets.,"Artificial Intelligence (AI), Big Data, Credit, Financial Services, FinTech, Lead Generation, Machine Learning, Personal Finance",,"Beijing, Beijing, China, Asia",http://www.panda-fintech.com,,2011000,USD,2011000,Early Stage Venture,2,,1,Private Investors,,"340,643"
Debt Financing - Coast and Range,https://www.crunchbase.com/funding_round/coast-and-range-debt-financing--7f6e5762,Coast and Range,https://www.crunchbase.com/organization/coast-and-range,Debt Financing,555000,USD,555000,2018-07-27,,,,,No,Coast and Range radically transforms how pet parents nourish their pets.,"Analytics, Animal Feed, Consumer Goods, Machine Learning, Pet",,"Danville, California, United States, North America",https://coastandrange.com/,Less than $1M,555000,USD,555000,,1,,,,,"574,497"
Convertible Note - PassiveLogic,https://www.crunchbase.com/funding_round/passivelogic-convertible-note--085218be,PassiveLogic,https://www.crunchbase.com/organization/passivelogic,Convertible Note,325000,USD,325000,2018-01-30,,,,,No,"The first platform for generalized autonomy: powered by Quantum, PassiveLogic empowers people to solve the largest climate challenges.","Artificial Intelligence (AI), Green Building, GreenTech, Hardware, Real Estate, Smart Building, Software",Women Founded,"Salt Lake City, Utah, United States, North America",https://passivelogic.com,$1M to $10M,80150000,USD,80150000,Early Stage Venture,13,,,,,"574,513"
Seed Round - Fortress Identity,https://www.crunchbase.com/funding_round/fortress-identity-seed--7fff1bed,Fortress Identity,https://www.crunchbase.com/organization/fortress-identity,Seed,900000,USD,900000,2018-12-08,Seed,,,,Yes,Fortress Identity provides Authentication As A Service via an advanced Digital ID Verification and Biometric Authentication platform.,"Apps, Biometrics, Identity Management, Information Technology, Intelligent Systems, Security",,"Miami, Florida, United States, North America",https://fortress-identity.com/,$1M to $10M,3000000,USD,3000000,M&A,2,,,,,"575,614"
Seed Round - Goava,https://www.crunchbase.com/funding_round/goava-seed--2a68753c,Goava,https://www.crunchbase.com/organization/goava,Seed,7500000,SEK,956290,2018-02-01,Seed,,,,Yes,Goava uses Big Data and Machine Learning to help you discover your best-fit customer prospects.,"Artificial Intelligence (AI), Machine Learning, Sales, Software",,"Stockholm, Stockholms Lan, Sweden, Europe",https://goava.com,$1M to $10M,6445287,USD,6445287,Early Stage Venture,5,,,,,"342,768"
Grant - Wootzano,https://www.crunchbase.com/funding_round/wootzano-grant--3566ad21,Wootzano,https://www.crunchbase.com/organization/wootzano,Grant,750000,GBP,986572,2018-10-15,,,,,No,"Wootzano manufactures robots which can sense and feel like humans do using a unique electronic skin, machine learning, and electronics.","Machine Learning, Nanotechnology, Robotics, Semiconductor, Sensor",,"Sedgefield, Durham, United Kingdom, Europe",http://www.wootzano.com,$10M to $50M,7493241,USD,7493241,Seed,21,,,,,"343,281"
Angel Round - Iristar,https://www.crunchbase.com/funding_round/iristar-angel--af074d7f,Iristar,https://www.crunchbase.com/organization/iristar,Angel,3000000,CNY,478232,2018-03-26,Seed,,,,Yes,Iristar specializes in the field of artificial intelligence that provides long-distance iris recognition and human-computer interaction.,"Artificial Intelligence (AI), Facial Recognition, Human Computer Interaction, Software",,"Tianjin, Guangdong, China, Asia",http://www.iristar.com.cn,,23000000,CNY,3357504,Early Stage Venture,2,,2,"Ally Capital, CAS Star",,"343,459"
Angel Round - Myos,https://www.crunchbase.com/funding_round/myosfinance-angel--12114213,Myos,https://www.crunchbase.com/organization/myosfinance,Angel,800000,EUR,984600,2018-03-09,Seed,,,,Yes,"Rethinking working capital | Myos helps merchants of all kind grow to scale, fully digital, flexible and without personal guarantees","B2B, Big Data, E-Commerce, FinTech, Lending, Machine Learning, Marketplace",,"Berlin, Berlin, Germany, Europe",https://myos.com,Less than $1M,38085000,EUR,44378051,Early Stage Venture,9,,2,"Mountain Partners, Polar Light Ventures",,"343,780"
Funding Round - Delectatech,https://www.crunchbase.com/funding_round/delectatech-undisclosed--a0e973bb,Delectatech,https://www.crunchbase.com/organization/delectatech,Funding Round,250000,EUR,289577,2018-10-15,,,,,Yes,"With our AI-SaaS platform based on NLP and DL, we provide realtime and qualified data about Food Industry (suppliers and restaurants)","Artificial Intelligence (AI), Big Data, Data Mining, Food and Beverage, Machine Learning, Natural Language Processing, Restaurants, SaaS",,"Barcelona, Catalonia, Spain, Europe",http://www.delectatech.com/,,2129000,EUR,2319524,Seed,6,,,,,"343,955"
Pre Seed Round - MOONBLOCK,https://www.crunchbase.com/funding_round/moonblock-pre-seed--24aa025f,MOONBLOCK,https://www.crunchbase.com/organization/moonblock,Pre-Seed,150000,USD,150000,2018-03-15,Seed,,,,Yes,"MOONBLOCK develops all the professional tools you need to trade in the CRYPTO market, in one single platform.","Artificial Intelligence (AI), Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology, Machine Learning, Software",,"Medellín, Antioquia, Colombia, South America",http://moonblock.ai,,150000,USD,150000,Seed,1,,,,,"128,122"
Grant - Kraenion,https://www.crunchbase.com/funding_round/kraenion-grant--9a084fe7,Kraenion,https://www.crunchbase.com/organization/kraenion,Grant,224996,USD,224996,2018-06-15,,,,,No,Kraenion is an applied machine learning company developing a visual cortex for machines that interact with the physical world.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Software",,"Los Gatos, California, United States, North America",http://kraenion.com/,Less than $1M,224996,USD,224996,,1,National Science Foundation,1,National Science Foundation,,"168,634"
Seed Round - Waterdata,https://www.crunchbase.com/funding_round/waterdata-seed--cec7d5ad,Waterdata,https://www.crunchbase.com/organization/waterdata,Seed,250000,EUR,292569,2018-06-30,Seed,3000000,EUR,3510825,Yes,Waterdata is a provider of AI solutions that help retailers to transform their data into profitable automated marketing actions.,"Analytics, Artificial Intelligence (AI), E-Commerce, Machine Learning, Retail",,"Lugano, Ticino, Switzerland, Europe",http://www.waterdata.com/,,430000,EUR,486413,Seed,3,,1,Ferrante Enriques,,"544,548"
Pre Seed Round - freemarketsAI,https://www.crunchbase.com/funding_round/freemarketsai-pre-seed--d9cc237e,freemarketsAI,https://www.crunchbase.com/organization/freemarketsai,Pre-Seed,750000,USD,750000,2018-06-07,Seed,,,,Yes,freemarketsAI offers technology-powered investing combining human insight with artificial intelligence.,"Artificial Intelligence (AI), Finance, FinTech, Information Technology",,"New York, New York, United States, North America",http://www.freemarkets.ai,,750000,USD,750000,Seed,1,,,,,"168,806"
Pre Seed Round - Cardiomo,https://www.crunchbase.com/funding_round/cardiomo-care-pre-seed--ba2100bf,Cardiomo,https://www.crunchbase.com/organization/cardiomo-care,Pre-Seed,200000,USD,200000,2018-04-01,Seed,10000000,USD,10000000,Yes,"AI-based Remote Patient Monitoring solution to deliver real-time, actionable insights to enable early detection of heart diseases.","Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Wearables","Women Founded, Women Led","Amsterdam, Noord-Holland, The Netherlands, Europe",http://cardiomo.com/,$1M to $10M,976836,USD,976836,Seed,10,,,,,"169,392"
Corporate Round - Unirobot,https://www.crunchbase.com/funding_round/unirobot-corporate-round--d67d2de7,Unirobot,https://www.crunchbase.com/organization/unirobot,Corporate Round,70000000,JPY,633539,2018-06-28,,,,,Yes,"Unirobot is a Development, manufacture, sale of next generation social robot.","Artificial Intelligence (AI), Robotics",,"Tokyo, Tokyo, Japan, Asia",https://www.unirobot.com/,,544000000,JPY,4731178,,6,Ubicom Holdings,1,Ubicom Holdings,,"586,753"
Pre Seed Round - Octant AI,https://www.crunchbase.com/funding_round/endeavour-programme-2736-pre-seed--0312c85f,Octant AI,https://www.crunchbase.com/organization/endeavour-programme-2736,Pre-Seed,1000000,USD,1000000,2018-11-06,Seed,5000000,USD,5000000,Yes,B2B on-line financial risk prediction product for project based organisations.,"Artificial Intelligence (AI), Construction, Finance, Information Technology, Machine Learning, Project Management, SaaS, Software",,"Brisbane, Queensland, Australia, Oceania",https://octantai.com/,$1M to $10M,2000000,USD,2000000,Seed,3,,,,,"170,308"
Venture Round - Eta Compute,https://www.crunchbase.com/funding_round/eta-compute-series-unknown--a1bc4809,Eta Compute,https://www.crunchbase.com/organization/eta-compute,Venture - Series Unknown,200000,USD,200000,2018-04-11,,,,,Yes,"At Eta Compute, by building energy-efficient, accurate, and easy-to-deploy edge vision sensors, we help enterprises monitor their resources.","Artificial Intelligence (AI), Battery, Energy, Internet of Things, Machine Learning, Software",,"Sunnyvale, California, United States, North America",http://etacompute.com,$1M to $10M,23681229,USD,23681229,Late Stage Venture,6,Celesta Capital,1,Celesta Capital,,"587,420"
Venture Round - Man-Machine Synergy Effectors,https://www.crunchbase.com/funding_round/man-machine-synergy-effectors-series-unknown--33ec9f27,Man-Machine Synergy Effectors,https://www.crunchbase.com/organization/man-machine-synergy-effectors,Venture - Series Unknown,100003896,JPY,927964,2018-02-13,,,,,Yes,Man-Machine Synergy Effectors is a software company.,"Artificial Intelligence (AI), Internet, Robotics, Software",,"Kusatsu, Shiga, Japan, Asia",http://www.jinki.jp/index.html,,352403896,JPY,2759333,,5,,2,"Avex, Real Tech Japan",,"171,028"
Angel Round - Clear Image AI,https://www.crunchbase.com/funding_round/clear-image-ai-angel--7b896d44,Clear Image AI,https://www.crunchbase.com/organization/clear-image-ai,Angel,250000,EUR,306771,2018-03-01,Seed,2500000,EUR,3067711,Yes,Clear Image AI was born on the belief that the technological frontier is at the computing edge.,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning, Software",,"Luxembourg, Luxembourg, Luxembourg, Europe",https://www.clearimageai.com,$1M to $10M,1675000,EUR,1996621,Seed,4,,,,,"171,273"
Seed Round - Sentiner,https://www.crunchbase.com/funding_round/sentiner-seed--3bbd9adb,Sentiner,https://www.crunchbase.com/organization/sentiner,Seed,250000,EUR,285062,2018-11-01,Seed,,,,Yes,Our A.I solution can turn a common CCTV system into an intelligent system.,Artificial Intelligence (AI),,"Bratislava, Bratislava, Slovakia (Slovak Republic), Europe",https://www.feverscreener.com/,,250000,EUR,285062,Seed,1,,,,,"518,489"
Angel Round - Cinnamon AI,https://www.crunchbase.com/funding_round/cinnamon-angel--5c9e725b,Cinnamon AI,https://www.crunchbase.com/organization/cinnamon,Angel,19999740,JPY,189460,2018-03-04,Seed,,,,Yes,Cinnamon AI develops AI-based business platforms to extend human potential by eliminating repetitive tasks.,"Artificial Intelligence (AI), Data Center Automation, Machine Learning, Productivity Tools",,"Tokyo, Tokyo, Japan, Asia",https://cinnamon.ai,$10M to $50M,42410867,USD,42410867,,9,,9,"D4V, Kazuhiro Ishikura, Mamoru Taniya, Monex Ventures, Mori Aki, MT Partners, RPA Holdings Japan, Toru Shimada, Vector",,"171,785"
Initial Coin Offering - Triggmine,https://www.crunchbase.com/funding_round/triggmine-initial-coin-offering--d4cd1f4d,Triggmine,https://www.crunchbase.com/organization/triggmine,Initial Coin Offering,740000,USD,740000,2018-04-16,,,,,Yes,AI-powered email marketing for e-commerce,"Artificial Intelligence (AI), E-Commerce, SaaS",,"Tallinn, Harjumaa, Estonia, Europe",http://www.triggmine.com/en/,$1M to $10M,1495000,USD,1495000,,4,,,,,"581,306"
Convertible Note - LightOn,https://www.crunchbase.com/funding_round/lighton-convertible-note--1599682b,LightOn,https://www.crunchbase.com/organization/lighton,Convertible Note,350000,EUR,405408,2018-10-15,,,,,No,LightOn delivers amazing GenAI ​to Enterprise,"Analytics, Artificial Intelligence (AI), Machine Learning, Natural Language Processing",,"Paris, Ile-de-France, France, Europe",http://www.lighton.ai,Less than $1M,3705408,USD,3705408,Seed,3,,1,CEA Investissement,,"519,096"
Seed Round - RevLifter,https://www.crunchbase.com/funding_round/revlifter-seed--91e80867,RevLifter,https://www.crunchbase.com/organization/revlifter,Seed,500000,GBP,659912,2018-07-25,Seed,7000000,GBP,9238765,Yes,RevLifter is an AI powered technology provider helping brands increase revenue through real-time personalised offers.,"Affiliate Marketing, Artificial Intelligence (AI), Enterprise Software, Machine Learning, Marketing Automation, Personalization, Retail Technology",,"London, England, United Kingdom, Europe",https://www.revlifter.com,$1M to $10M,9460000,GBP,12447317,Early Stage Venture,6,,,,,"171,999"
Pre Seed Round - Luminous Computing,https://www.crunchbase.com/funding_round/luminous-computing-pre-seed--498c1a9d,Luminous Computing,https://www.crunchbase.com/organization/luminous-computing,Pre-Seed,1000000,USD,1000000,2018-06-01,Seed,,,,Yes,Luminous Computing develops photonics chips to handle workloads required by the artificial intelligence industry.,"Artificial Intelligence (AI), Computer, Hardware, Software",,"Mountain View, California, United States, North America",https://www.luminous.com/,$1M to $10M,115000000,USD,115000000,Early Stage Venture,3,,2,"Jasper Lau, Jeffrey Schox",,"373,798"
