Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Benjamin,https://www.crunchbase.com/funding_round/predictive-health-partners-pre-seed--83c70f02,Benjamin,https://www.crunchbase.com/organization/predictive-health-partners,Pre-Seed,40000,USD,40000,2019-01-11,Seed,,,,Yes,"SaaS, Predictive Analytics platform tied to healthcare mobile app","Artificial Intelligence (AI), Health Care, Machine Learning, Mobile Apps, Predictive Analytics, Risk Management, SaaS, Software",,http://www.benjaminsaves.com/,"West Des Moines, Iowa, United States, North America",Less than $1M,845000,USD,845000,Seed,7,Global Insurance Accelerator,Global Insurance Accelerator,1,,"296,971"
Angel Round - iPAGE GLOBAL,https://www.crunchbase.com/funding_round/ipage-bangladesh-angel--f4ec8564,iPAGE GLOBAL,https://www.crunchbase.com/organization/ipage-bangladesh,Angel,96000,USD,96000,2019-01-05,Seed,,,,Yes,Agricultural Data Company.,"AgTech, Artificial Intelligence (AI), Big Data, Machine Learning",,https://www.ipageglobal.com/,"Dhaka, Dhaka, Bangladesh, Asia",Less than $1M,462651,USD,462651,Seed,7,Zaved Akhtar,Zaved Akhtar,1,,"514,134"
Pre Seed Round - CircKit,https://www.crunchbase.com/funding_round/veo-1960-pre-seed--7f2591d1,CircKit,https://www.crunchbase.com/organization/veo-1960,Pre-Seed,110000,GBP,139949,2019-01-05,Seed,,,,Yes,"CircKit is the AI-powered platform for apparel brands for sustainable Design and PLM. With Veo, the sustainable lifestyle marketplace.","B2B, B2C, Enterprise Software, Fashion, Generative AI, Jewelry, Marketplace, Shopping, Software, Sustainability",,https://circkit.com/,"Manchester, Manchester, United Kingdom, Europe",,1960000,GBP,2509393,Seed,3,,,,,"489,912"
Non Equity Assistance - SwineTech,https://www.crunchbase.com/funding_round/swinetech-non-equity-assistance--9f8c05f0,SwineTech,https://www.crunchbase.com/organization/swinetech,Non-equity Assistance,15000,EUR,17006,2019-02-07,,,,,No,SwineTech bridges the gap between producers and pigs through artificial intelligence and sensor-based technologies.,"Agriculture, Artificial Intelligence (AI), Industrial Engineering, Machine Learning, Meat and Poultry, Mechanical Engineering","Hispanic / Latine Founded, Hispanic / Latine Led",https://swinetechnologies.com,"Solon, Iowa, United States, North America",Less than $1M,11249006,USD,11249006,,10,,The Pearse Lyons Accelerator,1,,"490,843"
Grant - Rithmik Solutions,https://www.crunchbase.com/funding_round/rithmik-solutions-grant--d96dbf0a,Rithmik Solutions,https://www.crunchbase.com/organization/rithmik-solutions,Grant,25000,USD,25000,2019-06-18,,,,,No,Rithmik is a mining technology company.,"Artificial Intelligence (AI), Mining",,https://rithmik.com/,"Montreal, Quebec, Canada, North America",Less than $1M,1936674,USD,1936674,Seed,9,,"Canadian Trade Commissioner Service, Export Development Canada, Startup Canada, UPS Ventures",4,,"515,790"
Funding Round - Graffiti,https://www.crunchbase.com/funding_round/graffiti-1b53-undisclosed--10a200f1,Graffiti,https://www.crunchbase.com/organization/graffiti-1b53,Funding Round,135000,EUR,153474,2019-03-01,,750000,EUR,852636,Yes,Graffiti provides an AI powered mobile platform for visual search in-store,"Artificial Intelligence (AI), Augmented Reality, Computer Vision, Image Recognition, Machine Learning, Mobile Apps, Visual Search",,https://graffiti.ai/,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",,1175488,USD,1175488,,4,,,,,"576,490"
Seed Round - Plakk,https://www.crunchbase.com/funding_round/plakk-seed--6f0942c7,Plakk,https://www.crunchbase.com/organization/plakk,Seed,65000,USD,65000,2019-12-04,Seed,,,,Yes,PLAKK provides clinicians and researchers with an AI-powered platform to give a complete picture of how dangerous a plaque truly is.,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning",,,"Montreal, Quebec, Canada, North America",,92629,USD,92629,Seed,3,,Cooperathon,1,,"576,702"
Post-IPO Equity - Zoneyet,https://www.crunchbase.com/funding_round/zoneyet-post-ipo-equity--b085df7e,Zoneyet,https://www.crunchbase.com/organization/zoneyet,Post-IPO Equity,750000,CNY,112118,2019-02-25,,,,,Yes,Zoneyet is an internet company that is involved in mobile internet business applications and ai solutions.,"Artificial Intelligence (AI), Internet, Translation Service",,http://www.zoneyet.com/,"Zhengzhou, Henan, China, Asia",$1M to $10M,30750000,CNY,4962552,IPO,2,,,,,"578,240"
Pre Seed Round - Scoriff,https://www.crunchbase.com/funding_round/scoriff-pre-seed--13c87869,Scoriff,https://www.crunchbase.com/organization/scoriff,Pre-Seed,40000,USD,40000,2019-04-22,Seed,,,,Yes,Scoriff protects businesses against credit losses and late payments,"Artificial Intelligence (AI), Credit Bureau, Financial Services, FinTech, Machine Learning, Semantic Web",,https://scoriff.com,"Tallinn, Harjumaa, Estonia, Europe",,40000,USD,40000,Seed,1,,Startup Wise Guys,1,,"578,748"
Grant - Sensgreen,https://www.crunchbase.com/funding_round/sensgreen-grant--035ff6b3,Sensgreen,https://www.crunchbase.com/organization/sensgreen,Grant,90000,USD,90000,2019-12-15,,,,,No,Sensgreen is a technology company that provides indoor environmental quality enhancement with plug&play sensors and AI.,"Artificial Intelligence (AI), Commercial Real Estate, Energy Efficiency, Facility Management, Internet of Things, Machine Learning, Real Estate, Smart Building",,https://www.sensgreen.com/,"Ankara, Ankara, Turkey, Europe",$1M to $10M,461000,USD,461000,Seed,7,,,,,"579,015"
Pre Seed Round - LexX Technologies,https://www.crunchbase.com/funding_round/lexx-technologies-pre-seed--151638ea,LexX Technologies,https://www.crunchbase.com/organization/lexx-technologies,Pre-Seed,100000,AUD,67557,2019-08-12,Seed,,,,Yes,LexX Technologies is an intelligent platform that uses NLP and machine learning for maintenance of complex industrial assets and equipment,"Artificial Intelligence (AI), Asset Management, Cloud Data Services, Enterprise Applications, Information Technology, Machine Learning, Natural Language Processing, Semantic Search, Software",,http://https//www.lexxtechnologies.com/,"Melbourne, Victoria, Australia, Oceania",$1M to $10M,3525735,USD,3525735,Seed,14,,,,,"313,062"
Grant - Mystic,https://www.crunchbase.com/funding_round/neuro-ai-grant--3d48f295,Mystic,https://www.crunchbase.com/organization/neuro-ai,Grant,15000,GBP,19085,2019-05-26,,,,,No,Mystic is a provider of infrastructure-as-a-service for data engineers and software developers.,"Data Center, Developer Tools, Machine Learning",,https://www.mystic.ai,"Bath, Bath and North East Somerset, United Kingdom, Europe",$1M to $10M,3208753,USD,3208753,Seed,7,,,,,"579,398"
Pre Seed Round - RecTag,https://www.crunchbase.com/funding_round/rectag-pre-seed--d3a6a7a4,RecTag,https://www.crunchbase.com/organization/rectag,Pre-Seed,50000,EUR,54952,2019-09-01,Seed,,,,Yes,RecTag is a podcast discovery platform that discovers new and trending podcasts episodes and personalizes podcast experience for free.,"Artificial Intelligence (AI), Audio, Machine Learning, Natural Language Processing, Podcast, SaaS, Software, Speech Recognition",,https://www.rectag.eu,"Berlin, Berlin, Germany, Europe",Less than $1M,100000,EUR,111184,Seed,2,,APX,1,,"579,403"
Grant - PONS,https://www.crunchbase.com/funding_round/pons-digital-grant--183669ad,PONS,https://www.crunchbase.com/organization/pons-digital,Grant,20000,USD,20000,2019-02-02,,8000000,USD,8000000,No,PONS AI system converts any mobile ultrasound with AI into a powerful high-quality data source.,"Artificial Intelligence (AI), Health Care, Home Health Care, Life Science, Machine Learning, Medical Device, Software","Middle Eastern / North African Founded, Middle Eastern / North African Led",https://www.ponstech.co/,"Jersey City, New Jersey, United States, North America",Less than $1M,655000,USD,655000,Seed,7,,,,,"579,510"
Series A - Lexicon Tech,https://www.crunchbase.com/funding_round/lexicon-tech-series-a--1c71b0cd,Lexicon Tech,https://www.crunchbase.com/organization/lexicon-tech,Series A,95000,USD,95000,2019-07-13,Early Stage Venture,350000,USD,350000,Yes,Lexicon Tech is one of the leading System Integrator based in Sri Lanka,"Artificial Intelligence (AI), Information Technology, Mobile Apps, Software, Web Design, Web Development",,https://lexiicontech.com/,"Colombo, Western, Sri Lanka, Asia",,95000,USD,95000,Early Stage Venture,1,,,,,"313,344"
Pre Seed Round - Rigel Technologies,https://www.crunchbase.com/funding_round/rigel-technologies-pre-seed--785728f4,Rigel Technologies,https://www.crunchbase.com/organization/rigel-technologies,Pre-Seed,125000,USD,125000,2019-10-01,Seed,,,,Yes,Rigel Technologies develops software tools for robotic process automation.,"Information Technology, Robotic Process Automation (RPA), Robotics, Software",,http://www.rigeltechnologies.net/,"Madrid, Madrid, Spain, Europe",,200000,USD,200000,Seed,2,,"Friends, Family and Fools",1,,"235,282"
Grant - Chiniki Guard,https://www.crunchbase.com/funding_round/chiniki-guard-grant--fcdc0415,Chiniki Guard,https://www.crunchbase.com/organization/chiniki-guard,Grant,10000,USD,10000,2019-10-10,,,,,No,We help retailers detect theft and shoplifting by analyzing the video feed from your CCTV camera using Artificial Intelligence,"Artificial Intelligence (AI), Machine Learning, Retail, Software",,https://chinikiguard.com,"Covent Garden, Essex, United Kingdom, Europe",,210000,USD,210000,Seed,3,,,,,"616,929"
Pre Seed Round - Neuralsight,https://www.crunchbase.com/funding_round/neuralsight-pre-seed--704aa03c,Neuralsight,https://www.crunchbase.com/organization/neuralsight,Pre-Seed,40000,CHF,40113,2019-11-22,Seed,,,,Yes,Neuralsight is a quality problems in the manufacturing industry.,"Artificial Intelligence (AI), Big Data, Information Services, Information Technology, Machine Learning, Manufacturing, Software",,https://neuralsight.ai/,"Zürich, Zurich, Switzerland, Europe",,50000,CHF,50361,Seed,2,Venture Kick,Venture Kick,1,,"617,124"
Pre Seed Round - CorTexter,https://www.crunchbase.com/funding_round/cortexter-pre-seed--6417ff27,CorTexter,https://www.crunchbase.com/organization/cortexter,Pre-Seed,7000,EUR,7655,2019-10-01,Seed,50000,EUR,54677,Yes,"B2B, SaaS, Talent Acquisition System, Subscription, HR Tech, Artificial Intelligence, Natural Language Processing","Artificial Intelligence (AI), B2B, Human Resources, Machine Learning, Natural Language Processing, Recruiting, SaaS, Software, Subscription Service",,https://www.cortexter.com,,Less than $1M,540000,EUR,634927,Seed,5,New Value Department,New Value Department,1,,"617,535"
Pre Seed Round - Predify,https://www.crunchbase.com/funding_round/predify-pre-seed--d4ce7a33,Predify,https://www.crunchbase.com/organization/predify,Pre-Seed,120000,USD,120000,2019-03-27,Seed,,,,Yes,Predify is an online software for optimize pricing proccess and improve profits with AI and Big Data Analytics.,"Artificial Intelligence (AI), Computer, Machine Learning, Price Comparison, SaaS, Software",,https://predify.me,"São Carlos, Rondonia, Brazil, South America",Less than $1M,120000,USD,120000,M&A,3,,,,,"585,332"
Seed Round - Asnpro,https://www.crunchbase.com/funding_round/asnpro-seed--c332d22c,Asnpro,https://www.crunchbase.com/organization/asnpro,Seed,5000,USD,5000,2019-01-01,Seed,,,,Yes,Asnpro is a Business Process Outsourcing Company.,"Artificial Intelligence (AI), Customer Service, Lead Generation, Service Industry, Software, Virtual Assistant, Web Development",,http://asnpro.in,"Dungarpur, Rajasthan, India, Asia",,5000,USD,5000,Seed,1,Kamlesh Lohar,Kamlesh Lohar,1,,"619,535"
Angel Round - IDGeo - Inteligência Agrícola,https://www.crunchbase.com/funding_round/idgeo-inteligência-agrícola-angel--63bfdeef,IDGeo - Inteligência Agrícola,https://www.crunchbase.com/organization/idgeo-inteligência-agrícola,Angel,700000,BRL,170957,2019-10-08,Seed,,,,Yes,IDGeo is an ag-tech startup specializing in technological solutions for monitoring and managing agricultural areas.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Software",,https://idgeo.com.br/,"Piracicaba, Sao Paulo, Brazil, South America",,11700000,BRL,2384070,Seed,5,Poli Angels,Poli Angels,1,,"585,620"
Pre Seed Round - SegmentStream,https://www.crunchbase.com/funding_round/segmentstream-pre-seed--3b7e158b,SegmentStream,https://www.crunchbase.com/organization/segmentstream,Pre-Seed,20000,USD,20000,2019-03-25,Seed,,,,Yes,SegmentStream is a Conversion Modelling Platform built for a cookie-less marketing analytics.,"Analytics, Machine Learning, Marketing, SaaS, Software",,https://segmentstream.com/,"London, England, United Kingdom, Europe",$1M to $10M,2720000,USD,2720000,Seed,3,Techstars,Techstars,1,,"585,696"
Seed Round - Revealix,https://www.crunchbase.com/funding_round/revealix-seed--91eba598,Revealix,https://www.crunchbase.com/organization/revealix,Seed,120000,USD,120000,2019-09-09,Seed,,,,Yes,Revealix develops a computer vision and AI enabled software that helps clinical teams detect skin diseases.,"Artificial Intelligence (AI), Health Care, Medical, Software",Women Founded,https://revealix.com/,"Austin, Texas, United States, North America",,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"526,734"
Pre Seed Round - Ekmob,https://www.crunchbase.com/funding_round/ekmob-pre-seed--0670e93f,Ekmob,https://www.crunchbase.com/organization/ekmob,Pre-Seed,168000,USD,168000,2019-10-07,Seed,775000,USD,775000,Yes,Ekmob offers mobile application solutions for companies who have teams in the field.,"Apps, Artificial Intelligence (AI), CRM, Enterprise Resource Planning (ERP), Mobile, Mobile Apps, Sales Automation, Software",,http://ekmob.com,"Istanbul, Istanbul, Turkey, Europe",Less than $1M,168000,USD,168000,Seed,4,,"Ali Rıza Babaoğlan, Altay Tinar, Angel Effect, Engin Frayman, Erman Turan, Firewalk Studios, Melih Herman Simon, Merve Gürel",8,,"620,034"
Pre Seed Round - Cardiomo,https://www.crunchbase.com/funding_round/cardiomo-care-pre-seed--8dfa32e8,Cardiomo,https://www.crunchbase.com/organization/cardiomo-care,Pre-Seed,95000,EUR,105314,2019-08-28,Seed,,,,Yes,"AI-based Remote Patient Monitoring solution to deliver real-time, actionable insights to enable early detection of heart diseases.","Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Wearables","Women Founded, Women Led",http://cardiomo.com/,"Amsterdam, Noord-Holland, The Netherlands, Europe",$1M to $10M,976836,USD,976836,Seed,11,Rockstart,Rockstart,1,,"620,186"
Seed Round - Shurpa,https://www.crunchbase.com/funding_round/shurpa-seed--e486a6e5,Shurpa,https://www.crunchbase.com/organization/shurpa,Seed,120000,USD,120000,2019-09-09,Seed,,,,Yes,"Shurpa is an SaaS platform to manage compliance, scheduling, and logistics of in-home healthcare services.","Artificial Intelligence (AI), Health Care, Logistics, SaaS, Supply Chain Management",,http://www.shurpa.com,"Chicago, Illinois, United States, North America",Less than $1M,1670000,USD,1670000,Seed,5,"Innova Memphis, Techstars","Innova Memphis, Techstars",2,2,"586,661"
Seed Round - MLReef,https://www.crunchbase.com/funding_round/mlreef-seed--f167683d,MLReef,https://www.crunchbase.com/organization/mlreef,Seed,155000,EUR,173108,2019-11-01,Seed,,,,Yes,MLReef is a single application for the entire Machine Learning life cycle.,"Artificial Intelligence (AI), IaaS, Information Technology, Internet, Machine Learning, Software",,https://about.mlreef.com,"Neidling, Niederosterreich, Austria, Europe",Less than $1M,370000,EUR,417433,Seed,3,,,,,"586,709"
Pre Seed Round - Binaize,https://www.crunchbase.com/funding_round/binaize-pre-seed--098c399e,Binaize,https://www.crunchbase.com/organization/binaize,Pre-Seed,120000,USD,120000,2019-12-02,Seed,,,,Yes,Binaize is an AI based realtime conversion intelligence product for small and medium sized e-commerce businesses.,"A/B Testing, Artificial Intelligence (AI), E-Commerce, Personalization, Small and Medium Businesses",,https://www.binaize.com/,"Austin, Texas, United States, North America",Less than $1M,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"586,730"
