Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Number of Investors,Investor Names,Number of Partner Investors
Angel Round - DEEPQ,https://www.crunchbase.com/funding_round/deepq-angel--6e1b64e7,DEEPQ,https://www.crunchbase.com/organization/deepq,Angel,20000000,CNY,2882218,2018-11-15,Seed,,,,Yes,DEEPQ provides artificial intelligence services in the financial industry.,"Artificial Intelligence (AI), Finance, Machine Learning, Software",,"Zhangjiang, Shanghai, China, Asia",http://www.shenqingtech.com,,120000000,CNY,18373125,Early Stage Venture,4,"228,729",,4,"Ningbo Angel Capital Guiding Fund, X Capital, Xiaomiao Langcheng, Yuance Touzi",
Angel Round - Pulsifi,https://www.crunchbase.com/funding_round/pulsifi-angel--3ae22d26,Pulsifi,https://www.crunchbase.com/organization/pulsifi,Angel,1100000,USD,1100000,2018-08-02,Seed,,,,Yes,Pulsifi's People Data Platform significantly improves quality and efficiency in Talent Acquisition and Management with Predictive AI.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Predictive Analytics, Recruiting, SaaS, Software",,"Singapore, Central Region, Singapore, Asia",https://pulsifi.me/,$1M to $10M,4000000,USD,4000000,Seed,3,"568,794",,2,"Chi Sieng Tiong, Khor Chieh Suang",
Seed Round - INDUS.AI,https://www.crunchbase.com/funding_round/indus-ai-seed--af965326,INDUS.AI,https://www.crunchbase.com/organization/indus-ai,Seed,3700000,USD,3700000,2018-07-24,Seed,,,,Yes,"INDUS.AI provides a SaaS 3D computer vision platform enabling developers and project managers to optimize labor, equipment, and materials.","Artificial Intelligence (AI), Construction, Machine Learning, SaaS, Software",,"San Francisco, California, United States, North America",http://www.indus.ai,$1M to $10M,11700000,USD,11700000,M&A,2,"568,870",UP2398,5,"BootstrapLabs, Bossanova Investimentos, Creative Destruction Lab (CDL), Spero Ventures, UP2398",3
Angel Round - AiMall,https://www.crunchbase.com/funding_round/aimall-angel--fe151186,AiMall,https://www.crunchbase.com/organization/aimall,Angel,23000000,CNY,3305073,2018-11-30,Seed,,,,Yes,AiMall develops artificial intelligence technology designed to transform the traditional mall.,"Artificial Intelligence (AI), Brand Marketing, Intelligent Systems, Software",,"Shenzhen, Guangdong, China, Asia",http://www.mall-ai.com/,,23000000,CNY,3305073,Early Stage Venture,2,"174,320",,2,"Huatai Securities, Yixun Ziben",
Seed Round - Legit,https://www.crunchbase.com/funding_round/legit-patents-seed--2770a9dd,Legit,https://www.crunchbase.com/organization/legit-patents,Seed,2600000,USD,2600000,2018-04-04,Seed,,,,Yes,Legit is the platform that helps companies collaborate with internal and external experts in life sciences.,"Artificial Intelligence (AI), Biotechnology, Life Science, Medical Device, Natural Language Processing, Pharmaceutical, SaaS, Software",,"Cambridge, Massachusetts, United States, North America",http://www.legit.ai,$1M to $10M,2600000,USD,2600000,M&A,3,"174,546",Eniac Ventures,6,"Cantos, Clocktower Technology Ventures, Elementum Ventures, Eniac Ventures, Expansion Venture Capital, Max Ventures",4
Venture Round - Quantiphi,https://www.crunchbase.com/funding_round/quantiphi-series-unknown--cce0a0cf,Quantiphi,https://www.crunchbase.com/organization/quantiphi,Venture - Series Unknown,3410000,USD,3410000,2018-09-13,,,,,Yes,Quantiphi is a digital engineering company that provides data science and machine learning software and services.,"Artificial Intelligence (AI), Cloud Data Services, InsurTech, Machine Learning, Software",,"Marlborough, Massachusetts, United States, North America",http://www.quantiphi.com,$500M to $1B,23410000,USD,23410000,Early Stage Venture,2,"358,369",,,,
Seed Round - ProNavigator,https://www.crunchbase.com/funding_round/pronavigator-seed--af4a9299,ProNavigator,https://www.crunchbase.com/organization/pronavigator,Seed,2200000,CAD,1670510,2018-11-15,Seed,,,,Yes,Sage from ProNavigator is the all-in-one knowledge management system that’s made for insurance.,"Artificial Intelligence (AI), Computer, InsurTech, Machine Learning, Natural Language Processing, Software",,"Kitchener, Ontario, Canada, North America",https://pronavigator.ai,$10M to $50M,17800000,CAD,13561282,,3,"230,932",MaRS Investment Accelerator Fund,3,"GreenSky Ventures, Innovation Grade Capital, MaRS Investment Accelerator Fund",
Seed Round - RayIoT Solutions Inc.,https://www.crunchbase.com/funding_round/raybaby-seed--620681f3,RayIoT Solutions Inc.,https://www.crunchbase.com/organization/raybaby,Seed,1300000,USD,1300000,2018-03-25,Seed,,,,Yes,RayIoT is a platform consisting of devices and software to enable health monitoring in the native environment of the user.,"Artificial Intelligence (AI), Consumer Electronics, Internet of Things, Machine Learning","South Asian Founded, Women Founded, Women Led","Delaware City, Delaware, United States, North America",https://www.rayiot.org/,$1M to $10M,2550000,USD,2550000,Seed,7,"175,042",Anthill Ventures,3,"Anthill Ventures, HAX, SOSV",3
Angel Round - Skysys,https://www.crunchbase.com/funding_round/skysys-angel--333c15bc,Skysys,https://www.crunchbase.com/organization/skysys,Angel,1510000,USD,1510000,2018-05-09,Seed,,,,Yes,Skysys is a company that focuses on data acquisition and analysis services for drones.,"Aerospace, Analytics, Artificial Intelligence (AI), Drones, Hardware, Software",,"Suzhou, Jiangsu, China, Asia",http://www.skysys.cn/,,25312051,USD,25312051,Early Stage Venture,4,"175,346",CM Venture Capital,1,CM Venture Capital,
Seed Round - Baishiyun,https://www.crunchbase.com/funding_round/baishiyun-seed--86065bea,Baishiyun,https://www.crunchbase.com/organization/baishiyun,Seed,10000000,CNY,1462844,2018-09-06,Seed,,,,Yes,Baishiyun is an artificial intelligence and video communications company.,"Artificial Intelligence (AI), Cloud Computing, Video",,"Beijing, Beijing, China, Asia",https://miototech.com/,,16000000,CNY,2370004,Seed,2,"175,690",,1,Baidu Ventures,
Pre Seed Round - Spherical Defense,https://www.crunchbase.com/funding_round/spherical-defence-labs-pre-seed--bbbb67de,Spherical Defense,https://www.crunchbase.com/organization/spherical-defence-labs,Pre-Seed,2000000,USD,2000000,2018-01-31,Seed,,,,Yes,Spherical Defense offers API Security powered by Deep Learning,"Artificial Intelligence (AI), Cyber Security, Machine Learning, Security, Software",,"San Francisco, California, United States, North America",http://sphericaldefense.com,$10M to $50M,2024984,USD,2024984,Seed,6,"425,747",Conversion Capital,3,"Conversion Capital, Michael Pennington, Point72 Ventures",1
Debt Financing - Simplaex,https://www.crunchbase.com/funding_round/simplaex-debt-financing--eed5ba93,Simplaex,https://www.crunchbase.com/organization/simplaex,Debt Financing,2500000,EUR,3078875,2018-02-26,,,,,No,Simplaex is the company behind the world’s most advanced artificial intelligence-powered user targeting technology.,"Ad Targeting, Advertising, Artificial Intelligence (AI), Big Data, Brand Marketing, Data Visualization, Digital Marketing, Marketing",,"Berlin, Berlin, Germany, Europe",http://www.simplaex.com/,$1M to $10M,6771788,USD,6771788,Early Stage Venture,3,"191,786",Claret Capital Partners,1,Claret Capital Partners,
Seed Round - Entropik,https://www.crunchbase.com/funding_round/entropik-technology-seed--b562a4ca,Entropik,https://www.crunchbase.com/organization/entropik-technology,Seed,1100000,USD,1100000,2018-07-27,Seed,,,,Yes,AI-powered Integrated Market Research Platforms for agile and accurate insights. Scale up your marketing and product decisions.,"Artificial Intelligence (AI), Consumer Research, Machine Learning, Market Research, Product Research",,"Bengaluru, Karnataka, India, Asia",https://www.entropik.io,$10M to $50M,34325000,USD,34325000,Early Stage Venture,5,"176,947",Bharat Innovation Fund,4,"Arthavida Ventures, Bharat Innovation Fund, IDFC-Parampara Fund, Jitendra Gupta",1
Seed Round - Lingzhi Technology,https://www.crunchbase.com/funding_round/lingzhi-technology-seed--1abb907d,Lingzhi Technology,https://www.crunchbase.com/organization/lingzhi-technology,Seed,1450000,USD,1450000,2018-12-24,Seed,,,,Yes,Lingzhi Technology is a service robot maker.,"Artificial Intelligence (AI), Robotics",,"Shanghai, Shanghai, China, Asia",,,1450000,USD,1450000,Seed,1,"177,088",Zhejiang Taihao Investment Management,1,Zhejiang Taihao Investment Management,
Seed Round - Xiaoxiao Robot,https://www.crunchbase.com/funding_round/xiaoxiao-robot-seed--f688d61e,Xiaoxiao Robot,https://www.crunchbase.com/organization/xiaoxiao-robot,Seed,1506200,USD,1506200,2018-07-04,Seed,,,,Yes,Xiaoxiao Robot is anAI & Robotics company.,"Artificial Intelligence (AI), Robotics",,"Chongqing, Heilongjiang, China, Asia",,,1506200,USD,1506200,Seed,1,"178,586",Gongqingcheng Laiman Investment Management,1,Gongqingcheng Laiman Investment Management,
Series B - Kether,https://www.crunchbase.com/funding_round/kether-3566-series-b--fc3a054c,Kether,https://www.crunchbase.com/organization/kether-3566,Series B,20000000,CNY,3103951,2018-01-16,Early Stage Venture,,,,Yes,Kether is a designer and developer of brain monitoring device company.,"Electronics, Health Care, Intelligent Systems",,"Hangzhou, Zhejiang, China, Asia",http://kether.cn,,54000000,CNY,8294097,Early Stage Venture,5,"178,849",Huadan Angel,1,Huadan Angel,
Pre Seed Round - Nais.co,https://www.crunchbase.com/funding_round/nais-co-pre-seed--4c88e6c4,Nais.co,https://www.crunchbase.com/organization/nais-co,Pre-Seed,1740000,USD,1740000,2018-06-01,Seed,8000000,USD,8000000,Yes,Nais.co offers Human Resources services.,"Human Resources, Mobile Apps, Predictive Analytics, SaaS, Software",,"London, England, United Kingdom, Europe",https://nais.co,Less than $1M,1740000,USD,1740000,Seed,1,"615,653",,,,
Seed Round - rct AI,https://www.crunchbase.com/funding_round/rct-ai-seed--c630964c,rct AI,https://www.crunchbase.com/organization/rct-ai,Seed,1500000,USD,1500000,2018-09-25,Seed,,,,Yes,Providing AI solutions to the game industry,"3D Technology, Artificial Intelligence (AI), Gaming, Generative AI, Machine Learning, Metaverse",Women Founded,"Burbank, California, United States, North America",https://rct.ai/,$1M to $10M,25728945,USD,25728945,Early Stage Venture,5,"609,033",Sky Saga Capital,1,Sky Saga Capital,
Seed Round - Intelligent Artifacts,https://www.crunchbase.com/funding_round/intelligentartifacts-seed--c946bd98,Intelligent Artifacts,https://www.crunchbase.com/organization/intelligentartifacts,Seed,1088000,USD,1088000,2018-06-01,Seed,,,,Yes,"Trustworthy & transparent Cognitive Machine Intelligence to support mission needs for the Defense, Intelligence, and Aerospace communities.","Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Cyber Security, Data Center Automation, Industrial Automation, Intelligent Systems, Marketing Automation, Natural Language Processing, Sales Automation",,"New York, New York, United States, North America",https://www.intelligent-artifacts.com/,$1M to $10M,3688000,USD,3688000,Seed,3,"609,230",,,,
Series A - Tianxiang Aviation Technology,https://www.crunchbase.com/funding_round/tianxiang-aviation-technology-series-a--b4c8db96,Tianxiang Aviation Technology,https://www.crunchbase.com/organization/tianxiang-aviation-technology,Series A,2338100,USD,2338100,2018-08-06,Early Stage Venture,,,,Yes,Tianxiang Aviation Technology is an AI and robotics company.,"Artificial Intelligence (AI), Robotics",,"Guangzhou, Guangdong, China, Asia",http://www.txauav.com,$1M to $10M,2338100,USD,2338100,Early Stage Venture,1,"520,112",Topsailing Capital,2,"Topsailing Capital, Yonghua Capital",
Seed Round - ApisProtect,https://www.crunchbase.com/funding_round/apisprotect-seed--60435fdb,ApisProtect,https://www.crunchbase.com/organization/apisprotect,Seed,1800000,USD,1800000,2018-11-20,Seed,,,,Yes,ApisProtect develops an agricultural technology designed for the management and care of bees.,"Agriculture, Big Data, Information Technology, Machine Learning, Productivity Tools, Sensor",,"Cork, Cork, Ireland, Europe",http://www.apisprotect.com/,$1M to $10M,1800000,USD,1800000,Seed,1,"168,726","Atlantic Bridge, Finistere Ventures",5,"Atlantic Bridge, Enterprise Ireland, Finistere Ventures, Radicle Growth, The Yield Lab Europe",
Debt Financing - C3 Metrics,https://www.crunchbase.com/funding_round/c3-metrics-debt-financing--400603fb,C3 Metrics,https://www.crunchbase.com/organization/c3-metrics,Debt Financing,1850000,USD,1850000,2018-05-24,,,,,No,C3 Metrics is a global leader in cross-platform advertising attribution measurement & accountability.,"Advertising, Analytics, Business Intelligence, Predictive Analytics, Test and Measurement",,"Portsmouth, New Hampshire, United States, North America",https://c3metrics.com,$1M to $10M,3575000,USD,3575000,Seed,3,"609,895",,1,Morgan Stanley,
Seed Round - cinfo,https://www.crunchbase.com/funding_round/cinfo-seed--e6872716,cinfo,https://www.crunchbase.com/organization/cinfo,Seed,1500000,USD,1500000,2018-03-03,Seed,,,,Yes,"automated tv, remote production, cloud production, synthetic video, corporate tv, retail tv, artificial intelligence for video, metadata","Artificial Intelligence (AI), Broadcasting, Computer Vision, Internet, Machine Learning, Software, TV Production, Video Streaming, Virtual Reality",,"A Coruña, Galicia, Spain, Europe",http://www.cinfo.es,,9123016,USD,9123016,Seed,3,"169,597",,,,
Series A - Scibids,https://www.crunchbase.com/funding_round/scibids-series-a--68ccf9b0,Scibids,https://www.crunchbase.com/organization/scibids,Series A,2200000,EUR,2551065,2018-09-11,Early Stage Venture,,,,Yes,Scibids develops customizable AI for the digital media performance needs of brands.,"Advertising, Artificial Intelligence (AI), Marketing",,"Paris, Ile-de-France, France, Europe",https://scibids.com,Less than $1M,4260000,EUR,4880825,M&A,4,"401,488",IRIS,2,"IRIS, Thibaud Elziere",1
Seed Round - Reps AI,https://www.crunchbase.com/funding_round/reps-ai-seed--6f9bf43d,Reps AI,https://www.crunchbase.com/organization/reps-ai,Seed,1200000,USD,1200000,2018-06-01,Seed,,,,Yes,Reps AI delivers real-time agent assist technology that increases productivity by 5x and customer satisfaction across customers' journeys.,"Artificial Intelligence (AI), Customer Service, Machine Learning, Software, Technical Support",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.reps.ai,$1M to $10M,1200000,USD,1200000,M&A,1,"392,637",,2,"Founders Factory, Start Capital",
Seed Round - HUE.AI,https://www.crunchbase.com/funding_round/cyborg-industries-seed--ae859d98,HUE.AI,https://www.crunchbase.com/organization/cyborg-industries,Seed,1200000,USD,1200000,2018-07-30,Seed,,,,Yes,HUE.AI uses artificial intelligence to create new products and efficiencies for the medical and optical industries. ,"Artificial Intelligence (AI), Eyewear, Machine Learning, Medical, Medical Device",,"Vienna, Virginia, United States, North America",http://www.hueai.com/,$1M to $10M,1200000,USD,1200000,Seed,1,"153,967",Princeton Alumni Angels,2,"Big Red Ventures, Princeton Alumni Angels",
Seed Round - XuanYi Tech,https://www.crunchbase.com/funding_round/xuanyi-tech-seed--b860e93a,XuanYi Tech,https://www.crunchbase.com/organization/xuanyi-tech,Seed,2900000,USD,2900000,2018-12-11,Seed,,,,Yes,XuanYi Tech	is an AI emotional analysis and computing technology firm.,"Artificial Intelligence (AI), Robotics, Software",,"Beijing, Beijing, China, Asia",http://www.xuanyiai.com/,,2900000,USD,2900000,Seed,1,"479,516",,,,
