Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors
Convertible Note - NEER,https://www.crunchbase.com/funding_round/neer-convertible-note--36539f98,NEER,https://www.crunchbase.com/organization/neer,Convertible Note,100000,USD,100000,2020-05-21,,,,,No,Redefining Water Infrastructure Modeling and Asset Management through Machine Learning,"Asset Management, Machine Learning, Predictive Analytics, Smart Cities, Software, Water",,"Kansas City, Missouri, United States, North America",https://www.neer.ai/,Less than $1M,350000,USD,350000,,5,"377,270",,gener8tor,1,
Seed Round - FANTM,https://www.crunchbase.com/funding_round/fantm-seed--305e1b20,FANTM,https://www.crunchbase.com/organization/fantm,Seed,100000,USD,100000,2020-10-01,Seed,,,,Yes,FANTM is building the future of non-invasive human-computer integration.,"Artificial Intelligence (AI), Augmented Reality, Hardware, Human Computer Interaction, Software, Virtual Reality, Wearables",,"Madison, Wisconsin, United States, North America",https://www.getfantm.com,,100000,USD,100000,Seed,1,"378,427",gener8tor,"gener8tor, Right Side Capital Management",2,
Grant - Health Technology Innovations,https://www.crunchbase.com/funding_round/health-technology-innovations-grant--42cedcce,Health Technology Innovations,https://www.crunchbase.com/organization/health-technology-innovations,Grant,224949,USD,224949,2020-03-05,,,,,No,Health Technology Innovations accelerates biomedical imaging with machine learning.,"Artificial Intelligence (AI), Biotechnology, Machine Learning",,"Portland, Oregon, United States, North America",https://hti.ai,$1M to $10M,1224905,USD,1224905,,2,"561,606",National Science Foundation,National Science Foundation,1,
Pre Seed Round - Boomitra,https://www.crunchbase.com/funding_round/conserwater-technologies-pre-seed--4f6cb64a,Boomitra,https://www.crunchbase.com/organization/conserwater-technologies,Pre-Seed,100000,USD,100000,2020-02-24,Seed,,,,Yes,Boomitra is the leading international soil carbon marketplace powered by AI and remote sensing technology.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Machine Learning, Remote Sensing",,"San Mateo, California, United States, North America",https://boomitra.com,$1M to $10M,5329110,USD,5329110,Seed,3,"561,734",SVG Ventures,SVG Ventures,1,1
Pre Seed Round - Berryworks,https://www.crunchbase.com/funding_round/berryworks-pre-seed--66bdf0dc,Berryworks,https://www.crunchbase.com/organization/berryworks,Pre-Seed,200000,USD,200000,2020-10-15,Seed,,,,Yes,Berryworks’ employee experience platform holds AI-enabled conversations to provide real-time employee sentiments and actionable insights.,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Machine Learning, SaaS, Software","Women Founded, Women Led","San Francisco, California, United States, North America",https://www.berryworks.ai,Less than $1M,200000,USD,200000,Seed,1,"131,778",,,,
Pre Seed Round - Hopeful Inc.,https://www.crunchbase.com/funding_round/hopeful-inc-pre-seed--1955a944,Hopeful Inc.,https://www.crunchbase.com/organization/hopeful-inc,Pre-Seed,150000,CAD,113649,2020-01-29,Seed,1000000,CAD,757663,Yes,Hopeful is the first Social Fundtech platform that enables nonprofits and charities to monetize their social media followers for fundraising,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Non Profit, Predictive Analytics",,"Toronto, Ontario, Canada, North America",https://www.hopefulinc.me/,,400000,CAD,304225,M&A,2,"563,253",,Vendian Capital,1,
Pre Seed Round - Yuva Pay,https://www.crunchbase.com/funding_round/yuva-pay-pre-seed--dbe963db,Yuva Pay,https://www.crunchbase.com/organization/yuva-pay,Pre-Seed,50000,USD,50000,2020-10-21,Seed,1400000,USD,1400000,Yes,Yuva Pay is an exclusive bank for those who do not have access to the internet.,"Artificial Intelligence (AI), Financial Services, Mobile Apps, Mobile Payments",,"Udipi, Karnataka, India, Asia",https://www.yuvapay.com/,,50000,USD,50000,Seed,4,"563,703",EXPERT DOJO,"EXPERT DOJO, Incisive Ventures, Kube VC",3,2
Seed Round - Aivero,https://www.crunchbase.com/funding_round/aivero-seed--b7431585,Aivero,https://www.crunchbase.com/organization/aivero,Seed,121000,USD,121000,2020-03-01,Seed,,,,Yes,Advancing Biomedical Research with Visual AI,"3D Technology, Artificial Intelligence (AI), Computer Vision, Machine Learning, Software, Video Streaming",,"Stavanger, Rogaland, Norway, Europe",https://www.aivero.com,$1M to $10M,3483000,USD,3483000,Seed,7,"568,518",,,,
Angel Round - Perpick,https://www.crunchbase.com/funding_round/perpick-angel--879be355,Perpick,https://www.crunchbase.com/organization/perpick,Angel,48000000,KRW,40491,2020-09-01,Seed,300000000,KRW,253071,Yes,The Centrap provides customized artificial intelligence services and big data analysis technology,"Artificial Intelligence (AI), Computer, Machine Learning",,"Seongnam, Kyonggi-do, South Korea, Asia",http://perpick.me/,,63000000,KRW,52973,Seed,2,"564,517",,Korea Venture Business Association,1,
Pre Seed Round - Captain's Eye,https://www.crunchbase.com/funding_round/captain-s-eye-pre-seed--1f45aeb5,Captain's Eye,https://www.crunchbase.com/organization/captain-s-eye,Pre-Seed,120000,USD,120000,2020-12-16,Seed,,,,Yes,Captain's Eye uses machine vision analytics to improve crew and vessel safety on board ocean-going vessels.,"Machine Learning, Marine Technology",,"Haifa, Hefa, Israel, Asia",https://captain-eye.com/,$1M to $10M,4120000,USD,4120000,,2,"564,520",Techstars,Techstars,1,1
Grant - SATAVIA,https://www.crunchbase.com/funding_round/satavia-grant--b09704d5,SATAVIA,https://www.crunchbase.com/organization/satavia,Grant,49205,GBP,60217,2020-05-13,,,,,No,"SATAVIA simplifies decision-making for smarter, greener aviation","Air Transportation, Artificial Intelligence (AI), Big Data, Machine Learning, Sensor, Software, Telecommunications",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://satavia.com,$1M to $10M,4981434,USD,4981434,Seed,10,"565,040",,,,
Seed Round - Aquarium,https://www.crunchbase.com/funding_round/aquarium-seed--788121dc,Aquarium,https://www.crunchbase.com/organization/aquarium,Seed,125000,USD,125000,2020-08-22,Seed,,,,Yes,Aquarium is expertise in making machine learning accessible to its customers that helps to simplify their models by improving datasets.,"Analytics, Artificial Intelligence (AI), Data Management, Developer APIs, Information Technology, Machine Learning, Software",,"San Francisco, California, United States, North America",https://www.aquariumlearning.com/,$1M to $10M,2725000,USD,2725000,Seed,2,"566,094",Y Combinator,"Y Combinator, Zero Prime Ventures",2,
Grant - Strados Labs,https://www.crunchbase.com/funding_round/strados-labs-grant--05e21552,Strados Labs,https://www.crunchbase.com/organization/strados-labs,Grant,224999,USD,224999,2020-06-25,,,,,No,Strados Labs innovates respiratory monitoring using smart biosensors and artificial intelligence.,"Artificial Intelligence (AI), Health Care, Medical, Medical Device, mHealth, PaaS, Wearables",Women Founded,"Philadelphia, Pennsylvania, United States, North America",https://www.stradoslabs.com/,$1M to $10M,8158997,USD,8158997,,8,"566,308",National Science Foundation,National Science Foundation,1,
Seed Round - Rama Vision Portal,https://www.crunchbase.com/funding_round/rama-vision-portal-seed--07e141ac,Rama Vision Portal,https://www.crunchbase.com/organization/rama-vision-portal,Seed,60000,USD,60000,2020-11-01,Seed,500000,USD,500000,Yes,"AI-Based Investment Solution to help investors generate consistent returns, cash flow, and wealth growth.","Artificial Intelligence (AI), Financial Services, FinTech",,"Dubai, Dubai, United Arab Emirates, Asia",https://ramavision.ae/,,781000,USD,781000,Seed,2,"566,496",Sheikh Khalid Bin Humaid Al Qasimi,Sheikh Khalid Bin Humaid Al Qasimi,1,
Pre Seed Round - Openface,https://www.crunchbase.com/funding_round/openface-pre-seed--1acd99f9,Openface,https://www.crunchbase.com/organization/openface,Pre-Seed,205000,USD,205000,2020-11-01,Seed,,,,Yes,AI-first SaaS for skin care,"E-Commerce, Health Care, Information Technology, Machine Learning, Retail, SaaS, Software",,"Vilnius, Vilniaus Apskritis, Lithuania, Europe",https://openface.io/,,709648,USD,709648,Seed,6,"567,678",,,,
Grant - Shopstory,https://www.crunchbase.com/funding_round/boomerank-grant--4b91febc,Shopstory,https://www.crunchbase.com/organization/boomerank,Grant,198000,EUR,234006,2020-11-10,,,,,No,Shopstory is a SaaS that helps eCommerce companies grow automatically with help of AI and the creation of an immense data hub.,"Analytics, Artificial Intelligence (AI), E-Commerce, Marketing Automation, SaaS",,"Vienna, Wien, Austria, Europe",https://www.shopstory.ai,,5602000,EUR,5848430,Seed,6,"356,376",,,,
Pre Seed Round - Veesual,https://www.crunchbase.com/funding_round/veesual-pre-seed--d5a92481,Veesual,https://www.crunchbase.com/organization/veesual,Pre-Seed,118531,USD,118531,2020-10-05,Seed,,,,Yes,Augmented Shopping Experiences for fashion. Double the conversion for fashion brands. Powered by proprietary Image Generation Technology,"Advertising, Artificial Intelligence (AI), E-Commerce, Fashion, Generative AI, Internet, Machine Learning, Retail, Social Media, Software",,"Paris, Ile-de-France, France, Europe",https://www.veesual.ai/,,7618531,USD,7618531,Seed,3,"568,516",Techstars,Techstars,1,1
Venture Round - Traiffic Labs,https://www.crunchbase.com/funding_round/traiffic-labs-series-unknown--6be2b9f0,Traiffic Labs,https://www.crunchbase.com/organization/traiffic-labs,Venture - Series Unknown,20000,CAD,14884,2020-03-01,,,,,Yes,Preventing Accidents and Improving Traffic Safety and Enforcement through AI and Advanced Analytics.,"Artificial Intelligence (AI), Software",,"Edmonton, Alberta, Canada, North America",http://www.traifficlabs.com,,20000,CAD,14884,,1,"609,904",,,,
Pre Seed Round - Towntalk,https://www.crunchbase.com/funding_round/towntalk-solutions-pre-seed--0c53691c,Towntalk,https://www.crunchbase.com/organization/towntalk-solutions,Pre-Seed,150000,USD,150000,2020-12-02,Seed,,,,Yes,Towntalk is a data intelligence company that equips African businesses with real time data and insights to make better informed decisions.,"Analytics, Artificial Intelligence (AI), Big Data, InsurTech, Logistics, Machine Learning, Predictive Analytics, Security, Software",,"Lagos, Lagos, Nigeria, Africa",https://www.towntalk-solutions.com/,,405000,USD,405000,Seed,3,"174,045",Consonance Investment Managers,Consonance Investment Managers,1,1
Pre Seed Round - DESAISIV,https://www.crunchbase.com/funding_round/desaisiv-pre-seed--8aa4f0ce,DESAISIV,https://www.crunchbase.com/organization/desaisiv,Pre-Seed,200000,USD,200000,2020-09-01,Seed,,,,Yes,DESAISIV is an InsurTech B2B company offering bespoke AI SaaS that exploits billions of data points to optimize insurance process.,"Artificial Intelligence (AI), Health Insurance, Machine Learning, Predictive Analytics, SaaS, Software",,"Riyadh, Ar Riyad, Saudi Arabia, Asia",http://www.desaisiv.com,$1M to $10M,2300000,USD,2300000,Seed,3,"175,097",,,,
Seed Round - Astana Pay,https://www.crunchbase.com/funding_round/astana-pay-seed--82361d5e,Astana Pay,https://www.crunchbase.com/organization/astana-pay,Seed,50000,USD,50000,2020-06-03,Seed,300000,USD,300000,Yes,ASTANA Pay is the means of payment with artificial intelligence for risk management.,"Artificial Intelligence (AI), FinTech, Machine Learning, Payments",,"São Paulo, Sao Paulo, Brazil, South America",https://www.astanapay.com.br,Less than $1M,50000,USD,50000,Seed,1,"175,693",,,,
Angel Round - iPAGE GLOBAL,https://www.crunchbase.com/funding_round/ipage-bangladesh-angel--dfde8633,iPAGE GLOBAL,https://www.crunchbase.com/organization/ipage-bangladesh,Angel,21334,USD,21334,2020-03-03,Seed,,,,Yes,Agricultural Data Company.,"AgTech, Artificial Intelligence (AI), Big Data, Machine Learning",,"Dhaka, Dhaka, Bangladesh, Asia",https://www.ipageglobal.com/,Less than $1M,462651,USD,462651,Seed,7,"175,922",,,,
Seed Round - Evja,https://www.crunchbase.com/funding_round/evja-seed--5788ec01,Evja,https://www.crunchbase.com/organization/evja,Seed,85000,EUR,94566,2020-06-01,Seed,,,,Yes,"Evja is revolutionizing agriculture by combining Artificial Intelligence, Internet of Things and Agronomic Models.","Agriculture, AgTech, Artificial Intelligence (AI), Big Data, Information Services, Internet, Software",,"Naples, Campania, Italy, Europe",https://www.evja.eu,$1M to $10M,4285000,EUR,4533608,Seed,7,"176,742",,StartLife,1,
Seed Round - Syngli,https://www.crunchbase.com/funding_round/syngli-seed--1c8ae012,Syngli,https://www.crunchbase.com/organization/syngli,Seed,20000,CAD,15027,2020-09-30,Seed,,,,Yes,Syngli is building an interactive tutoring system to enhance teaching and learning.,"Big Data, E-Learning, Language Learning, Natural Language Processing, Neuroscience, Speech Recognition, Test and Measurement, Tutoring",,"Kitchener, Ontario, Canada, North America",https://syngli.com/,$10M to $50M,619659,USD,619659,Seed,25,"360,802",,,,
Grant - senswork,https://www.crunchbase.com/funding_round/senswork-grant--42dea98b,senswork,https://www.crunchbase.com/organization/senswork,Grant,193452,EUR,228452,2020-10-26,,,,,No,senswork develops solutions for automatic optical inspection & quality assurance,"3D Technology, Artificial Intelligence (AI), Computer Vision, Industrial Automation, Software",,"Burghausen, Bayern, Germany, Europe",https://www.senswork.com,Less than $1M,572520,EUR,662176,,3,"179,112",,,,
Pre Seed Round - Apres,https://www.crunchbase.com/funding_round/apres-7af0-pre-seed--c1e8794f,Apres,https://www.crunchbase.com/organization/apres-7af0,Pre-Seed,120000,USD,120000,2020-03-02,Seed,,,,Yes,Engaged AI - Helping the world build AI people can trust,"Analytics, Artificial Intelligence (AI), Developer APIs, Machine Learning, SaaS",,"San Francisco, California, United States, North America",http://www.apres.io,Less than $1M,1783411,USD,1783411,Seed,2,"615,833",Techstars,Techstars,1,1
Seed Round - Jetson,https://www.crunchbase.com/funding_round/jetsonai-seed--8be17482,Jetson,https://www.crunchbase.com/organization/jetsonai,Seed,100000,USD,100000,2020-06-16,Seed,,,,Yes,"We are an intelligent ""voice-first"" commerce platform that delivers a best-in-class buying experience for your brand.","Artificial Intelligence (AI), Information Technology, Internet, Life Science",Women Founded,"New York, New York, United States, North America",https://www.jetson.ai/,$1M to $10M,2900000,USD,2900000,Seed,5,"424,473",,Branded Strategic Hospitality,1,
Angel Round - Autoinsp,https://www.crunchbase.com/funding_round/autoinsp-angel--c850c884,Autoinsp,https://www.crunchbase.com/organization/autoinsp,Angel,50000,USD,50000,2020-03-20,Seed,,,,Yes,Automotive anti-fraud technology,"Artificial Intelligence (AI), Automotive, Information Technology, InsurTech, Machine Learning",,"Guará, Distrito Federal, Brazil, South America",https://autoinsp.com,,210000,USD,210000,Seed,3,"240,968",,,,
Grant - Counterfake,https://www.crunchbase.com/funding_round/counterfake-grant--35f396dd,Counterfake,https://www.crunchbase.com/organization/counterfake,Grant,30000,USD,30000,2020-01-01,,,,,No,Counterfake is an AI-powered online brand protection solution prevents brands from losing revenue and reputation due to counterfeit products,"Artificial Intelligence (AI), B2B, E-Commerce, Image Recognition, Intellectual Property, Legal Tech, Machine Learning, Natural Language Processing",,"Istanbul, Istanbul, Turkey, Europe",https://counterfake.ai/,,85000,USD,85000,,3,"608,441",,TÜBİTAK,1,
Grant - Robotto,https://www.crunchbase.com/funding_round/robotto-grant--c1a9e335,Robotto,https://www.crunchbase.com/organization/robotto,Grant,690000,DKK,104051,2020-07-02,,,,,No,Robotto is integrating drones with AI and computer vision technologies being performed at edge level for a variety of use-cases.,"Artificial Intelligence (AI), Computer Vision, Data Visualization, Drones, Image Recognition, Robotics, Software",,"Aalborg, Nordjylland, Denmark, Europe",https://www.robotto.ai,$1M to $10M,3690000,DKK,557083,Seed,3,"128,449",,Innovation Fund Denmark,1,
