Organization Name,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Number of Founders,Founders,Number of Employees,Number of Lead Investors,Number of Investors,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors
Bene Bono,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/hors-normes,,Food Processing,"Paris, Ile-de-France, France",Bene Bono is an online store that provides seasonal fruit and vegetable products.,"22,310","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://benebono.fr/,,https://www.facebook.com/horsnormes.co,https://www.linkedin.com/company/horsnormes-co/,,,,,,,,,,,,,Food and Beverage,3,Early Stage Venture,3/5/2024,10000000,EUR,10855889,Series A,10000000,EUR,10855889,Series A,18000000,EUR,19159101,18000000,EUR,19159101,"Kima Ventures, AXA Venture Partners, Stride.VC, Project A Ventures, Gokul Rajaram"
Bevolta,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bevolta,,"SaaS, Software, Supply Chain Management","Paris, Ile-de-France, France","B2B SaaS platform that automates and optimises the replenishment process. For quicker response time, less inventory and never out of stock.","876,221","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bevolta.com,,,https://www.linkedin.com/company/bevolta/,contact@bevolta.com,,,,,,,,,,,,"Software, Transportation",1,Seed,8/1/2017,,,,Angel,,,,Angel,,,,,,,
Bib Batteries,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bib-batteries,,"B2B, Information Services, Software","Paris, Ile-de-France, France",BiB Batteries is a developer of battery monitoring software designed to optimize batteries' performances.,"36,578","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://bib-batteries.fr/,,,https://www.linkedin.com/company/bib-batteries,,,,,,,,,,,,,"Information Technology, Other, Software",3,Seed,9/10/2024,2200000,EUR,2424472,Seed,2200000,EUR,2424472,Seed,2544472,USD,2544472,2544472,USD,2544472,"Techstars, Super Capital, Next Gear Ventures, Wendel Family Office, Family Ventures"
Bigblue,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bigblue,,"Delivery, E-Commerce, Information Technology, Logistics, Software","Paris, Ile-de-France, France",Bigblue is a computer software company that provides delivery experience solutions for customer-centric brands.,"22,992","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bigblue.co,https://twitter.com/Bigblue_co,https://www.facebook.com/profile.php?id=100039223226982,https://www.linkedin.com/company/bigblue-co,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Information Technology, Software, Transportation",4,Early Stage Venture,3/25/2022,13660000,EUR,15003570,Series A,13660000,EUR,15003570,Series A,16660000,EUR,18576841,16660000,EUR,18576841,"Bpifrance, Plug and Play, AGORANOV, Runa Capital, Samaipata"
Billiv,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/billiv,,"Apps, Information Technology, Software","Paris, Ile-de-France, France",Billiv is a software company that offers an electronic receipt that allows customers to retrieve their receipts.,"99,352","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.billiv.fr,,,https://www.linkedin.com/company/billiv/,hello@billiv.fr,,,,,,,,,,,,"Apps, Information Technology, Software",1,Seed,7/20/2022,1300000,EUR,1323508,Seed,1300000,EUR,1323508,Seed,1300000,EUR,1323508,1300000,EUR,1323508,Asterion Ventures
BimBimGo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bimbimgo,,Food Delivery,"Paris, Ile-de-France, France",Paris-based food delivery company focusing on campuses,"375,413","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bimbimgo.com,,,https://www.linkedin.com/company/bimbimgo/,,,,,,,,,,,,,"Food and Beverage, Transportation",1,,4/15/2019,,,,Undisclosed,,,,Undisclosed,,,,,,,"Edward Lando, Pareto Holdings"
Biolevate,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/Biolevate,,"Artificial Intelligence (AI), Biotechnology, Therapeutics","Paris, Ile-de-France, France",Biolevate is an AI company that helps healthcare professionals accelerate scientific innovation and improve knowledge management.,"5,878","European Union (EU), Europe, Middle East, and Africa (EMEA)",,https://www.biolevate.com,https://twitter.com/Biolevate,,https://www.linkedin.com/company/biolevate,contact@biolevate.com,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",1,Seed,11/25/2024,6000000,EUR,6273624,Seed,6000000,EUR,6273624,Seed,6000000,EUR,6273624,6000000,EUR,6273624,"Bpifrance, EQT Ventures, Mehdi Ghissassi"
Blendeez,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/blendeez,,"Information Technology, SaaS, Software","Paris, Ile-de-France, France",Blendeezi s a web platform and intelligent SaaS software automation platform.,"1,634,761","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.blendeez.io,https://twitter.com/blendeez_io,https://www.facebook.com/blendeez.io,https://www.linkedin.com/company/blendeez,contact@blendeez.io,,,,,,,,,,,,"Information Technology, Software",,,,,,,,,,,,,,,,,,
BlockchainyourIp,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/blockchainyourip,,"Blockchain, Cryptocurrency, Information Technology","Paris, Ile-de-France, France","BlockchainyourIp is a service of protection of creations, innovations and know-now using the Blockchain technology.","417,641","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.blockchainyourip.com,https://www.twitter.com/blckchainyourip,https://www.facebook.com/blockchainyourip-136043356968931,https://www.linkedin.com/company/blockchainyourip,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software",,,,,,,,,,,,,,,,,,
Blockpulse,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/blockpulse,,"Finance, Funding Platform, Software","Paris, Ile-de-France, France","Blockpulse provides software application that specializes in fundraising, automate capital operation and manage shareholding.","529,994","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://blockpulse.eu/,https://twitter.com/Blockpulse_eu,https://www.facebook.com/blockpulse.eu,https://www.linkedin.com/company/blockpulse/,contact@blockpulse.eu,,,,,,,,,,,,"Financial Services, Lending and Investments, Software",,,,,,,,,,,,,,,,,,
Bloom Alternance,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bloom-alternance,,"Education, Recruiting, Staffing Agency","Paris, Ile-de-France, France",Bloom Alternance is a platform that aims to facilitate apprenticeships.,"118,465","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://bloom-alternance.fr,https://x.com/bloomalternance,,https://www.linkedin.com/company/bloom-alternance,,,,,,,,,,,,,"Administrative Services, Education, Professional Services",1,,9/24/2024,1100000,EUR,1231021,Venture - Series Unknown,1100000,EUR,1231021,Venture - Series Unknown,1100000,EUR,1231021,1100000,EUR,1231021,Paris Business Angels
Bloom at Work,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bloom-at-work,,"Employee Benefits, Health Care","Paris, Ile-de-France, France",Bloom at work is the solution to take care of your employees.,"1,662,946","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bloom-at-work.com,https://twitter.com/bloom_at_work,https://www.facebook.com/TeamBloomatWork,https://www.linkedin.com/company/bloom-at-work,hello@bloom-at-work.com,,,,,,,,,,,,"Administrative Services, Health Care",1,Seed,9/1/2018,,,,Pre-Seed,,,,Pre-Seed,,,,,,,Baptiste Hamel
Bloomflow,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bloomflow,,"Computer, Innovation Management, SaaS, Software","Paris, Ile-de-France, France",Bloomflow is the innovation management platform empowering large enterprises to thrive in todayâ€™s rapidly changing business landscape,"184,674","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bloomflow.com,,,https://www.linkedin.com/company/bloomflow,hello@bloomflow.com,,,,,,,,,,,,"Consumer Electronics, Hardware, Professional Services, Software",,,,,,,,,,,,,,,,,,
Bobochic Paris,,,,Active,1/1/2015,year,,,,,,,Nov-50,,,https://www.crunchbase.com/organization/bobochic-paris,,"Furniture, Home Decor, Manufacturing","Paris, Ile-de-France, France",Bobochic Paris is a furniture design and manufacturer company.,"491,040","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://bobochicparis.com,https://twitter.com/bobochicparis,https://www.facebook.com/bobochicparis,https://www.linkedin.com/company/bobochicparis,,,,,,,,,,,,,"Consumer Goods, Manufacturing, Real Estate",,,,,,,,,,,,,,,,,,
Bolden,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bolden,,"Financial Services, FinTech, Market Research, Marketplace, Service Industry","Paris, Ile-de-France, France",Bolden is an operator of a money lending platform.,"128,942","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://bolden.fr,https://www.twitter.com/bolden_fr,https://www.facebook.com/1543279592555381,https://www.linkedin.com/company/bolden-fr,contact@bolden.fr,,,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Design, Financial Services, Other",4,Seed,3/1/2019,1500000,EUR,1705272,Convertible Note,1600000,EUR,1889413,Seed,2300000,EUR,2772753,4800000,EUR,5644775,
Botmind,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/botmind,,"Artificial Intelligence (AI), Customer Service, Lead Generation, Machine Learning, SaaS, Software","Paris, Ile-de-France, France",Botmind  is a SaaS platform that helps companies to deliver a better customer experience combining human and artificial intelligence.,"252,162","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.botmind.io,https://twitter.com/botmind_io,https://www.facebook.com/botmind/,https://fr.linkedin.com/company/botmind,hello@botmind.io,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",1,Seed,5/1/2019,,,,Seed,,,,Seed,,,,,,,
Boxy,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/storelift-3502,,"Computer Vision, Retail Technology","Paris, Ile-de-France, France",Boxy is building a micro retailer by designing a new store format that is fully autonomous and deployed where people work and live.,"22,502","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.getboxy.co,https://mobile.twitter.com/getboxy1,https://www.facebook.com/boxyfrance,https://www.linkedin.com/company/getboxy,info@storelift.co,,,,,,,,,,,,"Commerce and Shopping, Hardware, Software",2,Early Stage Venture,2/17/2022,25000000,EUR,28409511,Series A,25000000,EUR,28409511,Series A,30000000,EUR,33846261,30000000,EUR,33846261,"LocalGlobe, CapHorn Invest, Serena, Bootstrap Europe"
Bricks.ai,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bricks-ai,,"Business Development, Document Management, Marketing, Personalization, SaaS, Sales, Software","Paris, Ile-de-France, France","Bricks.ai helps Sales, Marketing, and Data teams hyper-personalize their assets including RFPs, contracts, and business proposals.","332,707","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bricks.ai,https://twitter.com/Bricks_AI,https://www.facebook.com/bricksaiofficial,https://www.linkedin.com/company/bricks.ai/,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Professional Services, Sales and Marketing, Software",,,,,,,,,,,,,,,,,,
Brumaire,,,,Active,1/1/2020,year,,,,,,,10-Jan,,,https://www.crunchbase.com/organization/brumaire,,"E-Commerce, Electric Vehicle, Sales","Paris, Ile-de-France, France",Brumaire is an e-commerce company of electric scooters and accessories.,"683,987","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.brumaire.co,,https://www.facebook.com/brumaire.france,https://www.linkedin.com/company/brumairescooters,contact@brumaire.co,,,,,,,,,,,,"Commerce and Shopping, Sales and Marketing, Transportation",,,,,,,,,,,,,,,,,,
Bruno,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bruno,,"Banking, Financial Services, FinTech","Paris, Ile-de-France, France",Bruno is building a new way to interact with money.,"71,906","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://hibruno.com,https://twitter.com/Brunofintech,https://www.facebook.com/brunofintech/,https://www.linkedin.com/company/hibruno/,contact@hibruno.com,,,,,,,,,,,,"Financial Services, Lending and Investments",1,Seed,2/5/2018,1000000,EUR,1236627,Seed,1000000,EUR,1236627,Seed,1000000,EUR,1236627,1000000,EUR,1236627,"360 Capital, Julien Lemoine, Julien Coulon"
Bulldozair,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bulldozair,,"Construction, Project Management, Real Estate, Retail, SaaS, Smart Building, Smart Cities, Transportation","Paris, Ile-de-France, France",BulldozAIR is a construction project management platform for corporates that own real estate or industrial assets.,"51,543","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.bulldozair.com/,https://twitter.com/BulldozAIR,https://www.facebook.com/BulldozAIRcompany,https://www.linkedin.com/company/bulldozair,contact@bulldozair.com,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Other, Real Estate, Software, Transportation",4,M&A,11/1/2020,4000000,EUR,4656718,Series A,4000000,EUR,4656718,Series A,5890957,USD,5890957,5890957,USD,5890957,"Y Combinator, SNCF, PRO BTP, setec, Anaxago"
Bunji,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/bunji,,"Artificial Intelligence (AI), Marketing, Real Estate","Paris, Ile-de-France, France",Bunji is a web software for real estate professionals to reach out to customers through artificial intelligence and targeted marketing.,"517,686","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.bunji.fr,,,https://www.linkedin.com/company/bunjiimmo,driss@bunji.fr,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Sales and Marketing, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Byzantine Finance,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/byzantine-finance,,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, IT Infrastructure, Web3","Paris, Ile-de-France, France",Restaking infrastructure platform,"224,264","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.byzantine.fi/,,,https://www.linkedin.com/company/byzantine-finance/,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Other, Payments, Software",,,,,,,,,,,,,,,,,,
COMIN,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/comin-0f9a,,"Marketplace, Ride Sharing","Paris, Ile-de-France, France","COMIN is a ride-hailing solution redefining urban mobility with a fair, sustainable, and collaborative model.","103,024","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.wearecomin.com/,https://twitter.com/comin_app,https://www.facebook.com/wearecomin,https://www.linkedin.com/company/wearecomin/,,,,,,,,,,,,,"Commerce and Shopping, Transportation",1,Seed,2/1/2023,300000,EUR,330383,Pre-Seed,300000,EUR,330383,Pre-Seed,300000,EUR,330383,300000,EUR,330383,Bpifrance
Cara7,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/cara7,,"Battery, Electric Vehicle, Manufacturing","Paris, Ile-de-France, France",Cara7 certifies electric vehicle battery health and enhances resale value.,"1,209,324","European Union (EU), Europe, Middle East, and Africa (EMEA)",,https://www.cara7.com,https://x.com/cara7onchain,https://www.facebook.com/Cara7App,https://www.linkedin.com/company/cara7app,info@cara7.com,,,,,,,,,,,,"Energy, Manufacturing, Transportation",1,Seed,1/28/2022,,,,Seed,,,,Seed,,,,,,,
CarbonFarm Technology,,,,Active,1/1/2021,year,,,,,,,10-Jan,3,10,https://www.crunchbase.com/organization/carbonfarm-technology,,"Agriculture, AgTech, Farming","Paris, Ile-de-France, France",CarbonFarm's purpose is to make regenerative agriculture lucrative for farmers.,"44,269","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://carbonfarm.tech,,,,info@carbonfarm.tech,,,,,,,,,,,,Agriculture and Farming,2,Seed,10/20/2023,2500000,EUR,2649568,Seed,2500000,EUR,2649568,Seed,2749568,USD,2749568,2749568,USD,2749568,"Bpifrance, Ponderosa Ventures, AgFunder, Climate Capital, Techmind"
Carbone Farmers,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/carbone-farmers,,"Agriculture, Farming","Paris, Ile-de-France, France",Carbone Farmers work to create a more sustainable paradigm for the food value chain as a whole.,"343,938","European Union (EU), Europe, Middle East, and Africa (EMEA)",,http://www.carbonefarmers.com,,,https://www.linkedin.com/company/carbone-farmers,contact@carbonefarmers.com,,,,,,,,,,,,Agriculture and Farming,1,,6/11/2024,,,,Non-equity Assistance,,,,,,,,,,,EIT Food
CareGame,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/caregame,,"Gaming, Mobile, Online Games, Software","Paris, Ile-de-France, France",Cloud gaming technology for all mobile gamers on this planet,"332,867","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.caregame.com/,https://twitter.com/caregame,,https://www.linkedin.com/company/caregame/,contact@caregame.com,,,,,,,,,,,,"Gaming, Mobile, Software",1,Seed,4/1/2019,,,,Seed,,,,Seed,,,,,,,
