"nuts2";"name";"field";"rca";"reldens";"complexity"
"BE35";"Namur";"Clinical Medicine";0,73;30,49;46,27
"BE35";"Namur";"Earth & Environmental Sciences";1,02;38,87;65,54
"BE35";"Namur";"Communication & Textual Studies";0,96;25,95;15,4
"BG31";"Northwestern";"Agriculture, Fisheries & Forestry";4,92;29,49;46,15
"BG31";"Northwestern";"Biology";2,15;29,21;65,01
"BG31";"Northwestern";"Biomedical Research";2,82;32,19;61,3
"BG31";"Northwestern";"Built Environment & Design";0;16,01;35,47
"BG31";"Northwestern";"Chemistry";0,53;20,75;51,19
"BG31";"Northwestern";"Clinical Medicine";1,45;30,54;46,27
"BG31";"Northwestern";"Communication & Textual Studies";0;14,86;15,4
"BG31";"Northwestern";"Earth & Environmental Sciences";0,16;19,89;65,54
"BG31";"Northwestern";"Economics & Business";0;15,4;44,6
"BG31";"Northwestern";"Enabling & Strategic Technologies";0,58;14,94;50,56
"BG31";"Northwestern";"Engineering";0,23;15,63;42,31
"BG31";"Northwestern";"Historical Studies";0;16,45;25,31
"BG31";"Northwestern";"Information & Communication Technologies";0,09;13;44,75
"BG31";"Northwestern";"Mathematics & Statistics";0,93;17,59;51,17
"BG31";"Northwestern";"Philosophy & Theology";0,69;14,63;13,98
"BG31";"Northwestern";"Physics & Astronomy";0,4;17,23;70,4
"BG31";"Northwestern";"Psychology & Cognitive Sciences";0;15,9;47,52
"BG31";"Northwestern";"Public Health & Health Services";0,39;17,48;44,42
"BG31";"Northwestern";"Social Sciences";0,11;16,42;26,24
"BG31";"Northwestern";"Visual & Performing Arts";0;15,09;9,92
"BG32";"Northern Central";"Communication & Textual Studies";0,2;44,85;15,4
"BG32";"Northern Central";"Enabling & Strategic Technologies";1,49;55,45;50,56
"BG32";"Northern Central";"Engineering";2,87;57,48;42,31
"BG32";"Northern Central";"Earth & Environmental Sciences";0,19;44,15;65,54
"BG32";"Northern Central";"Agriculture, Fisheries & Forestry";1,58;49,85;46,15
"BG32";"Northern Central";"Biology";0,44;45,73;65,01
"BG32";"Northern Central";"Biomedical Research";0,15;32,02;61,3
"BG32";"Northern Central";"Built Environment & Design";0,18;46,66;35,47
"BG32";"Northern Central";"Chemistry";0,74;47,7;51,19
"BG32";"Northern Central";"Clinical Medicine";0,13;40,23;46,27
"BG32";"Northern Central";"Visual & Performing Arts";2,75;48,48;9,92
"BG32";"Northern Central";"Economics & Business";1,43;52,86;44,6
"BG32";"Northern Central";"Historical Studies";2,12;48,53;25,31
"BG32";"Northern Central";"Information & Communication Technologies";3,22;57,04;44,75
"BG32";"Northern Central";"Mathematics & Statistics";3,47;55,34;51,17
"BG32";"Northern Central";"Philosophy & Theology";0;40,24;13,98
"BG32";"Northern Central";"Physics & Astronomy";0,72;40,92;70,4
"BG32";"Northern Central";"Psychology & Cognitive Sciences";0,21;40,36;47,52
"BG32";"Northern Central";"Public Health & Health Services";0;39,03;44,42
"BG32";"Northern Central";"Social Sciences";1,96;49,91;26,24
"BG33";"Northeastern";"Agriculture, Fisheries & Forestry";1,81;43,01;46,15
"BG33";"Northeastern";"Biology";1,23;42,19;65,01
"BG33";"Northeastern";"Biomedical Research";0,67;25,79;61,3
"BG33";"Northeastern";"Built Environment & Design";0,87;31,8;35,47
"BG33";"Northeastern";"Chemistry";0,65;39,25;51,19
"BG33";"Northeastern";"Clinical Medicine";0,8;31,91;46,27
"BG33";"Northeastern";"Communication & Textual Studies";0,45;28,55;15,4
"BG33";"Northeastern";"Earth & Environmental Sciences";0,67;35,05;65,54
"BG33";"Northeastern";"Economics & Business";2,09;37,95;44,6
"BG33";"Northeastern";"Enabling & Strategic Technologies";0,87;40,43;50,56
"BG33";"Northeastern";"Engineering";2,12;45,88;42,31
"BG33";"Northeastern";"Historical Studies";0,86;29,65;25,31
"BG33";"Northeastern";"Information & Communication Technologies";1,17;45,43;44,75
"BG33";"Northeastern";"Mathematics & Statistics";1,8;45,82;51,17
"BG33";"Northeastern";"Philosophy & Theology";0;26,56;13,98
"BG33";"Northeastern";"Physics & Astronomy";1,05;43,14;70,4
"BG33";"Northeastern";"Psychology & Cognitive Sciences";0,34;25,73;47,52
"BG33";"Northeastern";"Public Health & Health Services";0,7;22,7;44,42
"BG33";"Northeastern";"Social Sciences";0,16;30,57;26,24
"BG33";"Northeastern";"Visual & Performing Arts";0;27,42;9,92
"BG34";"Southeastern";"Communication & Textual Studies";0,35;25,08;15,4
"BG34";"Southeastern";"Enabling & Strategic Technologies";1,14;38,36;50,56
"BG34";"Southeastern";"Engineering";0,9;34,57;42,31
"BG34";"Southeastern";"Earth & Environmental Sciences";0,32;30,38;65,54
"BG34";"Southeastern";"Economics & Business";0,29;25,1;44,6
"BG34";"Southeastern";"Agriculture, Fisheries & Forestry";9,11;40,74;46,15
"BG34";"Southeastern";"Biology";1,5;38,8;65,01
"BG34";"Southeastern";"Biomedical Research";0,92;24,43;61,3
"BG34";"Southeastern";"Built Environment & Design";0,21;26,66;35,47
"BG34";"Southeastern";"Chemistry";2,15;43,29;51,19
"BG34";"Southeastern";"Clinical Medicine";0,57;29,89;46,27
"BG34";"Southeastern";"Visual & Performing Arts";2,36;31,53;9,92
"BG34";"Southeastern";"Historical Studies";1,01;26,48;25,31
"BG34";"Southeastern";"Information & Communication Technologies";1,09;30,27;44,75
"BG34";"Southeastern";"Mathematics & Statistics";1,12;41,03;51,17
"BG34";"Southeastern";"Philosophy & Theology";0;23,24;13,98
"BG34";"Southeastern";"Physics & Astronomy";0,35;31,06;70,4
"BG34";"Southeastern";"Psychology & Cognitive Sciences";0,12;21,66;47,52
"BG34";"Southeastern";"Public Health & Health Services";0,18;19,33;44,42
"BG34";"Southeastern";"Social Sciences";0,51;26,37;26,24
"BG41";"Southwestern";"Agriculture, Fisheries & Forestry";1,16;57,79;46,15
"BG41";"Southwestern";"Biology";1,82;55,83;65,01
"BG41";"Southwestern";"Biomedical Research";0,67;38,08;61,3
"BG41";"Southwestern";"Built Environment & Design";0,3;44,83;35,47
"BG41";"Southwestern";"Chemistry";1,59;64,27;51,19
"BG41";"Southwestern";"Clinical Medicine";0,58;45,16;46,27
"BG41";"Southwestern";"Communication & Textual Studies";0,55;42,6;15,4
"BG41";"Southwestern";"Earth & Environmental Sciences";0,8;49,27;65,54
"BG41";"Southwestern";"Economics & Business";0,47;44,2;44,6
"BG41";"Southwestern";"Enabling & Strategic Technologies";1,22;61,83;50,56
"BG41";"Southwestern";"Engineering";1,12;61,4;42,31
"BG41";"Southwestern";"Historical Studies";1,2;49,05;25,31
"BG41";"Southwestern";"Information & Communication Technologies";1,12;58,48;44,75
"BG41";"Southwestern";"Mathematics & Statistics";1,67;63,45;51,17
"BG41";"Southwestern";"Philosophy & Theology";0,44;40,28;13,98
"BG41";"Southwestern";"Physics & Astronomy";1,95;61,13;70,4
"BG41";"Southwestern";"Psychology & Cognitive Sciences";0,27;37,75;47,52
"BG41";"Southwestern";"Public Health & Health Services";0,19;31,93;44,42
"BG41";"Southwestern";"Social Sciences";0,4;42,46;26,24
"BG41";"Southwestern";"Visual & Performing Arts";1,32;47,78;9,92
"BG42";"Southern Central";"Communication & Textual Studies";0,4;18,7;15,4
"BG42";"Southern Central";"Earth & Environmental Sciences";0,23;25,25;65,54
"BG42";"Southern Central";"Enabling & Strategic Technologies";0,91;24,97;50,56
"BG42";"Southern Central";"Engineering";0,76;24,62;42,31
"BG42";"Southern Central";"Historical Studies";0,64;20,9;25,31
"BG42";"Southern Central";"Economics & Business";0,17;18,79;44,6
"BG42";"Southern Central";"Agriculture, Fisheries & Forestry";4,17;35,44;46,15
"BG42";"Southern Central";"Biology";3,41;34,74;65,01
"BG42";"Southern Central";"Biomedical Research";1,01;32,92;61,3
"BG42";"Southern Central";"Built Environment & Design";0,1;19,12;35,47
"BG42";"Southern Central";"Chemistry";1,96;35,47;51,19
"BG42";"Southern Central";"Clinical Medicine";0,81;27,81;46,27
"BG42";"Southern Central";"Visual & Performing Arts";0;19,27;9,92
"BG42";"Southern Central";"Information & Communication Technologies";0,66;21,13;44,75
"BG42";"Southern Central";"Mathematics & Statistics";2,86;32,74;51,17
"BG42";"Southern Central";"Philosophy & Theology";0;17,8;13,98
"BG42";"Southern Central";"Physics & Astronomy";0,65;25,64;70,4
"BG42";"Southern Central";"Psychology & Cognitive Sciences";0,1;17,61;47,52
"BG42";"Southern Central";"Public Health & Health Services";0,66;16,09;44,42
"BG42";"Southern Central";"Social Sciences";0,19;19,29;26,24
"CH01";"Lake Geneva region";"Agriculture, Fisheries & Forestry";0,34;13,01;46,15
"CH01";"Lake Geneva region";"Biology";0,74;14,9;65,01
"CH01";"Lake Geneva region";"Economics & Business";0,69;15,69;44,6
"CH01";"Lake Geneva region";"Enabling & Strategic Technologies";0,89;12,81;50,56
"CH01";"Lake Geneva region";"Engineering";0,71;11,06;42,31
"CH01";"Lake Geneva region";"Historical Studies";0,61;17,25;25,31
"CH01";"Lake Geneva region";"Information & Communication Technologies";0,83;12,58;44,75
"CH01";"Lake Geneva region";"Mathematics & Statistics";0,85;11,68;51,17
"CH01";"Lake Geneva region";"Philosophy & Theology";0,81;21,2;13,98
"CH01";"Lake Geneva region";"Physics & Astronomy";1,74;26,33;70,4
"CH01";"Lake Geneva region";"Psychology & Cognitive Sciences";1,09;27,54;47,52
"CH01";"Lake Geneva region";"Public Health & Health Services";1,2;28,67;44,42
"CH01";"Lake Geneva region";"Social Sciences";0,84;17,24;26,24
"CH01";"Lake Geneva region";"Visual & Performing Arts";0,37;17,87;9,92
"CH01";"Lake Geneva region";"Communication & Textual Studies";0,53;17,89;15,4
"CH01";"Lake Geneva region";"Built Environment & Design";0,71;16;35,47
"CH01";"Lake Geneva region";"Chemistry";0,91;13,1;51,19
"CH01";"Lake Geneva region";"Clinical Medicine";0,99;18,41;46,27
"CH01";"Lake Geneva region";"Earth & Environmental Sciences";0,75;16,1;65,54
"CH01";"Lake Geneva region";"Biomedical Research";1,33;33,17;61,3
"CH02";"Espace Mittelland";"Economics & Business";0,68;32,46;44,6
"CH02";"Espace Mittelland";"Enabling & Strategic Technologies";0,65;27,41;50,56
"CH02";"Espace Mittelland";"Engineering";0,61;28,84;42,31
"CH02";"Espace Mittelland";"Historical Studies";0,79;35,57;25,31
"CH02";"Espace Mittelland";"Social Sciences";0,9;34,71;26,24
"CH02";"Espace Mittelland";"Visual & Performing Arts";0,62;34,72;9,92
"CH02";"Espace Mittelland";"Information & Communication Technologies";0,62;28,2;44,75
"CH02";"Espace Mittelland";"Mathematics & Statistics";0,68;29,63;51,17
"CH02";"Espace Mittelland";"Philosophy & Theology";1,23;41,07;13,98
"CH02";"Espace Mittelland";"Physics & Astronomy";0,94;30,65;70,4
"CH02";"Espace Mittelland";"Psychology & Cognitive Sciences";1,51;39,76;47,52
"CH02";"Espace Mittelland";"Public Health & Health Services";0,8;36,26;44,42
"CH02";"Espace Mittelland";"Built Environment & Design";0,37;31,09;35,47
"CH02";"Espace Mittelland";"Chemistry";0,81;31,72;51,19
"CH02";"Espace Mittelland";"Agriculture, Fisheries & Forestry";1,5;41,91;46,15
"CH02";"Espace Mittelland";"Biology";1,35;42,7;65,01
"CH02";"Espace Mittelland";"Biomedical Research";1,06;37,87;61,3
"CH02";"Espace Mittelland";"Clinical Medicine";1,21;40,32;46,27
"CH02";"Espace Mittelland";"Communication & Textual Studies";1,45;39,52;15,4
"CH02";"Espace Mittelland";"Earth & Environmental Sciences";1,59;40,51;65,54
"CH03";"Northwestern Switzerland";"Agriculture, Fisheries & Forestry";0,55;22,5;46,15
"CH03";"Northwestern Switzerland";"Biology";0,6;21,31;65,01
"CH03";"Northwestern Switzerland";"Biomedical Research";1,63;33,32;61,3
"CH03";"Northwestern Switzerland";"Built Environment & Design";0,3;18,79;35,47
"CH03";"Northwestern Switzerland";"Chemistry";1,59;34,97;51,19
"CH03";"Northwestern Switzerland";"Clinical Medicine";1,44;33,38;46,27
"CH03";"Northwestern Switzerland";"Communication & Textual Studies";0,47;16,36;15,4
"CH03";"Northwestern Switzerland";"Earth & Environmental Sciences";0,84;20,29;65,54
"CH03";"Northwestern Switzerland";"Economics & Business";0,32;16,73;44,6
"CH03";"Northwestern Switzerland";"Enabling & Strategic Technologies";1,06;30,33;50,56
"CH03";"Northwestern Switzerland";"Engineering";0,52;23,32;42,31
"CH03";"Northwestern Switzerland";"Historical Studies";0,67;18,05;25,31
"CH03";"Northwestern Switzerland";"Information & Communication Technologies";0,23;19,89;44,75
"CH03";"Northwestern Switzerland";"Mathematics & Statistics";0,5;25,65;51,17
"CH03";"Northwestern Switzerland";"Philosophy & Theology";0,91;18,56;13,98
"CH03";"Northwestern Switzerland";"Physics & Astronomy";1,05;37,58;70,4
"CH03";"Northwestern Switzerland";"Psychology & Cognitive Sciences";0,69;17,97;47,52
"CH03";"Northwestern Switzerland";"Public Health & Health Services";0,9;15,77;44,42
"CH03";"Northwestern Switzerland";"Social Sciences";0,28;16,74;26,24
"CH03";"Northwestern Switzerland";"Visual & Performing Arts";0,48;16,14;9,92
"CH04";"Zurich";"Historical Studies";0,42;41,95;25,31
"CH04";"Zurich";"Enabling & Strategic Technologies";1;56,78;50,56
"CH04";"Zurich";"Communication & Textual Studies";0,71;39,51;15,4
"CH04";"Zurich";"Earth & Environmental Sciences";1,77;55,57;65,54
"CH04";"Zurich";"Economics & Business";0,82;41,69;44,6
"CH04";"Zurich";"Engineering";1,07;55,51;42,31
"CH04";"Zurich";"Information & Communication Technologies";0,93;47,66;44,75
"CH04";"Zurich";"Agriculture, Fisheries & Forestry";1,22;56,84;46,15
"CH04";"Zurich";"Biology";1,35;55,76;65,01
"CH04";"Zurich";"Biomedical Research";1,09;54,84;61,3
"CH04";"Zurich";"Built Environment & Design";1,22;49,4;35,47
"CH04";"Zurich";"Chemistry";1,02;58,74;51,19
"CH04";"Zurich";"Clinical Medicine";0,84;47,94;46,27
"CH04";"Zurich";"Visual & Performing Arts";0,47;40,85;9,92
"CH04";"Zurich";"Mathematics & Statistics";0,99;49,8;51,17
"CH04";"Zurich";"Philosophy & Theology";0,62;40,26;13,98
"CH04";"Zurich";"Physics & Astronomy";1,14;58,69;70,4
"CH04";"Zurich";"Psychology & Cognitive Sciences";1,09;45,47;47,52
"CH04";"Zurich";"Public Health & Health Services";0,55;39,28;44,42
"CH04";"Zurich";"Social Sciences";0,57;41,81;26,24
"CH05";"Eastern Switzerland";"Agriculture, Fisheries & Forestry";0,65;20,51;46,15
"CH05";"Eastern Switzerland";"Biology";0,46;20,65;65,01
"CH05";"Eastern Switzerland";"Biomedical Research";0,61;20;61,3
"CH05";"Eastern Switzerland";"Built Environment & Design";0,37;21,25;35,47
"CH05";"Eastern Switzerland";"Chemistry";0,64;17,19;51,19
"CH05";"Eastern Switzerland";"Clinical Medicine";1,52;27,42;46,27
"CH05";"Eastern Switzerland";"Communication & Textual Studies";0,38;20,26;15,4
"CH05";"Eastern Switzerland";"Earth & Environmental Sciences";1,65;25,5;65,54
"CH05";"Eastern Switzerland";"Economics & Business";3,39;26,6;44,6
"CH05";"Eastern Switzerland";"Enabling & Strategic Technologies";0,86;18,28;50,56
"CH05";"Eastern Switzerland";"Engineering";0,9;19,02;42,31
"CH05";"Eastern Switzerland";"Historical Studies";0,26;19,94;25,31
"CH05";"Eastern Switzerland";"Information & Communication Technologies";0,95;19,53;44,75
"CH05";"Eastern Switzerland";"Mathematics & Statistics";0,23;18,18;51,17
"CH05";"Eastern Switzerland";"Philosophy & Theology";0,56;18,45;13,98
"CH05";"Eastern Switzerland";"Physics & Astronomy";0,29;15,52;70,4
"CH05";"Eastern Switzerland";"Psychology & Cognitive Sciences";0,54;20,12;47,52
"CH05";"Eastern Switzerland";"Public Health & Health Services";0,74;22,47;44,42
"CH05";"Eastern Switzerland";"Social Sciences";1,1;25,55;26,24
"CH05";"Eastern Switzerland";"Visual & Performing Arts";0,22;19,27;9,92
"CH06";"Central Switzerland";"Enabling & Strategic Technologies";0,47;26,82;50,56
"CH06";"Central Switzerland";"Engineering";0,74;28,05;42,31
"CH06";"Central Switzerland";"Agriculture, Fisheries & Forestry";1,08;41,18;46,15
"CH06";"Central Switzerland";"Biology";2,46;40,05;65,01
"CH06";"Central Switzerland";"Historical Studies";1,02;38,7;25,31
"CH06";"Central Switzerland";"Economics & Business";0,96;33,02;44,6
"CH06";"Central Switzerland";"Information & Communication Technologies";0,38;27,75;44,75
"CH06";"Central Switzerland";"Mathematics & Statistics";0,17;28,82;51,17
"CH06";"Central Switzerland";"Philosophy & Theology";2,17;39,76;13,98
"CH06";"Central Switzerland";"Biomedical Research";0,64;37,66;61,3
"CH06";"Central Switzerland";"Built Environment & Design";1,09;39,3;35,47
"CH06";"Central Switzerland";"Chemistry";0,21;29,51;51,19
"CH06";"Central Switzerland";"Clinical Medicine";1,68;42,24;46,27
"CH06";"Central Switzerland";"Communication & Textual Studies";0,4;34,6;15,4
"CH06";"Central Switzerland";"Earth & Environmental Sciences";0,79;33,73;65,54
"CH06";"Central Switzerland";"Physics & Astronomy";0,09;28,11;70,4
"CH06";"Central Switzerland";"Psychology & Cognitive Sciences";1,04;34,58;47,52
"CH06";"Central Switzerland";"Public Health & Health Services";3,49;41,97;44,42
"CH06";"Central Switzerland";"Social Sciences";0,99;35,02;26,24
"CH06";"Central Switzerland";"Visual & Performing Arts";0,42;35,57;9,92
"CH07";"Ticino";"Built Environment & Design";0,83;30,04;35,47
"CH07";"Ticino";"Agriculture, Fisheries & Forestry";0,21;25,88;46,15
"CH07";"Ticino";"Biology";0,22;26,55;65,01
"CH07";"Ticino";"Biomedical Research";0,87;26,5;61,3
"CH07";"Ticino";"Chemistry";0,45;26,2;51,19
"CH07";"Ticino";"Clinical Medicine";1,42;35,38;46,27
"CH07";"Ticino";"Communication & Textual Studies";1,31;34,22;15,4
"CH07";"Ticino";"Earth & Environmental Sciences";0,41;25,78;65,54
"CH07";"Ticino";"Economics & Business";1,38;36,73;44,6
"CH07";"Ticino";"Enabling & Strategic Technologies";0,55;28,06;50,56
"CH07";"Ticino";"Engineering";0,86;29,69;42,31
"CH07";"Ticino";"Historical Studies";0,38;29,07;25,31
"CH07";"Ticino";"Information & Communication Technologies";2,64;35,58;44,75
"CH07";"Ticino";"Mathematics & Statistics";0,95;34,14;51,17
"CH07";"Ticino";"Philosophy & Theology";0,92;28,41;13,98
"CH07";"Ticino";"Physics & Astronomy";0,46;24,6;70,4
"CH07";"Ticino";"Psychology & Cognitive Sciences";0,89;29,95;47,52
"CH07";"Ticino";"Public Health & Health Services";1,01;35,27;44,42
"CH07";"Ticino";"Social Sciences";0,69;31,47;26,24
"CH07";"Ticino";"Visual & Performing Arts";0,31;28,33;9,92
"CY00";"Cyprus";"Enabling & Strategic Technologies";1,04;58,77;50,56
"CY00";"Cyprus";"Engineering";1,16;60,33;42,31
"CY00";"Cyprus";"Agriculture, Fisheries & Forestry";0,65;47,35;46,15
"CY00";"Cyprus";"Biology";0,73;48,08;65,01
"CY00";"Cyprus";"Historical Studies";1,62;61,68;25,31
"CY00";"Cyprus";"Information & Communication Technologies";1,92;64,1;44,75
"CY00";"Cyprus";"Economics & Business";1,89;66,15;44,6
"CY00";"Cyprus";"Mathematics & Statistics";1,05;50,42;51,17
"CY00";"Cyprus";"Philosophy & Theology";0,77;57,68;13,98
"CY00";"Cyprus";"Biomedical Research";0,6;46,19;61,3
"CY00";"Cyprus";"Built Environment & Design";1,94;65,04;35,47
"CY00";"Cyprus";"Chemistry";0,76;45,82;51,19
"CY00";"Cyprus";"Clinical Medicine";0,54;47,46;46,27
"CY00";"Cyprus";"Communication & Textual Studies";1,64;64,82;15,4
"CY00";"Cyprus";"Earth & Environmental Sciences";0,95;51,43;65,54
"CY00";"Cyprus";"Physics & Astronomy";0,92;44,23;70,4
"CY00";"Cyprus";"Psychology & Cognitive Sciences";1,33;65,44;47,52
"CY00";"Cyprus";"Public Health & Health Services";1,18;67,36;44,42
"CY00";"Cyprus";"Social Sciences";2,83;65,54;26,24
"CY00";"Cyprus";"Visual & Performing Arts";1,1;64,41;9,92
"CZ01";"Prague";"Biomedical Research";0,83;51,79;61,3
"CZ01";"Prague";"Built Environment & Design";1;60,51;35,47
"CZ01";"Prague";"Agriculture, Fisheries & Forestry";1,53;66,47;46,15
"CZ01";"Prague";"Biology";1,28;64,83;65,01
"CZ01";"Prague";"Chemistry";1,49;67,88;51,19
"CZ01";"Prague";"Clinical Medicine";0,62;55,01;46,27
"CZ01";"Prague";"Communication & Textual Studies";0,89;55,54;15,4
"CZ01";"Prague";"Earth & Environmental Sciences";1,08;65,37;65,54
"CZ01";"Prague";"Economics & Business";1,01;58,24;44,6
"CZ01";"Prague";"Enabling & Strategic Technologies";1,44;64,65;50,56
"CZ01";"Prague";"Engineering";0,96;60,6;42,31
"CZ01";"Prague";"Historical Studies";0,98;62,1;25,31
"CZ01";"Prague";"Information & Communication Technologies";0,97;58,9;44,75
"CZ01";"Prague";"Mathematics & Statistics";1,52;66,8;51,17
"CZ01";"Prague";"Philosophy & Theology";1,61;60,02;13,98
"CZ01";"Prague";"Physics & Astronomy";1,46;68,33;70,4
"CZ01";"Prague";"Psychology & Cognitive Sciences";0,33;50,85;47,52
"CZ01";"Prague";"Public Health & Health Services";0,34;48,94;44,42
"CZ01";"Prague";"Social Sciences";0,84;55,12;26,24
"CZ01";"Prague";"Visual & Performing Arts";2,22;61,28;9,92
"CZ02";"Central Bohemia";"Engineering";0,95;32,9;42,31
"CZ02";"Central Bohemia";"Economics & Business";0,16;23,07;44,6
"CZ02";"Central Bohemia";"Enabling & Strategic Technologies";1,87;38,03;50,56
"CZ02";"Central Bohemia";"Information & Communication Technologies";0,32;29,23;44,75
"CZ02";"Central Bohemia";"Agriculture, Fisheries & Forestry";1,68;40,15;46,15
"CZ02";"Central Bohemia";"Historical Studies";0,3;24,6;25,31
